Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Spreadsheet;Spreadsheet Name;Spreadsheet Row;Trial Number;Screen Number;Screen Name;Zone Name;Zone Type;Reaction Time;Reaction Onset;Response Type;Response;Attempt;Correct;Incorrect;Dishonest;X Coordinate;Y Coordinate;Timed Out;randomise_blocks;randomise_trials;display;response;response_count;Image
15;1642669042847;20/01/2022 08:57:22;1642669042764;2;20/01/2022 10:57:22;55551;24;task-9nll;;18664603;BLIND;5526450;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 91.0;1760x990;1273x829;Reasoning Chunk;Necker Cube task (Finnish);8;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;4992;;;space;2;1;0;0;;;;;;Trial 2;space;;cube.PNG
16;1642669043916;20/01/2022 08:57:23;1642669043820;2;20/01/2022 10:57:23;55551;24;task-9nll;;18664603;BLIND;5526450;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 91.0;1760x990;1273x829;Reasoning Chunk;Necker Cube task (Finnish);8;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;6048;;;space;3;1;0;0;;;;;;Trial 2;space;;cube.PNG
17;1642669045299;20/01/2022 08:57:25;1642669045204;2;20/01/2022 10:57:25;55551;24;task-9nll;;18664603;BLIND;5526450;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 91.0;1760x990;1273x829;Reasoning Chunk;Necker Cube task (Finnish);8;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;7432;;;space;4;1;0;0;;;;;;Trial 2;space;;cube.PNG
18;1642669046003;20/01/2022 08:57:26;1642669045915;2;20/01/2022 10:57:25;55551;24;task-9nll;;18664603;BLIND;5526450;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 91.0;1760x990;1273x829;Reasoning Chunk;Necker Cube task (Finnish);8;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;8144;;;space;5;1;0;0;;;;;;Trial 2;space;;cube.PNG
19;1642669046899;20/01/2022 08:57:26;1642669046814;2;20/01/2022 10:57:26;55551;24;task-9nll;;18664603;BLIND;5526450;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 91.0;1760x990;1273x829;Reasoning Chunk;Necker Cube task (Finnish);8;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;9043;;;space;6;1;0;0;;;;;;Trial 2;space;;cube.PNG
20;1642669050200;20/01/2022 08:57:30;1642669050122;2;20/01/2022 10:57:30;55551;24;task-9nll;;18664603;BLIND;5526450;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 91.0;1760x990;1273x829;Reasoning Chunk;Necker Cube task (Finnish);8;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;12351;;;space;7;1;0;0;;;;;;Trial 2;space;;cube.PNG
21;1642669052307;20/01/2022 08:57:32;1642669052203;2;20/01/2022 10:57:32;55551;24;task-9nll;;18664603;BLIND;5526450;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 91.0;1760x990;1273x829;Reasoning Chunk;Necker Cube task (Finnish);8;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;14432;;;space;8;1;0;0;;;;;;Trial 2;space;;cube.PNG
22;1642669054722;20/01/2022 08:57:34;1642669054637;2;20/01/2022 10:57:34;55551;24;task-9nll;;18664603;BLIND;5526450;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 91.0;1760x990;1273x829;Reasoning Chunk;Necker Cube task (Finnish);8;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;16866;;;space;9;1;0;0;;;;;;Trial 2;space;;cube.PNG
23;1642669056967;20/01/2022 08:57:36;1642669056884;2;20/01/2022 10:57:36;55551;24;task-9nll;;18664603;BLIND;5526450;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 91.0;1760x990;1273x829;Reasoning Chunk;Necker Cube task (Finnish);8;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;19112;;;space;10;1;0;0;;;;;;Trial 2;space;;cube.PNG
24;1642669058725;20/01/2022 08:57:38;1642669058644;2;20/01/2022 10:57:38;55551;24;task-9nll;;18664603;BLIND;5526450;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 91.0;1760x990;1273x829;Reasoning Chunk;Necker Cube task (Finnish);8;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;20872;;;space;11;1;0;0;;;;;;Trial 2;space;;cube.PNG
25;1642669063714;20/01/2022 08:57:43;1642669063628;2;20/01/2022 10:57:43;55551;24;task-9nll;;18664603;BLIND;5526450;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 91.0;1760x990;1273x829;Reasoning Chunk;Necker Cube task (Finnish);8;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;25857;;;space;12;1;0;0;;;;;;Trial 2;space;;cube.PNG
26;1642669064542;20/01/2022 08:57:44;1642669064463;2;20/01/2022 10:57:44;55551;24;task-9nll;;18664603;BLIND;5526450;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 91.0;1760x990;1273x829;Reasoning Chunk;Necker Cube task (Finnish);8;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;26692;;;space;13;1;0;0;;;;;;Trial 2;space;;cube.PNG
27;1642669067829;20/01/2022 08:57:47;1642669067749;2;20/01/2022 10:57:47;55551;24;task-9nll;;18664603;BLIND;5526450;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 91.0;1760x990;1273x829;Reasoning Chunk;Necker Cube task (Finnish);8;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;content;timelimit_screen;29996.520000000004;;;;;0;1;0;;;1;;;Trial 2;space;;cube.PNG
28;1642669069533;20/01/2022 08:57:49;1642669069454;2;20/01/2022 10:57:49;55551;24;task-9nll;;18664603;BLIND;5526450;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 91.0;1760x990;1273x829;Reasoning Chunk;Necker Cube task (Finnish);8;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;;Spreadsheet1;Spreadsheet1;4;1;1;Screen 1;advancementZone;continue_button;1688;;;;;0;1;0;;;;;;Finish;;;
29;1642669069658;20/01/2022 08:57:49;1642669069462;2;20/01/2022 10:57:49;55551;24;task-9nll;;18664603;BLIND;5526450;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 91.0;1760x990;1273x829;Reasoning Chunk;Necker Cube task (Finnish);8;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;;Spreadsheet1;;;END TASK;;;;;86527;;;;;0;1;0;;;;;;;;;
END OF FILE
