Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Randomise questionnaire elements?;Icuriosity1;Icuriosity1-quantised;Dcuriosity1;Dcuriosity1-quantised;Icuriosity2;Icuriosity2-quantised;Dcuriosity2;Dcuriosity2-quantised;Icuriosity3;Icuriosity3-quantised;Dcuriosity3;Dcuriosity3-quantised;Icuriosity4;Icuriosity4-quantised;Dcuriosity4;Dcuriosity4-quantised;Icuriosity5;Icuriosity5-quantised;Dcuriosity5;Dcuriosity5-quantised;END QUESTIONNAIRE
1;1641166504278;02/01/2022 23:35:04;1641166503847;2;03/01/2022 01:35:03;55551;22;questionnaire-2wlk;;18264845;BLIND;5411218;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;5760x1080;4147x638;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;3;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;29934
1;1641025748561;01/01/2022 08:29:08;1641025749552;2;01/01/2022 10:29:09;55551;22;questionnaire-2wlk;;18255201;BLIND;5399212;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1280x720;1280x577;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;3;3;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;14257
1;1640802725738;29/12/2021 18:32:05;1640802726137;2;29/12/2021 20:32:06;55551;22;questionnaire-2wlk;;18239763;BLIND;5388970;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1440x900;1152x631;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;1;1;4;4;2;2;4;4;2;2;4;4;3;3;3;3;2;2;50572
1;1640790281437;29/12/2021 15:04:41;1640790280568;2;29/12/2021 17:04:40;55551;22;questionnaire-2wlk;;18237070;BLIND;5387595;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 96.0.1054.62;1536x864;1396x685;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;2;2;4;4;2;2;4;4;2;2;4;4;3;3;3;3;4;4;239203
1;1640708700680;28/12/2021 16:25:00;1640708700508;2;28/12/2021 18:25:00;55551;22;questionnaire-2wlk;;18228877;BLIND;5384429;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x764;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;2;2;5;5;3;3;5;5;4;4;5;5;3;3;4;4;4;4;32186
1;1640610308625;27/12/2021 13:05:08;1640610308664;2;27/12/2021 15:05:08;55551;22;questionnaire-2wlk;;18217371;BLIND;5380955;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1366x768;1366x625;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;2;2;3;3;4;4;3;3;4;4;4;4;4;4;2;2;2;2;47807
1;1640298211221;23/12/2021 22:23:31;1640298211043;2;24/12/2021 00:23:31;55551;22;questionnaire-2wlk;;18199837;BLIND;5375463;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.1;1920x1080;1920x1000;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;5;5;5;5;5;5;5;5;2;2;5;5;3;3;5;5;5;5;26569
1;1640196215540;22/12/2021 18:03:35;1640196215724;2;22/12/2021 20:03:35;55551;22;questionnaire-2wlk;;18187310;BLIND;5372338;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 95.0;640x360;640x295;Reasoning Chunk;Epistemic Curiosity Scale (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;;No;4;4;3;3;5;5;4;4;5;5;3;3;4;4;5;5;3;3;4;4;62839
1;1640070220267;21/12/2021 07:03:40;1640070220962;2;21/12/2021 09:03:40;55551;22;questionnaire-2wlk;;18160371;BLIND;5358132;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1600x900;1600x757;Reasoning Chunk;Epistemic Curiosity Scale (Finnish);5;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;;No;4;4;3;3;4;4;2;2;4;4;3;3;4;4;3;3;2;2;2;2;33611
1;1640035479530;20/12/2021 21:24:39;1640035479458;2;20/12/2021 23:24:39;55551;22;questionnaire-2wlk;;18155922;BLIND;5355205;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1280x800;1280x697;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;2;2;4;4;2;2;4;4;3;3;4;4;3;3;5;5;3;3;56150
1;1640018891728;20/12/2021 16:48:11;1640018892752;2;20/12/2021 18:48:12;55551;22;questionnaire-2wlk;;18151157;BLIND;5354577;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1536x864;1536x722;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;4;4;5;5;3;3;5;5;4;4;5;5;5;5;4;4;3;3;127490
1;1639743184764;17/12/2021 12:13:04;1639743184563;2;17/12/2021 14:13:04;55551;22;questionnaire-2wlk;;18090605;BLIND;5336084;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.1;1440x900;1140x731;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;4;4;5;5;4;4;4;4;4;4;5;5;5;5;4;4;4;4;42247
1;1639592403981;15/12/2021 18:20:03;1639592404023;2;15/12/2021 20:20:04;55551;22;questionnaire-2wlk;;18030284;BLIND;5320807;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 95.0;1920x1080;1920x899;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;2;2;5;5;2;2;5;5;4;4;4;4;4;4;4;4;4;4;65395
1;1639583935017;15/12/2021 15:58:55;1639583935052;2;15/12/2021 17:58:55;55551;22;questionnaire-2wlk;;18022405;BLIND;5317567;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.93;1920x1080;1920x937;Reasoning Chunk;Epistemic Curiosity Scale (Finnish);5;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;;No;4;4;2;2;5;5;3;3;5;5;3;3;4;4;4;4;4;4;4;4;83117
1;1639470960877;14/12/2021 08:36:00;1639470960582;2;14/12/2021 10:36:00;55551;22;questionnaire-2wlk;;17984116;BLIND;5305503;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 95.0;1024x576;1024x474;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;3;3;5;5;4;4;5;5;4;4;5;5;5;5;5;5;5;5;50558
1;1639396540431;13/12/2021 11:55:40;1639396540370;1;13/12/2021 12:55:40;55551;22;questionnaire-2wlk;;17964397;BLIND;5298015;;complete;;;computer;Desktop or Laptop;Linux x86_64;Chrome 96.0.4664.93;1920x1080;1920x924;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;3;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;43610
1;1639242377512;11/12/2021 17:06:17;1639242377106;2;11/12/2021 19:06:17;55551;22;questionnaire-2wlk;;17942318;BLIND;5292007;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.45;1920x1080;960x485;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;1;1;5;5;4;4;5;5;3;3;4;4;4;4;5;5;4;4;47872
1;1639210772435;11/12/2021 08:19:32;1639210769031;2;11/12/2021 10:19:29;55551;22;questionnaire-2wlk;;17936798;BLIND;5290491;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.93;1536x864;1536x714;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;3;3;5;5;3;3;4;4;4;4;5;5;3;3;5;5;2;2;50228
1;1639164396404;10/12/2021 19:26:36;1639164396281;2;10/12/2021 21:26:36;55551;22;questionnaire-2wlk;;17928285;BLIND;5287907;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1920x1080;1324x994;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;2;2;4;4;4;4;4;4;2;2;3;3;3;3;4;4;3;3;107489
1;1639133876754;10/12/2021 10:57:56;1639133876669;2;10/12/2021 12:57:56;55551;22;questionnaire-2wlk;;17909842;BLIND;5282634;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.93;1536x864;1536x754;Reasoning Chunk;Epistemic Curiosity Scale (Finnish);5;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;;No;3;3;3;3;3;3;3;3;3;3;4;4;4;4;3;3;3;3;3;3;36359
1;1638963539310;08/12/2021 11:38:59;1638963539241;2;08/12/2021 13:38:59;55551;22;questionnaire-2wlk;;17840565;BLIND;5258209;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 94.0;1920x1080;1920x955;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;2;2;5;5;3;3;5;5;4;4;4;4;5;5;5;5;4;4;46642
1;1638362218327;01/12/2021 12:36:58;1638362216460;2;01/12/2021 14:36:56;55551;22;questionnaire-2wlk;;17619832;BLIND;5202064;;complete;;;computer;Desktop or Laptop;Windows 7;Chrome 96.0.4664.45;1280x1024;1280x881;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;2;2;4;4;3;3;4;4;3;3;4;4;3;3;4;4;4;4;28021
1;1638348879287;01/12/2021 08:54:39;1638348879141;2;01/12/2021 10:54:39;55551;22;questionnaire-2wlk;;17611296;BLIND;5201242;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 94.0;1920x1080;1920x909;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;3;3;5;5;3;3;5;5;3;3;5;5;3;3;3;3;3;3;34735
1;1638273725046;30/11/2021 12:02:05;1638273743437;2;30/11/2021 14:02:23;55551;22;questionnaire-2wlk;;17584592;BLIND;5192188;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 94.0;1600x900;1384x775;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;1;1;3;3;1;1;3;3;2;2;3;3;1;1;2;2;3;3;62159
1;1638268065465;30/11/2021 10:27:45;1638268155715;2;30/11/2021 12:29:15;55551;22;questionnaire-2wlk;;17581245;BLIND;5191578;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.45;1920x1080;1920x937;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;2;2;5;5;4;4;5;5;4;4;4;4;4;4;4;4;4;4;71141
1;1638229579466;29/11/2021 23:46:19;1638229579377;2;30/11/2021 01:46:19;55551;22;questionnaire-2wlk;;17573644;BLIND;5189349;;live;;;computer;Desktop or Laptop;Ubuntu undefined;Firefox 94.0;1344x756;1100x608;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;3;3;133243
1;1638046929767;27/11/2021 21:02:09;1638046930536;2;27/11/2021 23:02:10;55551;22;questionnaire-2wlk;;17526704;BLIND;5175309;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.45;1280x720;1280x577;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;1;1;4;4;2;2;4;4;4;4;3;3;4;4;2;2;3;3;27925
1;1637665108258;23/11/2021 10:58:28;1637665108018;2;23/11/2021 12:58:28;55551;22;questionnaire-2wlk;;17400366;BLIND;5133586;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1280x800;1280x712;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;1;1;4;4;1;1;4;4;2;2;3;3;4;4;4;4;4;4;53213
1;1637660811480;23/11/2021 09:46:51;1637660811381;2;23/11/2021 11:46:51;55551;22;questionnaire-2wlk;;17398126;BLIND;5133207;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Chrome 94.0.4606.81;1920x1080;1842x680;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;4;4;5;5;4;4;5;5;2;2;4;4;4;4;2;2;4;4;39485
1;1637657317091;23/11/2021 08:48:37;1637657317312;2;23/11/2021 10:48:37;55551;22;questionnaire-2wlk;;17395892;BLIND;5132910;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.69;1280x720;1280x520;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;3;3;5;5;4;4;5;5;4;4;5;5;5;5;4;4;4;4;97381
1;1637619347808;22/11/2021 22:15:47;1637619347422;2;23/11/2021 00:15:47;55551;22;questionnaire-2wlk;;17390696;BLIND;5130877;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.45;1920x1080;1920x937;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;2;2;4;4;2;2;5;5;4;4;4;4;3;3;3;3;3;3;36172
1;1637595923203;22/11/2021 15:45:23;1637595923511;2;22/11/2021 17:45:23;55551;22;questionnaire-2wlk;;17378233;BLIND;5126869;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.45;1536x864;1536x722;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;4;4;5;5;4;4;5;5;5;5;4;4;4;4;4;4;5;5;29490
1;1637501685325;21/11/2021 13:34:45;1637501683925;2;21/11/2021 15:34:43;55551;22;questionnaire-2wlk;;17351287;BLIND;5120203;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 94.0;1280x720;1280x605;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;3;3;5;5;3;3;5;5;4;4;5;5;5;5;4;4;3;3;64907
1;1637431112998;20/11/2021 17:58:32;1637431112886;2;20/11/2021 19:58:32;55551;22;questionnaire-2wlk;;17341880;BLIND;5117494;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.55;2048x1152;1540x838;Reasoning Chunk;Epistemic Curiosity Scale (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;;No;5;5;2;2;5;5;2;2;5;5;3;3;4;4;4;4;4;4;3;3;95046
1;1637330225953;19/11/2021 13:57:05;1637330225865;2;19/11/2021 15:57:05;55551;22;questionnaire-2wlk;;17314207;BLIND;5110749;;complete;;;computer;Desktop or Laptop;Mac OS 10.14.6;Chrome 96.0.4664.45;1440x900;1152x613;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;3;3;4;4;3;3;4;4;4;4;4;4;4;4;3;3;3;3;50303
1;1635938755532;03/11/2021 11:25:55;1635938755324;2;03/11/2021 13:25:55;55551;22;questionnaire-2wlk;;16849892;BLIND;4986367;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 93.0;1920x1080;1829x967;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;29577
1;1635788935847;01/11/2021 17:48:55;1635788935712;2;01/11/2021 19:48:55;55551;22;questionnaire-2wlk;;16813738;BLIND;4973999;;complete;;;computer;Desktop or Laptop;Mac OS 10.15;Firefox 93.0;1440x900;1440x717;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;2;2;5;5;4;4;5;5;4;4;3;3;4;4;3;3;4;4;68367
1;1635530383107;29/10/2021 17:59:43;1635530382780;3;29/10/2021 20:59:42;55551;22;questionnaire-2wlk;;16777201;BLIND;4959547;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1536x864;1707x802;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;1;1;5;5;2;2;5;5;3;3;4;4;4;4;3;3;4;4;74541
1;1635512619459;29/10/2021 13:03:39;1635512619602;3;29/10/2021 16:03:39;55551;22;questionnaire-2wlk;;16771602;BLIND;4960307;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.69;1280x720;1280x577;Reasoning Chunk;Epistemic Curiosity Scale (Finnish);5;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;;No;5;5;4;4;5;5;5;5;5;5;3;3;5;5;5;5;4;4;4;4;25160
1;1635504571867;29/10/2021 10:49:31;1635504572068;3;29/10/2021 13:49:32;55551;22;questionnaire-2wlk;;16769026;BLIND;4959255;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1280x720;1422x641;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;1;1;5;5;2;2;4;4;2;2;5;5;5;5;1;1;5;5;48892
1;1635358773953;27/10/2021 18:19:33;1635358774161;3;27/10/2021 21:19:34;55551;22;questionnaire-2wlk;;16735662;BLIND;4948269;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1280x720;1280x609;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;2;2;4;4;3;3;3;3;4;4;4;4;4;4;2;2;4;4;56634
1;1635353643016;27/10/2021 16:54:03;1635353642910;3;27/10/2021 19:54:02;55551;22;questionnaire-2wlk;;16733615;BLIND;4948053;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1680x1050;1680x987;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;1;1;5;5;3;3;4;4;3;3;3;3;4;4;2;2;4;4;28878
1;1635347623896;27/10/2021 15:13:43;1635347626005;3;27/10/2021 18:13:46;55551;22;questionnaire-2wlk;;16730422;BLIND;4946837;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1366x768;1366x625;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;1;1;5;5;4;4;5;5;4;4;4;4;3;3;4;4;4;4;70674
