Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Spreadsheet;Spreadsheet Name;Spreadsheet Row;Trial Number;Screen Number;Screen Name;Zone Name;Zone Type;Reaction Time;Reaction Onset;Response Type;Response;Attempt;Correct;Incorrect;Dishonest;X Coordinate;Y Coordinate;Timed Out;randomise_blocks;randomise_trials;display;ANSWER;Text;Likert;Source;Source_topic;ShowProgressBar
52;1642327475439;16/01/2022 10:04:35;1642327475357;2;16/01/2022 12:04:35;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;11;4;3;Screen 6;Zone19;response_button_image;1642;;;SAM_2.4.PNG;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://yle.fi/aihe/artikkeli/2017/09/18/auttaa-akneen-reumaan-selluliittiin-ja-hiustenlahtoon-mika-se-on"" target=""_blank""> Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?</a>";Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?;1
53;1642327479116;16/01/2022 10:04:39;1642327479032;2;16/01/2022 12:04:39;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;11;4;4;Screen 3;Zone3;response_rating_scale_likert;3660.0000000001164;;;Epäluotettava;;0;1;0;;;;;1;Reading;;;;"<a href=""https://yle.fi/aihe/artikkeli/2017/09/18/auttaa-akneen-reumaan-selluliittiin-ja-hiustenlahtoon-mika-se-on"" target=""_blank""> Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?</a>";Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?;1
54;1642327479194;16/01/2022 10:04:39;1642327479035;2;16/01/2022 12:04:39;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;11;4;4;Screen 3;Zone5;response_text_area;3660.0000000001164;;;;;0;1;0;;;;;1;Reading;;;;"<a href=""https://yle.fi/aihe/artikkeli/2017/09/18/auttaa-akneen-reumaan-selluliittiin-ja-hiustenlahtoon-mika-se-on"" target=""_blank""> Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?</a>";Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?;1
55;1642327479194;16/01/2022 10:04:39;1642327479035;2;16/01/2022 12:04:39;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;11;4;4;Screen 3;Zone6;continue_button;3660.0000000001164;;;;;0;1;0;;;;;1;Reading;;;;"<a href=""https://yle.fi/aihe/artikkeli/2017/09/18/auttaa-akneen-reumaan-selluliittiin-ja-hiustenlahtoon-mika-se-on"" target=""_blank""> Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?</a>";Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?;1
56;1642327481307;16/01/2022 10:04:41;1642327481230;2;16/01/2022 12:04:41;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;11;4;5;Screen 10;Zone3;response_rating_scale_likert_active;2187;;;Ei ollenkaan;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://yle.fi/aihe/artikkeli/2017/09/18/auttaa-akneen-reumaan-selluliittiin-ja-hiustenlahtoon-mika-se-on"" target=""_blank""> Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?</a>";Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?;1
57;1642327483977;16/01/2022 10:04:43;1642327483899;2;16/01/2022 12:04:43;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;11;4;6;Screen 4;Zone3;response_rating_scale_likert_active;2657;;;Ei vakuuttava;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://yle.fi/aihe/artikkeli/2017/09/18/auttaa-akneen-reumaan-selluliittiin-ja-hiustenlahtoon-mika-se-on"" target=""_blank""> Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?</a>";Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?;1
58;1642327486119;16/01/2022 10:04:46;1642327486031;2;16/01/2022 12:04:46;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;11;4;7;Screen 2;Zone3;response_rating_scale_likert_active;2121.9999999998836;;;Luultavasti en;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://yle.fi/aihe/artikkeli/2017/09/18/auttaa-akneen-reumaan-selluliittiin-ja-hiustenlahtoon-mika-se-on"" target=""_blank""> Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?</a>";Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?;1
59;1642327488777;16/01/2022 10:04:48;1642327488689;2;16/01/2022 12:04:48;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;11;4;8;Screen 11;Zone3;response_rating_scale_likert_active;2650;;;En osaa sanoa;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://yle.fi/aihe/artikkeli/2017/09/18/auttaa-akneen-reumaan-selluliittiin-ja-hiustenlahtoon-mika-se-on"" target=""_blank""> Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?</a>";Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?;1
60;1642327490976;16/01/2022 10:04:50;1642327490887;2;16/01/2022 12:04:50;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;11;4;9;Screen 7;Zone3;response_rating_scale_likert_active;2187;;;Hiukan tuttu;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://yle.fi/aihe/artikkeli/2017/09/18/auttaa-akneen-reumaan-selluliittiin-ja-hiustenlahtoon-mika-se-on"" target=""_blank""> Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?</a>";Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?;1
61;1642327493052;16/01/2022 10:04:53;1642327492969;2;16/01/2022 12:04:52;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;11;4;10;Screen 8;Zone3;response_rating_scale_likert_active;2072;;;Hiukan kiinnostavana;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://yle.fi/aihe/artikkeli/2017/09/18/auttaa-akneen-reumaan-selluliittiin-ja-hiustenlahtoon-mika-se-on"" target=""_blank""> Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?</a>";Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?;1
62;1642327493867;16/01/2022 10:04:53;1642327493777;2;16/01/2022 12:04:53;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;11;4;11;Screen 9;Zone3;response_rating_scale_likert_active;798;;;Hiukan uteliaasti;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://yle.fi/aihe/artikkeli/2017/09/18/auttaa-akneen-reumaan-selluliittiin-ja-hiustenlahtoon-mika-se-on"" target=""_blank""> Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?</a>";Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?;1
63;1642327586303;16/01/2022 10:06:26;1642327586014;2;16/01/2022 12:06:26;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;5;1;Screen 1;advancementZone;continue_button;92185;;;;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
64;1642327588183;16/01/2022 10:06:28;1642327588081;2;16/01/2022 12:06:28;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;5;2;Screen 5;Zone7;response_button_image;2042;;;SAM_1.4.PNG;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
65;1642327589475;16/01/2022 10:06:29;1642327589367;2;16/01/2022 12:06:29;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;5;3;Screen 6;Zone20;response_button_image;1261.9999999997672;;;SAM_2.5.PNG;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
66;1642327597825;16/01/2022 10:06:37;1642327597722;2;16/01/2022 12:06:37;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;5;4;Screen 3;Zone3;response_rating_scale_likert;8340;;;Luotettava;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
67;1642327597903;16/01/2022 10:06:37;1642327597724;2;16/01/2022 12:06:37;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;5;4;Screen 3;Zone5;response_text_area;8340;;;;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
68;1642327597903;16/01/2022 10:06:37;1642327597725;2;16/01/2022 12:06:37;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;5;4;Screen 3;Zone6;continue_button;8340;;;;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
69;1642327599597;16/01/2022 10:06:39;1642327599492;2;16/01/2022 12:06:39;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;5;5;Screen 10;Zone3;response_rating_scale_likert_active;1758;;;Paljon;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
70;1642327601376;16/01/2022 10:06:41;1642327601271;2;16/01/2022 12:06:41;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;5;6;Screen 4;Zone3;response_rating_scale_likert_active;1768;;;Vakuuttava;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
71;1642327603997;16/01/2022 10:06:43;1642327603894;2;16/01/2022 12:06:43;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;5;7;Screen 2;Zone3;response_rating_scale_likert_active;2614;;;En osaa sanoa;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
72;1642327605830;16/01/2022 10:06:45;1642327605729;2;16/01/2022 12:06:45;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;5;8;Screen 11;Zone3;response_rating_scale_likert_active;1824;;;En osaa sanoa;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
73;1642327607845;16/01/2022 10:06:47;1642327607751;2;16/01/2022 12:06:47;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;5;9;Screen 7;Zone3;response_rating_scale_likert_active;2013;;;Hiukan tuttu;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
74;1642327609017;16/01/2022 10:06:49;1642327608913;2;16/01/2022 12:06:48;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;5;10;Screen 8;Zone3;response_rating_scale_likert_active;1150.0000000002328;;;Hiukan kiinnostavana;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
75;1642327609745;16/01/2022 10:06:49;1642327609642;2;16/01/2022 12:06:49;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;5;11;Screen 9;Zone3;response_rating_scale_likert_active;718.0000000002328;;;Hiukan uteliaasti;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
76;1642327616841;16/01/2022 10:06:56;1642327616748;2;16/01/2022 12:06:56;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;12;1;1;Screen 1;advancementZone;continue_button;7080;;;;;0;1;0;;;;;;PDF;;;;;Turve on uusiutuva luonnonvara;1
77;1642327741310;16/01/2022 10:09:01;1642327741027;2;16/01/2022 12:09:01;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;12;1;2;Screen 12;advancementZone;continue_button;124266;;;;;0;1;0;;;;;;PDF;;;;;Turve on uusiutuva luonnonvara;1
78;1642327743486;16/01/2022 10:09:03;1642327743382;2;16/01/2022 12:09:03;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;12;1;3;Screen 2;Zone7;response_button_image;2331;;;SAM_1.4.PNG;1;0;1;0;;;;;;PDF;;;;;Turve on uusiutuva luonnonvara;1
79;1642327744416;16/01/2022 10:09:04;1642327744323;2;16/01/2022 12:09:04;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;12;1;4;Screen 3;Zone20;response_button_image;916.9999999997672;;;SAM_2.5.PNG;1;0;1;0;;;;;;PDF;;;;;Turve on uusiutuva luonnonvara;1
80;1642327748767;16/01/2022 10:09:08;1642327748662;2;16/01/2022 12:09:08;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;12;1;5;Screen 4;Zone3;response_rating_scale_likert;4325;;;Ei epäluotettava eikä luotettava;;0;1;0;;;;;;PDF;;;;;Turve on uusiutuva luonnonvara;1
81;1642327748844;16/01/2022 10:09:08;1642327748665;2;16/01/2022 12:09:08;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;12;1;5;Screen 4;Zone5;response_text_area;4325;;;;;0;1;0;;;;;;PDF;;;;;Turve on uusiutuva luonnonvara;1
82;1642327748844;16/01/2022 10:09:08;1642327748665;2;16/01/2022 12:09:08;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;12;1;5;Screen 4;Zone6;continue_button;4325;;;;;0;1;0;;;;;;PDF;;;;;Turve on uusiutuva luonnonvara;1
83;1642327754766;16/01/2022 10:09:14;1642327754659;2;16/01/2022 12:09:14;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;12;1;6;Screen 5;Zone3;response_rating_scale_likert_active;5985;;;Vähän;1;0;1;0;;;;;;PDF;;;;;Turve on uusiutuva luonnonvara;1
84;1642327758814;16/01/2022 10:09:18;1642327758721;2;16/01/2022 12:09:18;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;12;1;7;Screen 6;Zone3;response_rating_scale_likert_active;4051;;;Neutraali;1;0;1;0;;;;;;PDF;;;;;Turve on uusiutuva luonnonvara;1
85;1642327760360;16/01/2022 10:09:20;1642327760263;2;16/01/2022 12:09:20;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;12;1;8;Screen 7;Zone3;response_rating_scale_likert_active;1531;;;Luultavasti en;1;0;1;0;;;;;;PDF;;;;;Turve on uusiutuva luonnonvara;1
86;1642327767075;16/01/2022 10:09:27;1642327766972;2;16/01/2022 12:09:26;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;12;1;9;Screen 8;Zone3;response_rating_scale_likert_active;6698;;;En osaa sanoa;1;0;1;0;;;;;;PDF;;;;;Turve on uusiutuva luonnonvara;1
87;1642327768736;16/01/2022 10:09:28;1642327768634;2;16/01/2022 12:09:28;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;12;1;10;Screen 9;Zone3;response_rating_scale_likert_active;1650.9999999997672;;;Hiukan tuttu;1;0;1;0;;;;;;PDF;;;;;Turve on uusiutuva luonnonvara;1
88;1642327769527;16/01/2022 10:09:29;1642327769427;2;16/01/2022 12:09:29;55551;24;task-zryk;;18542733;BLIND;5488336;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x820;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;12;1;11;Screen 10;Zone3;response_rating_scale_likert_active;783;;;Hiukan kiinnostavana;1;0;1;0;;;;;;PDF;;;;;Turve on uusiutuva luonnonvara;1
