Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Randomise questionnaire elements?;END QUESTIONNAIRE
1;1642777567318;21/01/2022 15:06:07;1642777567497;2;21/01/2022 17:06:07;55551;25;questionnaire-tam4;;18728358;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Debrief (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;22968
1;1642797292152;21/01/2022 20:34:52;1642797291508;2;21/01/2022 22:34:51;55551;25;questionnaire-tam4;;18743673;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Debrief (Finnish);6;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;90619
1;1642893942579;22/01/2022 23:25:42;1642893941984;2;23/01/2022 01:25:41;55551;25;questionnaire-tam4;;18768379;BLIND;5555000;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 97.0.1072.69;2560x1440;2560x1329;Openminded Chunk;Debrief (Finnish);6;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;385835
1;1642934448414;23/01/2022 10:40:48;1642934447765;2;23/01/2022 12:40:47;55551;25;questionnaire-tam4;;18773092;BLIND;5555882;;complete;;;computer;Desktop or Laptop;Mac OS 10.15;Firefox 96.0;1440x900;1440x685;Openminded Chunk;Debrief (Finnish);6;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;80778
1;1642968829288;23/01/2022 20:13:49;1642968829139;2;23/01/2022 22:13:49;55551;25;questionnaire-tam4;;18787728;BLIND;5556093;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 97.0.1072.69;1366x768;1301x626;Openminded Chunk;Debrief (Finnish);6;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;79057
1;1642974380789;23/01/2022 21:46:20;1642974380283;2;23/01/2022 23:46:20;55551;25;questionnaire-tam4;;18790230;BLIND;5559681;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1536x864;1447x766;Openminded Chunk;Debrief (Finnish);6;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;49528
1;1643025790958;24/01/2022 12:03:10;1643025790872;2;24/01/2022 14:03:10;55551;25;questionnaire-tam4;;18800462;BLIND;5562166;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1536x864;1462x762;Openminded Chunk;Debrief (Finnish);6;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;23091
1;1643053109550;24/01/2022 19:38:29;1643053108394;2;24/01/2022 21:38:28;55551;25;questionnaire-tam4;;18825809;BLIND;5569558;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1920x1080;1920x937;Openminded Chunk;Debrief (Finnish);6;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;11428
1;1643310388247;27/01/2022 19:06:28;1643310387524;2;27/01/2022 21:06:27;55551;25;questionnaire-tam4;;18942205;BLIND;5608075;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1368x912;1244x738;Openminded Chunk;Debrief (Finnish);6;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;49876
1;1643356026416;28/01/2022 07:47:06;1643356054501;2;28/01/2022 09:47:34;55551;25;questionnaire-tam4;;18951832;BLIND;5614189;;complete;;;computer;Desktop or Laptop;Linux i686;Firefox 78.0;1680x1050;1680x898;Openminded Chunk;Debrief (Finnish);6;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;113780
1;1643390725150;28/01/2022 17:25:25;1643390724958;2;28/01/2022 19:25:24;55551;25;questionnaire-tam4;;18969590;BLIND;5618126;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1920x1080;1280x587;Openminded Chunk;Debrief (Finnish);6;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;36344
1;1643411704135;28/01/2022 23:15:04;1643411704539;2;29/01/2022 01:15:04;55551;25;questionnaire-tam4;;18976088;BLIND;5621289;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;1536x864;1536x711;Openminded Chunk;Debrief (Finnish);6;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;26038
1;1643621595477;31/01/2022 09:33:15;1643621595333;2;31/01/2022 11:33:15;55551;25;questionnaire-tam4;;19006521;BLIND;5629594;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1536x864;1536x722;Openminded Chunk;Debrief (Finnish);6;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;46529
1;1643625643066;31/01/2022 10:40:43;1643625642869;2;31/01/2022 12:40:42;55551;25;questionnaire-tam4;;19008133;BLIND;5629995;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.2;1440x900;1416x710;Openminded Chunk;Debrief (Finnish);6;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;41135
1;1643634602754;31/01/2022 13:10:02;1643634586576;2;31/01/2022 15:09:46;55551;25;questionnaire-tam4;;19013047;BLIND;5631076;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 97.0.4692.99;1440x900;1440x693;Openminded Chunk;Debrief (Finnish);6;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;12916
1;1643650407836;31/01/2022 17:33:27;1643650400953;2;31/01/2022 19:33:20;55551;25;questionnaire-tam4;;19025725;BLIND;5634435;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1536x864;1536x754;Openminded Chunk;Debrief (Finnish);6;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4603
1;1643699030116;01/02/2022 07:03:50;1643699029986;2;01/02/2022 09:03:49;55551;25;questionnaire-tam4;;19045936;BLIND;5641501;;complete;;;computer;Desktop or Laptop;Linux x86_64;Firefox 91.0;1920x1080;1920x897;Openminded Chunk;Debrief (Finnish);6;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;34216
1;1643735464521;01/02/2022 17:11:04;1643735465661;2;01/02/2022 19:11:05;55551;25;questionnaire-tam4;;19063067;BLIND;5645930;;complete;;;computer;Desktop or Laptop;Windows 7;Chrome 97.0.4692.99;1920x1080;1920x969;Openminded Chunk;Debrief (Finnish);6;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;30651
1;1643755515388;01/02/2022 22:45:15;1643755515298;1;01/02/2022 23:45:15;55551;25;questionnaire-tam4;;19071445;BLIND;5649003;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1280x720;1280x577;Openminded Chunk;Debrief (Finnish);6;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;40520
1;1643796312206;02/02/2022 10:05:12;1643796312142;2;02/02/2022 12:05:12;55551;25;questionnaire-tam4;;19076910;BLIND;5650356;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1536x864;1024x476;Openminded Chunk;Debrief (Finnish);6;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;
1;1643810872937;02/02/2022 14:07:52;1643810872403;2;02/02/2022 16:07:52;55551;25;questionnaire-tam4;;19088886;BLIND;5653211;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1280x720;1280x609;Openminded Chunk;Debrief (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4527
1;1643815360866;02/02/2022 15:22:40;1643815359784;2;02/02/2022 17:22:39;55551;25;questionnaire-tam4;;19095513;BLIND;5653192;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;1280x720;1096x593;Openminded Chunk;Debrief (Finnish);6;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;19939
