Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,Text,Likert,Source,Source_topic,ShowProgressBar
31,1658738859312,25/07/2022 08:47:39,1658738859205,2,25/07/2022 10:47:39,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,11,2,6,Screen 4,Zone3,response_rating_scale_likert_active,1789.3999999985099,null,,Neutraali,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://yle.fi/aihe/artikkeli/2017/09/18/auttaa-akneen-reumaan-selluliittiin-ja-hiustenlahtoon-mika-se-on"" target=""_blank""> Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?</a>","Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?",1
32,1658738860802,25/07/2022 08:47:40,1658738860707,2,25/07/2022 10:47:40,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,11,2,7,Screen 2,Zone3,response_rating_scale_likert_active,1469.1000000014901,null,,En osaa sanoa,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://yle.fi/aihe/artikkeli/2017/09/18/auttaa-akneen-reumaan-selluliittiin-ja-hiustenlahtoon-mika-se-on"" target=""_blank""> Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?</a>","Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?",1
33,1658738862382,25/07/2022 08:47:42,1658738862251,2,25/07/2022 10:47:42,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,11,2,8,Screen 11,Zone3,response_rating_scale_likert_active,1509.3999999985099,null,,En osaa sanoa,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://yle.fi/aihe/artikkeli/2017/09/18/auttaa-akneen-reumaan-selluliittiin-ja-hiustenlahtoon-mika-se-on"" target=""_blank""> Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?</a>","Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?",1
34,1658738865997,25/07/2022 08:47:45,1658738865896,2,25/07/2022 10:47:45,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,11,2,9,Screen 7,Zone3,response_rating_scale_likert_active,3618,null,,Jokseenkin tuttu,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://yle.fi/aihe/artikkeli/2017/09/18/auttaa-akneen-reumaan-selluliittiin-ja-hiustenlahtoon-mika-se-on"" target=""_blank""> Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?</a>","Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?",1
35,1658738867379,25/07/2022 08:47:47,1658738867290,2,25/07/2022 10:47:47,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,11,2,10,Screen 8,Zone3,response_rating_scale_likert_active,1361.8999999985099,null,,Jokseenkin kiinnostavana,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://yle.fi/aihe/artikkeli/2017/09/18/auttaa-akneen-reumaan-selluliittiin-ja-hiustenlahtoon-mika-se-on"" target=""_blank""> Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?</a>","Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?",1
36,1658738869646,25/07/2022 08:47:49,1658738869530,2,25/07/2022 10:47:49,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,11,2,11,Screen 9,Zone3,response_rating_scale_likert_active,2211,null,,Jokseenkin uteliaasti,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://yle.fi/aihe/artikkeli/2017/09/18/auttaa-akneen-reumaan-selluliittiin-ja-hiustenlahtoon-mika-se-on"" target=""_blank""> Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?</a>","Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?",1
37,1658738871685,25/07/2022 08:47:51,1658738871579,2,25/07/2022 10:47:51,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,8,3,1,Screen 1,advancementZone,continue_button,1980.4000000059605,null,,null,,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>",Punnittua puhetta turpeesta,1
38,1658738872763,25/07/2022 08:47:52,1658738872649,2,25/07/2022 10:47:52,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,8,3,2,Screen 5,Zone2,response_button_image,1000.2000000029802,null,,SAM_1.5.PNG,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>",Punnittua puhetta turpeesta,1
39,1658738873442,25/07/2022 08:47:53,1658738873349,2,25/07/2022 10:47:53,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,8,3,3,Screen 6,Zone20,response_button_image,628.1999999955297,null,,SAM_2.5.PNG,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>",Punnittua puhetta turpeesta,1
40,1658738875387,25/07/2022 08:47:55,1658738875288,2,25/07/2022 10:47:55,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,8,3,4,Screen 3,Zone3,response_rating_scale_likert,1895.5,null,,Ei epäluotettava eikä luotettava,null,0,1,0,null,null,null,,1,Reading,,,,"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>",Punnittua puhetta turpeesta,1
41,1658738875529,25/07/2022 08:47:55,1658738875294,2,25/07/2022 10:47:55,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,8,3,4,Screen 3,Zone5,response_text_area,1895.5,null,,,null,0,1,0,null,null,null,,1,Reading,,,,"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>",Punnittua puhetta turpeesta,1
42,1658738875529,25/07/2022 08:47:55,1658738875295,2,25/07/2022 10:47:55,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,8,3,4,Screen 3,Zone6,continue_button,1895.5,null,,null,,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>",Punnittua puhetta turpeesta,1
43,1658738876423,25/07/2022 08:47:56,1658738876324,2,25/07/2022 10:47:56,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,8,3,5,Screen 10,Zone3,response_rating_scale_likert_active,1006.3999999985099,null,,Paljon,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>",Punnittua puhetta turpeesta,1
44,1658738877129,25/07/2022 08:47:57,1658738877040,2,25/07/2022 10:47:57,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,8,3,6,Screen 4,Zone3,response_rating_scale_likert_active,689.3999999985099,null,,Ei vakuuttava,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>",Punnittua puhetta turpeesta,1
45,1658738877854,25/07/2022 08:47:57,1658738877755,2,25/07/2022 10:47:57,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,8,3,7,Screen 2,Zone3,response_rating_scale_likert_active,684.3999999985099,null,,En osaa sanoa,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>",Punnittua puhetta turpeesta,1
46,1658738878485,25/07/2022 08:47:58,1658738878356,2,25/07/2022 10:47:58,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,8,3,8,Screen 11,Zone3,response_rating_scale_likert_active,572.3999999985099,null,,En osaa sanoa,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>",Punnittua puhetta turpeesta,1
47,1658738878919,25/07/2022 08:47:58,1658738878824,2,25/07/2022 10:47:58,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,8,3,9,Screen 7,Zone3,response_rating_scale_likert_active,443.79999999701977,null,,Jokseenkin tuttu,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>",Punnittua puhetta turpeesta,1
48,1658738879721,25/07/2022 08:47:59,1658738879630,2,25/07/2022 10:47:59,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,8,3,10,Screen 8,Zone3,response_rating_scale_likert_active,777.4000000059605,null,,Jokseenkin kiinnostavana,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>",Punnittua puhetta turpeesta,1
49,1658738880387,25/07/2022 08:48:00,1658738880296,2,25/07/2022 10:48:00,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,8,3,11,Screen 9,Zone3,response_rating_scale_likert_active,625.6000000014901,null,,Jokseenkin uteliaasti,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>",Punnittua puhetta turpeesta,1
50,1658738882154,25/07/2022 08:48:02,1658738882058,2,25/07/2022 10:48:02,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,10,4,1,Screen 1,advancementZone,continue_button,1542.1999999955297,null,,null,,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=",Turvetuotanto on ajettava alas – oikeudenmukaisesti,1
51,1658738883288,25/07/2022 08:48:03,1658738883179,2,25/07/2022 10:48:03,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,10,4,2,Screen 5,Zone2,response_button_image,1046.8999999985099,null,,SAM_1.5.PNG,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=",Turvetuotanto on ajettava alas – oikeudenmukaisesti,1
52,1658738883923,25/07/2022 08:48:03,1658738883819,2,25/07/2022 10:48:03,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,10,4,3,Screen 6,Zone20,response_button_image,570.7000000029802,null,,SAM_2.5.PNG,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=",Turvetuotanto on ajettava alas – oikeudenmukaisesti,1
53,1658738886406,25/07/2022 08:48:06,1658738886299,2,25/07/2022 10:48:06,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,10,4,4,Screen 3,Zone3,response_rating_scale_likert,2441,null,,Ei epäluotettava eikä luotettava,null,0,1,0,null,null,null,,1,Reading,,,,"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=",Turvetuotanto on ajettava alas – oikeudenmukaisesti,1
54,1658738886629,25/07/2022 08:48:06,1658738886305,2,25/07/2022 10:48:06,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,10,4,4,Screen 3,Zone5,response_text_area,2441,null,,,null,0,1,0,null,null,null,,1,Reading,,,,"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=",Turvetuotanto on ajettava alas – oikeudenmukaisesti,1
55,1658738886629,25/07/2022 08:48:06,1658738886305,2,25/07/2022 10:48:06,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,10,4,4,Screen 3,Zone6,continue_button,2441,null,,null,,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=",Turvetuotanto on ajettava alas – oikeudenmukaisesti,1
56,1658738887764,25/07/2022 08:48:07,1658738887677,2,25/07/2022 10:48:07,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,10,4,5,Screen 10,Zone3,response_rating_scale_likert_active,1339.3000000044703,null,,Jonkin verran,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=",Turvetuotanto on ajettava alas – oikeudenmukaisesti,1
57,1658738888336,25/07/2022 08:48:08,1658738888240,2,25/07/2022 10:48:08,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,10,4,6,Screen 4,Zone3,response_rating_scale_likert_active,541.5,null,,Neutraali,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=",Turvetuotanto on ajettava alas – oikeudenmukaisesti,1
58,1658738888971,25/07/2022 08:48:08,1658738888867,2,25/07/2022 10:48:08,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,10,4,7,Screen 2,Zone3,response_rating_scale_likert_active,588.2999999970198,null,,En osaa sanoa,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=",Turvetuotanto on ajettava alas – oikeudenmukaisesti,1
59,1658738889562,25/07/2022 08:48:09,1658738889467,2,25/07/2022 10:48:09,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,10,4,8,Screen 11,Zone3,response_rating_scale_likert_active,575.3999999985099,null,,En osaa sanoa,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=",Turvetuotanto on ajettava alas – oikeudenmukaisesti,1
60,1658738890118,25/07/2022 08:48:10,1658738890009,2,25/07/2022 10:48:10,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,10,4,9,Screen 7,Zone3,response_rating_scale_likert_active,520.2000000029802,null,,Jokseenkin tuttu,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=",Turvetuotanto on ajettava alas – oikeudenmukaisesti,1
61,1658738890949,25/07/2022 08:48:10,1658738890565,2,25/07/2022 10:48:10,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,10,4,10,Screen 8,Zone3,response_rating_scale_likert_active,526.5,null,,Jokseenkin kiinnostavana,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=",Turvetuotanto on ajettava alas – oikeudenmukaisesti,1
62,1658738891333,25/07/2022 08:48:11,1658738891218,2,25/07/2022 10:48:11,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,10,4,11,Screen 9,Zone3,response_rating_scale_likert_active,630.1999999955297,null,,Jokseenkin uteliaasti,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=",Turvetuotanto on ajettava alas – oikeudenmukaisesti,1
63,1658738892860,25/07/2022 08:48:12,1658738892753,2,25/07/2022 10:48:12,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,9,5,1,Screen 1,advancementZone,continue_button,1362.6999999955297,null,,null,,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>",Suo syntyy uudestaan,1
64,1658738893938,25/07/2022 08:48:13,1658738893840,2,25/07/2022 10:48:13,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,9,5,2,Screen 5,Zone2,response_button_image,1022.8999999985099,null,,SAM_1.5.PNG,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>",Suo syntyy uudestaan,1
65,1658738894528,25/07/2022 08:48:14,1658738894442,2,25/07/2022 10:48:14,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,9,5,3,Screen 6,Zone20,response_button_image,532,null,,SAM_2.5.PNG,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>",Suo syntyy uudestaan,1
66,1658738896728,25/07/2022 08:48:16,1658738896634,2,25/07/2022 10:48:16,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,9,5,4,Screen 3,Zone3,response_rating_scale_likert,2160.39999999851,null,,Ei epäluotettava eikä luotettava,null,0,1,0,null,null,null,,1,Reading,,,,"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>",Suo syntyy uudestaan,1
67,1658738896849,25/07/2022 08:48:16,1658738896638,2,25/07/2022 10:48:16,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,9,5,4,Screen 3,Zone5,response_text_area,2160.39999999851,null,,,null,0,1,0,null,null,null,,1,Reading,,,,"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>",Suo syntyy uudestaan,1
68,1658738896849,25/07/2022 08:48:16,1658738896639,2,25/07/2022 10:48:16,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,9,5,4,Screen 3,Zone6,continue_button,2160.39999999851,null,,null,,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>",Suo syntyy uudestaan,1
69,1658738903639,25/07/2022 08:48:23,1658738903544,2,25/07/2022 10:48:23,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,9,5,5,Screen 10,Zone3,response_rating_scale_likert_active,6879.0999999940395,null,,Jonkin verran,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>",Suo syntyy uudestaan,1
70,1658738904203,25/07/2022 08:48:24,1658738904101,2,25/07/2022 10:48:24,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,9,5,6,Screen 4,Zone3,response_rating_scale_likert_active,523.9000000059605,null,,Neutraali,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>",Suo syntyy uudestaan,1
71,1658738904655,25/07/2022 08:48:24,1658738904543,2,25/07/2022 10:48:24,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,9,5,7,Screen 2,Zone3,response_rating_scale_likert_active,409.5,null,,En osaa sanoa,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>",Suo syntyy uudestaan,1
72,1658738905327,25/07/2022 08:48:25,1658738905236,2,25/07/2022 10:48:25,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,9,5,8,Screen 11,Zone3,response_rating_scale_likert_active,667.7000000029802,null,,En osaa sanoa,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>",Suo syntyy uudestaan,1
