Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Randomise questionnaire elements?;END QUESTIONNAIRE
1;1634040328362;12/10/2021 12:05:28;1634040328237;3;12/10/2021 15:05:28;55551;22;questionnaire-ddu6;;16325033;BLIND;4831351;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 94.0.4606.71;1440x900;1440x733;Openminded Chunk;General Instructions (Finnish);6;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4114
1;1634043246770;12/10/2021 12:54:06;1634043246642;3;12/10/2021 15:54:06;55551;22;questionnaire-ddu6;;16326563;BLIND;4831981;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.71;1280x720;1253x580;Openminded Chunk;General Instructions (Finnish);6;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;1711
1;1634633802292;19/10/2021 08:56:42;1634633802228;3;19/10/2021 11:56:42;55551;22;questionnaire-ddu6;;16489246;BLIND;4877584;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 94.0.992.50;1920x1200;1260x654;Openminded Chunk;General Instructions (Finnish);6;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;1347
1;1634714932179;20/10/2021 07:28:52;1634714932070;3;20/10/2021 10:28:52;55551;22;questionnaire-ddu6;;16526165;BLIND;4886650;;live;;;computer;Desktop or Laptop;Windows 10;Edge 94.0.992.50;2560x1440;1696x1265;Science Chunk;General Instructions (Finnish);6;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;;;No;3283
1;1634717463975;20/10/2021 08:11:03;1634717463826;3;20/10/2021 11:11:03;55551;22;questionnaire-ddu6;;16527039;BLIND;4886824;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1536x864;1536x722;Openminded Chunk;General Instructions (Finnish);6;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2421
1;1634726391171;20/10/2021 10:39:51;1634726391092;3;20/10/2021 13:39:51;55551;22;questionnaire-ddu6;;16531963;BLIND;4888071;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 78.0;1536x864;1536x750;Openminded Chunk;General Instructions (Finnish);6;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2580
1;1634896567708;22/10/2021 09:56:07;1634896567575;3;22/10/2021 12:56:07;55551;22;questionnaire-ddu6;;16590478;BLIND;4907987;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 78.0;1280x720;1280x573;Reasoning Chunk;General Instructions (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;;No;1744
1;1635081570151;24/10/2021 13:19:30;1635081574272;3;24/10/2021 16:19:34;55551;22;questionnaire-ddu6;;16633579;BLIND;4916307;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 93.0;1366x768;1366x643;Openminded Chunk;General Instructions (Finnish);6;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3635
1;1635243520360;26/10/2021 10:18:40;1635243520287;3;26/10/2021 13:18:40;55551;22;questionnaire-ddu6;;16684827;BLIND;4929121;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1920x1200;1517x953;Openminded Chunk;General Instructions (Finnish);6;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3693
1;1635338585887;27/10/2021 12:43:05;1635338585673;3;27/10/2021 15:43:05;55551;22;questionnaire-ddu6;;16725917;BLIND;4945017;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1280x800;997x635;Openminded Chunk;General Instructions (Finnish);6;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3434
