Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Randomise questionnaire elements?;closure1;closure1-quantised;closure2;closure2-quantised;closure3;closure3-quantised;closure4;closure4-quantised;closure5;closure5-quantised;closure6;closure6-quantised;closure7;closure7-quantised;closure8;closure8-quantised;closure9;closure9-quantised;closure10;closure10-quantised;closure11;closure11-quantised;closure12;closure12-quantised;closure13;closure13-quantised;closure14;closure14-quantised;closure15;closure15-quantised;END QUESTIONNAIRE
1;1643810094247;02/02/2022 13:54:54;1643810093694;2;02/02/2022 15:54:53;55551;25;questionnaire-mz16;;19087653;BLIND;5653211;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1280x720;1280x609;Openminded Chunk;Need for Closure Scale (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;3;3;5;5;5;5;4;4;5;5;6;6;6;6;5;5;4;4;2;2;6;6;6;6;2;2;3;3;90463
1;1643813021009;02/02/2022 14:43:41;1643813020386;2;02/02/2022 16:43:40;55551;25;questionnaire-mz16;;19093673;BLIND;5653192;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;1280x720;1096x593;Openminded Chunk;Need for Closure Scale (Finnish);5;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;4;4;5;5;5;5;4;4;6;6;6;6;2;2;2;2;6;6;3;3;6;6;6;6;2;2;5;5;604105
1;1643847097206;03/02/2022 00:11:37;1643847096213;2;03/02/2022 02:11:36;55551;25;questionnaire-mz16;;19113540;BLIND;5659605;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;1366x768;1366x587;Openminded Chunk;Need for Closure Scale (Finnish);5;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;2;2;3;3;5;5;3;3;5;5;5;5;2;2;1;1;6;6;4;4;3;3;4;4;1;1;5;5;263654
1;1643965302329;04/02/2022 09:01:42;1643965301364;2;04/02/2022 11:01:41;55551;25;questionnaire-mz16;;19155566;BLIND;5676387;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1920x1080;1920x890;Openminded Chunk;Need for Closure Scale (Finnish);5;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;1;1;5;5;4;4;1;1;1;1;4;4;3;3;2;2;4;4;3;3;2;2;2;2;1;1;1;1;121317
1;1643986248768;04/02/2022 14:50:48;1643986248690;2;04/02/2022 16:50:48;55551;25;questionnaire-mz16;;19167052;BLIND;5679394;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 98.0.4758.80;1440x900;1440x789;Openminded Chunk;Need for Closure Scale (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;1;1;3;3;4;4;3;3;3;3;4;4;3;3;3;3;5;5;2;2;4;4;4;4;2;2;2;2;89121
1;1644018282777;04/02/2022 23:44:42;1644018282702;2;05/02/2022 01:44:42;55551;25;questionnaire-mz16;;19184806;BLIND;5686104;;complete;;;computer;Desktop or Laptop;Linux x86_64;Chrome 98.0.4758.80;1920x1080;1351x895;Openminded Chunk;Need for Closure Scale (Finnish);5;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;3;3;3;3;4;4;4;4;4;4;4;4;3;3;2;2;5;5;4;4;2;2;3;3;1;1;4;4;116194
1;1644059249886;05/02/2022 11:07:29;1644059250748;2;05/02/2022 13:07:30;55551;25;questionnaire-mz16;;19189745;BLIND;5687135;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1280x720;1280x552;Openminded Chunk;Need for Closure Scale (Finnish);5;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;4;4;3;3;4;4;4;4;3;3;4;4;4;4;5;5;4;4;4;4;4;4;4;4;3;3;4;4;620555
1;1644070991462;05/02/2022 14:23:11;1644070417142;2;05/02/2022 16:13:37;55551;25;questionnaire-mz16;;19195456;BLIND;5687746;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1280x720;1202x618;Openminded Chunk;Need for Closure Scale (Finnish);5;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;2;2;4;4;5;5;4;4;4;4;5;5;5;5;1;1;6;6;4;4;3;3;3;3;1;1;3;3;142095
1;1644074477400;05/02/2022 15:21:17;1644074477314;2;05/02/2022 17:21:17;55551;25;questionnaire-mz16;;19196748;BLIND;5688370;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;1280x800;1280x634;Openminded Chunk;Need for Closure Scale (Finnish);5;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;4;4;5;5;3;3;2;2;3;3;5;5;4;4;2;2;5;5;4;4;5;5;3;3;1;1;4;4;128637
1;1644137139178;06/02/2022 08:45:39;1644137140483;2;06/02/2022 10:45:40;55551;25;questionnaire-mz16;;19206179;BLIND;5691188;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1280x720;1280x609;Openminded Chunk;Need for Closure Scale (Finnish);5;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;1;1;3;3;3;3;1;1;2;2;4;4;3;3;3;3;6;6;2;2;3;3;3;3;6;6;3;3;81127
1;1644148544775;06/02/2022 11:55:44;1644148544672;2;06/02/2022 13:55:44;55551;25;questionnaire-mz16;;19208841;BLIND;5691497;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Chrome 95.0.4638.69;1280x800;1280x702;Openminded Chunk;Need for Closure Scale (Finnish);5;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;1;1;4;4;2;2;2;2;5;5;6;6;3;3;1;1;5;5;1;1;4;4;3;3;1;1;4;4;132345
1;1644179033942;06/02/2022 20:23:53;1644179209002;2;06/02/2022 22:26:49;55551;25;questionnaire-mz16;;19219180;BLIND;5693586;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 98.0.1108.43;1366x768;1366x625;Openminded Chunk;Need for Closure Scale (Finnish);5;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;3;3;4;4;3;3;3;3;4;4;4;4;3;3;3;3;4;4;4;4;4;4;4;4;3;3;4;4;116215
1;1644181349363;06/02/2022 21:02:29;1644181349184;2;06/02/2022 23:02:29;55551;25;questionnaire-mz16;;19219814;BLIND;5693701;;live;;;computer;Desktop or Laptop;Mac OS 10.15;Firefox 96.0;1824x1140;1753x965;Openminded Chunk;Need for Closure Scale (Finnish);5;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;5;5;1;1;1;1;2;2;1;1;3;3;3;3;3;3;3;3;2;2;1;1;1;1;4;4;1;1;143461
1;1644227817084;07/02/2022 09:56:57;1644227816919;2;07/02/2022 11:56:56;55551;25;questionnaire-mz16;;19226444;BLIND;5695843;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.6;Safari 14.0.1;1280x800;1280x634;Openminded Chunk;Need for Closure Scale (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;2;2;4;4;3;3;4;4;4;4;3;3;5;5;5;5;4;4;2;2;4;4;4;4;3;3;4;4;53094
1;1644229695419;07/02/2022 10:28:15;1644229695001;2;07/02/2022 12:28:15;55551;25;questionnaire-mz16;;19227455;BLIND;5695925;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1366x768;1366x663;Openminded Chunk;Need for Closure Scale (Finnish);5;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;5;5;2;2;2;2;4;4;5;5;3;3;3;3;3;3;2;2;4;4;1;1;2;2;2;2;2;2;46041
1;1644417612344;09/02/2022 14:40:12;1644417612301;2;09/02/2022 16:40:12;55551;25;questionnaire-mz16;;19309089;BLIND;5726771;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;1536x864;1536x778;Openminded Chunk;Need for Closure Scale (Finnish);5;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;2;2;4;4;5;5;4;4;5;5;5;5;5;5;4;4;3;3;2;2;3;3;3;3;4;4;3;3;89953
1;1644439708803;09/02/2022 20:48:28;1644439708705;2;09/02/2022 22:48:28;55551;25;questionnaire-mz16;;19322554;BLIND;5731793;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.1;1280x800;1204x649;Reasoning Chunk;Need for Closure Scale (Finnish);5;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
