Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Randomise questionnaire elements?;gender;gender-text;gender-quantised;Age;Age-text;Age-quantised;Country;Country-text;Country-quantised;Language;Language-text;Language-quantised;Education;Education-text;Education-quantised;END QUESTIONNAIRE
1;1642442433232;17/01/2022 18:00:33;1642442422078;2;17/01/2022 20:00:22;55551;24;questionnaire-c7cw;;18573947;BLIND;5498171;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1280x720;1280x609;Openminded Chunk;Demographics (Finnish);6;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;54;;37;Ranska;;175;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;29959
1;1642477607945;18/01/2022 03:46:47;1642477607652;2;18/01/2022 05:46:47;55551;24;questionnaire-c7cw;;18582297;BLIND;5500754;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 97.0.4692.71;2048x1152;1988x959;Science Chunk;Demographics (Finnish);6;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;;;No;Mies;;2;72;;55;Suomi;;209;Sujuva / äidinkieli;;3;Alempi korkeakoulututkinto (esim. Kandidaatti / alempi amk);;3;48458
1;1642488618673;18/01/2022 06:50:18;1642488619445;2;18/01/2022 08:50:19;55551;24;questionnaire-c7cw;;18582834;BLIND;5501079;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1536x864;1536x722;Decision Chunk;Demographics (Finnish);6;MNLAKBJCIDHEGF;Decision Chunk;;;;No;Mies;;2;71;;54;Suomi;;209;Sujuva / äidinkieli;;3;Ammattikoulututkinto;;4;55317
1;1642512687638;18/01/2022 13:31:27;1642512687521;2;18/01/2022 15:31:27;55551;24;questionnaire-c7cw;;18593881;BLIND;5504593;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 95.0.4638.69;1440x900;1440x750;Openminded Chunk;Demographics (Finnish);6;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;32;;15;Suomi;;209;Sujuva / äidinkieli;;3;Alempi korkeakoulututkinto (esim. Kandidaatti / alempi amk);;3;17296
1;1642515420591;18/01/2022 14:17:00;1642515420154;2;18/01/2022 16:17:00;55551;24;questionnaire-c7cw;;18596482;BLIND;5505611;;complete;;;computer;Desktop or Laptop;Mac OS 10.14.6;Chrome 96.0.4664.110;1366x768;1356x589;Openminded Chunk;Demographics (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;En halua kertoa;;5;39;;22;Suomi;;209;Sujuva / äidinkieli;;3;Alempi korkeakoulututkinto (esim. Kandidaatti / alempi amk);;3;88406
1;1642520573462;18/01/2022 15:42:53;1642520573329;2;18/01/2022 17:42:53;55551;24;questionnaire-c7cw;;18601525;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Demographics (Finnish);6;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;62;;45;Suomi;;209;Sujuva / äidinkieli;;3;Alempi korkeakoulututkinto (esim. Kandidaatti / alempi amk);;3;41905
1;1642521929947;18/01/2022 16:05:29;1642521929711;2;18/01/2022 18:05:29;55551;24;questionnaire-c7cw;;18601997;BLIND;5506382;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 95.0.4638.69;1280x800;1279x639;Openminded Chunk;Demographics (Finnish);6;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;26;;9;Suomi;;209;Sujuva / äidinkieli;;3;Ylioppislastutkinto;;5;24310
1;1642600144228;19/01/2022 13:49:04;1642600145181;2;19/01/2022 15:49:05;55551;24;questionnaire-c7cw;;18640448;BLIND;5517409;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1600x900;1600x789;Openminded Chunk;Demographics (Finnish);6;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;55;;38;Suomi;;209;Sujuva / äidinkieli;;3;Ylioppislastutkinto;;5;61267
1;1642610998706;19/01/2022 16:49:58;1642610998583;2;19/01/2022 18:49:58;55551;24;questionnaire-c7cw;;18649274;BLIND;5520492;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.2;1920x1080;1145x942;Openminded Chunk;Demographics (Finnish);6;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;64;;47;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;23022
1;1642620747802;19/01/2022 19:32:27;1642620747665;2;19/01/2022 21:32:27;55551;24;questionnaire-c7cw;;18655516;BLIND;5522622;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 91.0;1280x720;1280x539;Decision Chunk;Demographics (Finnish);6;FGEHDICJBKALNM;Decision Chunk;;;;No;Nainen;;1;51;;34;Suomi;;209;Sujuva / äidinkieli;;3;Alempi korkeakoulututkinto (esim. Kandidaatti / alempi amk);;3;44133
1;1642665390698;20/01/2022 07:56:30;1642665390564;2;20/01/2022 09:56:30;55551;24;questionnaire-c7cw;;18664174;BLIND;5526450;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 91.0;1920x1080;1079x904;Reasoning Chunk;Demographics (Finnish);6;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;;No;Nainen;;1;60;;43;Suomi;;209;Sujuva / äidinkieli;;3;Ei mikään mainituista / ei muodollista tutkintoa);;7;22721
END OF FILE
