Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Spreadsheet;Spreadsheet Name;Spreadsheet Row;Trial Number;Screen Number;Screen Name;Zone Name;Zone Type;Reaction Time;Reaction Onset;Response Type;Response;Attempt;Correct;Incorrect;Dishonest;X Coordinate;Y Coordinate;Timed Out;randomise_blocks;randomise_trials;display;ANSWER;Image
249;1641972216315;12/01/2022 07:23:36;1641972216275;2;12/01/2022 09:23:36;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;25;19;1;Screen 1;fixation;fixation;2001.4029999999912;;;;;0;1;0;;;;1;1;task1;H;bigHsmallH.png
250;1641972216560;12/01/2022 07:23:36;1641972216525;2;12/01/2022 09:23:36;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;25;19;2;Screen 2;advancementZone;timelimit_screen;250.38000000000466;;;;;0;1;0;;;1;1;1;task1;H;bigHsmallH.png
251;1641972217076;12/01/2022 07:23:37;1641972217046;2;12/01/2022 09:23:37;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;25;19;3;Screen 3;buttonB;response_keyboard;517.5999999996275;;;H;1;1;0;0;;;;1;1;task1;H;bigHsmallH.png
252;1641972219082;12/01/2022 07:23:39;1641972219045;2;12/01/2022 09:23:39;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;11;20;1;Screen 1;fixation;fixation;2001.7609999999986;;;;;0;1;0;;;;1;1;task1;H;bigHsmallS.png
253;1641972219337;12/01/2022 07:23:39;1641972219294;2;12/01/2022 09:23:39;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;11;20;2;Screen 2;advancementZone;timelimit_screen;250.5449999999837;;;;;0;1;0;;;1;1;1;task1;H;bigHsmallS.png
254;1641972219957;12/01/2022 07:23:39;1641972219919;2;12/01/2022 09:23:39;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;11;20;3;Screen 3;buttonB;response_keyboard;620.8999999994412;;;H;1;1;0;0;;;;1;1;task1;H;bigHsmallS.png
255;1641972221952;12/01/2022 07:23:41;1641972221913;2;12/01/2022 09:23:41;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;52;21;1;Screen 1;fixation;fixation;2002.2739999999758;;;;;0;1;0;;;;1;1;task1;S;bigSsmallH.png
256;1641972222202;12/01/2022 07:23:42;1641972222163;2;12/01/2022 09:23:42;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;52;21;2;Screen 2;advancementZone;timelimit_screen;249.60600000002887;;;;;0;1;0;;;1;1;1;task1;S;bigSsmallH.png
257;1641972222791;12/01/2022 07:23:42;1641972222750;2;12/01/2022 09:23:42;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;52;21;3;Screen 3;buttonB;response_keyboard;583.7999999998137;;;S;1;1;0;0;;;;1;1;task1;S;bigSsmallH.png
258;1641972224789;12/01/2022 07:23:44;1641972224749;2;12/01/2022 09:23:44;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;34;22;1;Screen 1;fixation;fixation;2002.0409999999683;;;;;0;1;0;;;;1;1;task1;S;bigSsmallS.png
259;1641972225040;12/01/2022 07:23:45;1641972224999;2;12/01/2022 09:23:44;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;34;22;2;Screen 2;advancementZone;timelimit_screen;250.19500000000698;;;;;0;1;0;;;1;1;1;task1;S;bigSsmallS.png
260;1641972225612;12/01/2022 07:23:45;1641972225575;2;12/01/2022 09:23:45;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;34;22;3;Screen 3;buttonB;response_keyboard;572.5;;;S;1;1;0;0;;;;1;1;task1;S;bigSsmallS.png
261;1641972227601;12/01/2022 07:23:47;1641972227568;2;12/01/2022 09:23:47;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;24;23;1;Screen 1;fixation;fixation;2001.7339999999967;;;;;0;1;0;;;;1;1;task1;H;bigHsmallH.png
262;1641972227857;12/01/2022 07:23:47;1641972227818;2;12/01/2022 09:23:47;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;24;23;2;Screen 2;advancementZone;timelimit_screen;249.68599999998696;;;;;0;1;0;;;1;1;1;task1;H;bigHsmallH.png
263;1641972228320;12/01/2022 07:23:48;1641972228286;2;12/01/2022 09:23:48;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;24;23;3;Screen 3;buttonB;response_keyboard;465.1000000005588;;;H;1;1;0;0;;;;1;1;task1;H;bigHsmallH.png
264;1641972230330;12/01/2022 07:23:50;1641972230287;2;12/01/2022 09:23:50;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;50;24;1;Screen 1;fixation;fixation;2001.5619999999763;;;;;0;1;0;;;;1;1;task1;S;bigSsmallH.png
265;1641972230569;12/01/2022 07:23:50;1641972230537;2;12/01/2022 09:23:50;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;50;24;2;Screen 2;advancementZone;timelimit_screen;250.2719999999972;;;;;0;1;0;;;1;1;1;task1;S;bigSsmallH.png
266;1641972231128;12/01/2022 07:23:51;1641972231086;2;12/01/2022 09:23:51;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;50;24;3;Screen 3;buttonB;response_keyboard;545.6000000005588;;;S;1;1;0;0;;;;1;1;task1;S;bigSsmallH.png
267;1641972233105;12/01/2022 07:23:53;1641972233073;2;12/01/2022 09:23:53;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;31;25;1;Screen 1;fixation;fixation;2001.2920000000158;;;;;0;1;0;;;;1;1;task1;H;bigHsmallH.png
268;1641972233361;12/01/2022 07:23:53;1641972233323;2;12/01/2022 09:23:53;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;31;25;2;Screen 2;advancementZone;timelimit_screen;250.67499999998836;;;;;0;1;0;;;1;1;1;task1;H;bigHsmallH.png
269;1641972233874;12/01/2022 07:23:53;1641972233838;2;12/01/2022 09:23:53;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;31;25;3;Screen 3;buttonB;response_keyboard;512.3999999994412;;;H;1;1;0;0;;;;1;1;task1;H;bigHsmallH.png
270;1641972235861;12/01/2022 07:23:55;1641972235824;2;12/01/2022 09:23:55;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;28;26;1;Screen 1;fixation;fixation;2001.113000000012;;;;;0;1;0;;;;1;1;task1;H;bigHsmallH.png
271;1641972236109;12/01/2022 07:23:56;1641972236075;2;12/01/2022 09:23:56;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;28;26;2;Screen 2;advancementZone;timelimit_screen;250.72899999999208;;;;;0;1;0;;;1;1;1;task1;H;bigHsmallH.png
272;1641972236568;12/01/2022 07:23:56;1641972236526;2;12/01/2022 09:23:56;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;28;26;3;Screen 3;buttonB;response_keyboard;447.40000000037253;;;H;1;1;0;0;;;;1;1;task1;H;bigHsmallH.png
273;1641972238563;12/01/2022 07:23:58;1641972238527;2;12/01/2022 09:23:58;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;17;27;1;Screen 1;fixation;fixation;2001.8609999999753;;;;;0;1;0;;;;1;1;task1;H;bigHsmallS.png
274;1641972238952;12/01/2022 07:23:58;1641972238777;2;12/01/2022 09:23:58;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;17;27;2;Screen 2;advancementZone;timelimit_screen;249.86900000000605;;;;;0;1;0;;;1;1;1;task1;H;bigHsmallS.png
275;1641972239329;12/01/2022 07:23:59;1641972239287;2;12/01/2022 09:23:59;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;17;27;3;Screen 3;buttonB;response_keyboard;506.90000000037253;;;H;1;1;0;0;;;;1;1;task1;H;bigHsmallS.png
276;1641972241312;12/01/2022 07:24:01;1641972241280;2;12/01/2022 09:24:01;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;35;28;1;Screen 1;fixation;fixation;2001.6030000000028;;;;;0;1;0;;;;1;1;task1;S;bigSsmallS.png
277;1641972241572;12/01/2022 07:24:01;1641972241529;2;12/01/2022 09:24:01;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;35;28;2;Screen 2;advancementZone;timelimit_screen;250.5450000000419;;;;;0;1;0;;;1;1;1;task1;S;bigSsmallS.png
278;1641972242015;12/01/2022 07:24:02;1641972241975;2;12/01/2022 09:24:01;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;35;28;3;Screen 3;buttonB;response_keyboard;441.79999999981374;;;S;1;1;0;0;;;;1;1;task1;S;bigSsmallS.png
279;1641972244014;12/01/2022 07:24:04;1641972243965;2;12/01/2022 09:24:03;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;13;29;1;Screen 1;fixation;fixation;2001.554999999993;;;;;0;1;0;;;;1;1;task1;H;bigHsmallS.png
280;1641972244249;12/01/2022 07:24:04;1641972244215;2;12/01/2022 09:24:04;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;13;29;2;Screen 2;advancementZone;timelimit_screen;250.2860000000219;;;;;0;1;0;;;1;1;1;task1;H;bigHsmallS.png
281;1641972244734;12/01/2022 07:24:04;1641972244694;2;12/01/2022 09:24:04;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;13;29;3;Screen 3;buttonB;response_keyboard;476;;;H;1;1;0;0;;;;1;1;task1;H;bigHsmallS.png
282;1641972246733;12/01/2022 07:24:06;1641972246684;2;12/01/2022 09:24:06;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;19;30;1;Screen 1;fixation;fixation;2002.0520000000251;;;;;0;1;0;;;;1;1;task1;H;bigHsmallH.png
283;1641972246972;12/01/2022 07:24:06;1641972246935;2;12/01/2022 09:24:06;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;19;30;2;Screen 2;advancementZone;timelimit_screen;250.11999999999534;;;;;0;1;0;;;1;1;1;task1;H;bigHsmallH.png
284;1641972247484;12/01/2022 07:24:07;1641972247447;2;12/01/2022 09:24:07;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;19;30;3;Screen 3;buttonB;response_keyboard;509.29999999981374;;;H;1;1;0;0;;;;1;1;task1;H;bigHsmallH.png
285;1641972249473;12/01/2022 07:24:09;1641972249437;2;12/01/2022 09:24:09;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;60;31;1;Screen 1;fixation;fixation;2001.691999999981;;;;;0;1;0;;;;1;1;task1;S;bigSsmallH.png
286;1641972249719;12/01/2022 07:24:09;1641972249687;2;12/01/2022 09:24:09;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;60;31;2;Screen 2;advancementZone;timelimit_screen;250.08900000003632;;;;;0;1;0;;;1;1;1;task1;S;bigSsmallH.png
287;1641972250212;12/01/2022 07:24:10;1641972250175;2;12/01/2022 09:24:10;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;60;31;3;Screen 3;buttonB;response_keyboard;484.8999999994412;;;S;1;1;0;0;;;;1;1;task1;S;bigSsmallH.png
288;1641972252220;12/01/2022 07:24:12;1641972252172;2;12/01/2022 09:24:12;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;10;32;1;Screen 1;fixation;fixation;2001.7280000000028;;;;;0;1;0;;;;1;1;task1;H;bigHsmallS.png
289;1641972252460;12/01/2022 07:24:12;1641972252422;2;12/01/2022 09:24:12;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;10;32;2;Screen 2;advancementZone;timelimit_screen;250.01299999997718;;;;;0;1;0;;;1;1;1;task1;H;bigHsmallS.png
290;1641972252875;12/01/2022 07:24:12;1641972252839;2;12/01/2022 09:24:12;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;10;32;3;Screen 3;buttonB;response_keyboard;413.5;;;H;1;1;0;0;;;;1;1;task1;H;bigHsmallS.png
291;1641972254861;12/01/2022 07:24:14;1641972254824;2;12/01/2022 09:24:14;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;43;33;1;Screen 1;fixation;fixation;2001.664999999979;;;;;0;1;0;;;;1;1;task1;S;bigSsmallS.png
292;1641972255114;12/01/2022 07:24:15;1641972255076;2;12/01/2022 09:24:15;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;43;33;2;Screen 2;advancementZone;timelimit_screen;249.73599999997532;;;;;0;1;0;;;1;1;1;task1;S;bigSsmallS.png
293;1641972255533;12/01/2022 07:24:15;1641972255503;2;12/01/2022 09:24:15;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;43;33;3;Screen 3;buttonB;response_keyboard;423.5;;;S;1;1;0;0;;;;1;1;task1;S;bigSsmallS.png
294;1641972257535;12/01/2022 07:24:17;1641972257493;2;12/01/2022 09:24:17;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;21;34;1;Screen 1;fixation;fixation;2001.6220000000321;;;;;0;1;0;;;;1;1;task1;H;bigHsmallH.png
295;1641972257780;12/01/2022 07:24:17;1641972257744;2;12/01/2022 09:24:17;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;21;34;2;Screen 2;advancementZone;timelimit_screen;250.2159999999567;;;;;0;1;0;;;1;1;1;task1;H;bigHsmallH.png
296;1641972258254;12/01/2022 07:24:18;1641972258215;2;12/01/2022 09:24:18;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;21;34;3;Screen 3;buttonB;response_keyboard;468.20000000018626;;;H;1;1;0;0;;;;1;1;task1;H;bigHsmallH.png
297;1641972260257;12/01/2022 07:24:20;1641972260212;2;12/01/2022 09:24:20;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;54;35;1;Screen 1;fixation;fixation;2001.9210000000312;;;;;0;1;0;;;;1;1;task1;S;bigSsmallH.png
298;1641972260507;12/01/2022 07:24:20;1641972260463;2;12/01/2022 09:24:20;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;54;35;2;Screen 2;advancementZone;timelimit_screen;250.18799999996554;;;;;0;1;0;;;1;1;1;task1;S;bigSsmallH.png
