Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Randomise questionnaire elements?;gender;gender-text;gender-quantised;Age;Age-text;Age-quantised;Country;Country-text;Country-quantised;Language;Language-text;Language-quantised;Education;Education-text;Education-quantised;END QUESTIONNAIRE
1;1644225253855;07/02/2022 09:14:13;1644225253679;2;07/02/2022 11:14:13;55551;25;questionnaire-c7cw;;19225635;BLIND;5695843;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.6;Safari 14.0.1;1280x800;1280x634;Openminded Chunk;Demographics (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;54;;37;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;27718
1;1644175843205;06/02/2022 19:30:43;1644175843075;2;06/02/2022 21:30:43;55551;25;questionnaire-c7cw;;19218272;BLIND;5693701;;live;;;computer;Desktop or Laptop;Mac OS 10.15;Firefox 96.0;1440x900;1384x762;Openminded Chunk;Demographics (Finnish);6;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;61;;44;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;80787
1;1644144536966;06/02/2022 10:48:56;1644144536866;2;06/02/2022 12:48:56;55551;25;questionnaire-c7cw;;19207242;BLIND;5691497;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Chrome 95.0.4638.69;1280x800;1280x702;Openminded Chunk;Demographics (Finnish);6;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;28;;11;Suomi;;209;Sujuva / äidinkieli;;3;Alempi korkeakoulututkinto (esim. Kandidaatti / alempi amk);;3;34133
1;1644134930129;06/02/2022 08:08:50;1644134931418;2;06/02/2022 10:08:51;55551;25;questionnaire-c7cw;;19206034;BLIND;5691188;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1280x720;1280x609;Openminded Chunk;Demographics (Finnish);6;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;56;;39;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;55640
1;1644071503081;05/02/2022 14:31:43;1644071502998;2;05/02/2022 16:31:42;55551;25;questionnaire-c7cw;;19195736;BLIND;5688370;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;1280x800;1280x634;Openminded Chunk;Demographics (Finnish);6;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Mies;;2;58;;41;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;44479
1;1644015517402;04/02/2022 22:58:37;1644015517309;2;05/02/2022 00:58:37;55551;25;questionnaire-c7cw;;19184339;BLIND;5686104;;complete;;;computer;Desktop or Laptop;Linux x86_64;Chrome 98.0.4758.80;1920x1080;1351x879;Openminded Chunk;Demographics (Finnish);6;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Mies;;2;50;;33;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;26538
1;1643960333175;04/02/2022 07:38:53;1643960332189;2;04/02/2022 09:38:52;55551;25;questionnaire-c7cw;;19155173;BLIND;5676387;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1920x1080;1920x947;Openminded Chunk;Demographics (Finnish);6;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Mies;;2;70;;53;Suomi;;209;Sujuva / äidinkieli;;3;Tohtorintutkinto / lisensiaattitutkinto;;1;38538
1;1643752079020;01/02/2022 21:47:59;1643752078916;1;01/02/2022 22:47:58;55551;25;questionnaire-c7cw;;19070488;BLIND;5649003;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1280x720;1280x577;Openminded Chunk;Demographics (Finnish);6;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;35;;18;Suomi;;209;Sujuva / äidinkieli;;3;Alempi korkeakoulututkinto (esim. Kandidaatti / alempi amk);;3;24864
1;1643695322270;01/02/2022 06:02:02;1643695322166;2;01/02/2022 08:02:02;55551;25;questionnaire-c7cw;;19045815;BLIND;5641501;;complete;;;computer;Desktop or Laptop;Linux x86_64;Firefox 91.0;1920x1080;1920x897;Openminded Chunk;Demographics (Finnish);6;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;30;;13;Suomi;;209;Sujuva / äidinkieli;;3;Tohtorintutkinto / lisensiaattitutkinto;;1;13314
1;1643621779374;31/01/2022 09:36:19;1643621779122;2;31/01/2022 11:36:19;55551;25;questionnaire-c7cw;;19006606;BLIND;5629995;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.2;1440x900;1416x710;Openminded Chunk;Demographics (Finnish);6;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Mies;;2;55;;38;Suomi;;209;Sujuva / äidinkieli;;3;Alempi korkeakoulututkinto (esim. Kandidaatti / alempi amk);;3;45896
1;1643376658560;28/01/2022 13:30:58;1643376658125;2;28/01/2022 15:30:58;55551;25;questionnaire-c7cw;;18962105;BLIND;5616968;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1301x732;1302x659;Openminded Chunk;Demographics (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Muu;;4;55;;38;Suomi;;209;Sujuva / äidinkieli;;3;Ylioppislastutkinto;;5;30805
1;1643021336569;24/01/2022 10:48:56;1643021336438;2;24/01/2022 12:48:56;55551;25;questionnaire-c7cw;;18797865;BLIND;5562166;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1536x864;1462x762;Openminded Chunk;Demographics (Finnish);6;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;63;;46;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;32696
1;1642933569074;23/01/2022 10:26:09;1642933567740;2;23/01/2022 12:26:07;55551;25;questionnaire-c7cw;;18772866;BLIND;5556093;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 97.0.1072.69;1366x768;1301x626;Openminded Chunk;Demographics (Finnish);6;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;55;;38;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;40711
1;1642855020561;22/01/2022 12:37:00;1642855083585;2;22/01/2022 14:38:03;55551;25;questionnaire-c7cw;;18756172;BLIND;5552405;;live;;;computer;Desktop or Laptop;Windows 8.1;Chrome 97.0.4692.71;1366x768;1366x625;Decision Chunk;Demographics (Finnish);6;CDBEAFNGMHLIKJ;Decision Chunk;;;;No;Nainen;;1;50;;33;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;24354
1;1645815881215;25/02/2022 19:04:41;1645815881711;2;25/02/2022 21:04:41;55551;25;questionnaire-c7cw;;19844493;BLIND;5885149;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1280x720;1280x609;Openminded Chunk;Demographics (Finnish);6;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;En halua kertoa;;5;20;;3;Suomi;;209;Sujuva / äidinkieli;;3;Ylioppislastutkinto;;5;36968
1;1645774882833;25/02/2022 07:41:22;1645774882749;2;25/02/2022 09:41:22;55551;25;questionnaire-c7cw;;19806336;BLIND;5879081;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 98.0.4758.102;1440x900;1440x764;Openminded Chunk;Demographics (Finnish);6;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;38;;21;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;2050779
1;1645687255614;24/02/2022 07:20:55;1645687255540;2;24/02/2022 09:20:55;55551;25;questionnaire-c7cw;;19751729;BLIND;5867681;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Chrome 98.0.4758.80;1920x1080;1561x945;Openminded Chunk;Demographics (Finnish);6;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;60;;43;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;281131
1;1645543800619;22/02/2022 15:30:00;1645543819263;2;22/02/2022 17:30:19;55551;25;questionnaire-c7cw;;19685862;BLIND;5849414;;complete;;;computer;Desktop or Laptop;Windows 8.1;Chrome 97.0.4692.99;1366x768;1350x640;Openminded Chunk;Demographics (Finnish);6;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;62;;45;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;51205
1;1645521893363;22/02/2022 09:24:53;1645521893203;2;22/02/2022 11:24:53;55551;25;questionnaire-c7cw;;19671325;BLIND;5844536;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1920x1080;1292x823;Science Chunk;Demographics (Finnish);6;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;;;No;Nainen;;1;62;;45;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;34961
1;1645342506804;20/02/2022 07:35:06;1645342508402;2;20/02/2022 09:35:08;55551;25;questionnaire-c7cw;;19612929;BLIND;5822974;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1536x864;1536x722;Decision Chunk;Demographics (Finnish);6;EFDGCHBIAJNKML;Decision Chunk;;;;No;Nainen;;1;57;;40;Suomi;;209;Sujuva / äidinkieli;;3;Ylioppislastutkinto;;5;56336
1;1645275365455;19/02/2022 12:56:05;1645275366321;2;19/02/2022 14:56:06;55551;25;questionnaire-c7cw;;19599764;BLIND;5819125;;live;;;computer;Desktop or Laptop;Windows 10;Edge 98.0.1108.56;1600x900;1280x606;Decision Chunk;Demographics (Finnish);6;DECFBGAHNIMJLK;Decision Chunk;;;;No;Mies;;2;67;;50;Suomi;;209;Keskitaso / keskusteleva;;2;Peruskoulu tai kansakoulu;;6;44246
1;1645185792278;18/02/2022 12:03:12;1645185791135;2;18/02/2022 14:03:11;55551;25;questionnaire-c7cw;;19566316;BLIND;5808176;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1536x864;1536x722;Reasoning Chunk;Demographics (Finnish);6;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;;No;Nainen;;1;50;;33;Suomi;;209;Sujuva / äidinkieli;;3;Ylioppislastutkinto;;5;29179
1;1645169695748;18/02/2022 07:34:55;1645169696546;2;18/02/2022 09:34:56;55551;25;questionnaire-c7cw;;19560742;BLIND;5805972;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.82;1536x864;1536x722;Openminded Chunk;Demographics (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;57;;40;Suomi;;209;Sujuva / äidinkieli;;3;Alempi korkeakoulututkinto (esim. Kandidaatti / alempi amk);;3;32244
1;1645111291366;17/02/2022 15:21:31;1645111290793;2;17/02/2022 17:21:30;55551;25;questionnaire-c7cw;;19539580;BLIND;5798816;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1680x1050;1680x939;Openminded Chunk;Demographics (Finnish);6;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;50;;33;Suomi;;209;Sujuva / äidinkieli;;3;Ammattikoulututkinto;;4;56888
1;1645040681357;16/02/2022 19:44:41;1645040680818;2;16/02/2022 21:44:40;55551;25;questionnaire-c7cw;;19508558;BLIND;5791357;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.82;1280x720;1280x569;Openminded Chunk;Demographics (Finnish);6;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;69;;52;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;29597
1;1644923746932;15/02/2022 11:15:46;1644923746793;2;15/02/2022 13:15:46;55551;25;questionnaire-c7cw;;19453511;BLIND;5774889;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.82;1920x1080;1920x937;Openminded Chunk;Demographics (Finnish);6;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;20;;3;Suomi;;209;Sujuva / äidinkieli;;3;Ylioppislastutkinto;;5;21659
1;1644692703658;12/02/2022 19:05:03;1644692704050;2;12/02/2022 21:05:04;55551;25;questionnaire-c7cw;;19402278;BLIND;5758326;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 97.0;1536x864;1536x739;Openminded Chunk;Demographics (Finnish);6;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;60;;43;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;22562
1;1644585451083;11/02/2022 13:17:31;1644585450929;2;11/02/2022 15:17:30;55551;25;questionnaire-c7cw;;19374904;BLIND;5749660;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 98.0.4758.80;1440x900;1413x690;Decision Chunk;Demographics (Finnish);6;HIGJFKELDMCNBA;Decision Chunk;;;;No;Nainen;;1;22;;5;Suomi;;209;Sujuva / äidinkieli;;3;Ammattikoulututkinto;;4;45101
1;1644479474859;10/02/2022 07:51:14;1644479475098;1;10/02/2022 08:51:15;55551;25;questionnaire-c7cw;;19329585;BLIND;5734727;;live;;;computer;Desktop or Laptop;Windows 10;Edge 98.0.1108.43;1536x864;1024x502;Decision Chunk;Demographics (Finnish);6;FGEHDICJBKALNM;Decision Chunk;;;;No;Mies;;2;52;;35;Norja;;157;Sujuva / äidinkieli;;3;Peruskoulu tai kansakoulu;;6;47653
1;1644437045363;09/02/2022 20:04:05;1644437064711;2;09/02/2022 22:04:24;55551;25;questionnaire-c7cw;;19321508;BLIND;5731864;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1366x768;1366x657;Openminded Chunk;Demographics (Finnish);6;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;48;;31;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;44211
