Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Randomise questionnaire elements?;extroversionNormal;extroversionNormal-quantised;agreeablenessReverse;agreeablenessReverse-quantised;conscientiousnessNormal;conscientiousnessNormal-quantised;emotionalStabilityReverse;emotionalStabilityReverse-quantised;opennessNormal;opennessNormal-quantised;extroversionReverse;extroversionReverse-quantised;agreeablenessNormal;agreeablenessNormal-quantised;conscientiousnessReverse;conscientiousnessReverse-quantised;emotionalStabilityNormal;emotionalStabilityNormal-quantised;opennessReverse;opennessReverse-quantised;END QUESTIONNAIRE
1;1641169570703;03/01/2022 00:26:10;1641169570212;2;03/01/2022 02:26:10;55551;22;questionnaire-w8n1;;18265022;BLIND;5411218;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;5760x1080;4147x638;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;5;5;2;2;2;2;7;7;2;2;4;4;6;6;4;4;7;7;42616
1;1641026655400;01/01/2022 08:44:15;1641026656403;2;01/01/2022 10:44:16;55551;22;questionnaire-w8n1;;18255213;BLIND;5399212;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1280x720;1280x577;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;2;2;7;7;3;3;6;6;3;3;6;6;5;5;4;4;2;2;17243
1;1640803551579;29/12/2021 18:45:51;1640803551968;2;29/12/2021 20:45:51;55551;22;questionnaire-w8n1;;18239889;BLIND;5388970;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1440x900;1152x631;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;2;2;3;3;5;5;5;5;5;5;4;4;5;5;4;4;4;4;43587
1;1640790207609;29/12/2021 15:03:27;1640790206733;2;29/12/2021 17:03:26;55551;22;questionnaire-w8n1;;18237056;BLIND;5387595;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 96.0.1054.62;1536x864;1396x685;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;5;5;6;6;3;3;5;5;3;3;5;5;2;2;5;5;3;3;72656
1;1640707375045;28/12/2021 16:02:55;1640707374857;2;28/12/2021 18:02:54;55551;22;questionnaire-w8n1;;18228666;BLIND;5384429;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x764;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;2;2;5;5;3;3;6;6;2;2;7;7;5;5;4;4;3;3;48882
1;1640613652606;27/12/2021 14:00:52;1640613652468;2;27/12/2021 16:00:52;55551;22;questionnaire-w8n1;;18217997;BLIND;5381386;;live;;;computer;Desktop or Laptop;Mac OS 10.15;Firefox 95.0;1440x900;1440x688;Decision Chunk;Big 5 Personality TIPI (Finnish);4;KLJMINHAGBFCED;Decision Chunk;;;;No;5;5;4;4;1;1;4;4;5;5;2;2;4;4;6;6;5;5;1;1;41046
1;1640612798999;27/12/2021 13:46:38;1640612799067;2;27/12/2021 15:46:39;55551;22;questionnaire-w8n1;;18217853;BLIND;5381371;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1366x768;1366x625;Decision Chunk;Big 5 Personality TIPI (Finnish);4;JKILHMGNFAEBDC;Decision Chunk;;;;No;4;4;1;1;5;5;7;7;4;4;6;6;5;5;5;5;2;2;1;1;43070
1;1640609379009;27/12/2021 12:49:39;1640609379049;2;27/12/2021 14:49:39;55551;22;questionnaire-w8n1;;18217150;BLIND;5380955;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1366x768;1366x625;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;7;7;4;4;7;7;4;4;6;6;2;2;2;2;2;2;1;1;52907
1;1640298239182;23/12/2021 22:23:59;1640298239006;2;24/12/2021 00:23:59;55551;22;questionnaire-w8n1;;18199842;BLIND;5375463;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.1;1920x1080;1920x1000;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;2;2;5;5;2;2;7;7;1;1;5;5;1;1;6;6;2;2;47882
1;1640196689984;22/12/2021 18:11:29;1640196690172;2;22/12/2021 20:11:30;55551;22;questionnaire-w8n1;;18187368;BLIND;5372338;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 95.0;640x360;640x295;Reasoning Chunk;Big 5 Personality TIPI (Finnish);4;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;;No;2;2;4;4;6;6;1;1;6;6;5;5;4;4;4;4;6;6;5;5;52459
1;1640101626011;21/12/2021 15:47:06;1640101625926;2;21/12/2021 17:47:05;55551;22;questionnaire-w8n1;;18169867;BLIND;5355205;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1280x800;1280x697;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;4;4;5;5;3;3;5;5;4;4;5;5;5;5;5;5;3;3;41735
1;1640071706177;21/12/2021 07:28:26;1640071706875;2;21/12/2021 09:28:26;55551;22;questionnaire-w8n1;;18160523;BLIND;5358132;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1600x900;1600x757;Reasoning Chunk;Big 5 Personality TIPI (Finnish);4;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;;No;4;4;4;4;3;3;3;3;5;5;2;2;4;4;3;3;2;2;5;5;32845
1;1640023889288;20/12/2021 18:11:29;1640023890369;2;20/12/2021 20:11:30;55551;22;questionnaire-w8n1;;18152766;BLIND;5354577;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1536x864;1536x722;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;7;7;1;1;7;7;2;2;7;7;4;4;7;7;4;4;6;6;1;1;193140
1;1639744388842;17/12/2021 12:33:08;1639744388651;2;17/12/2021 14:33:08;55551;22;questionnaire-w8n1;;18091131;BLIND;5336084;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.1;1440x900;1140x731;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;4;4;3;3;2;2;6;6;2;2;4;4;4;4;6;6;2;2;39971
1;1639470235943;14/12/2021 08:23:55;1639470235644;2;14/12/2021 10:23:55;55551;22;questionnaire-w8n1;;17983982;BLIND;5305503;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 95.0;1024x576;1024x474;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;3;3;7;7;2;2;6;6;6;6;6;6;4;4;6;6;3;3;106079
1;1639395130831;13/12/2021 11:32:10;1639395130766;1;13/12/2021 12:32:10;55551;22;questionnaire-w8n1;;17963988;BLIND;5298015;;complete;;;computer;Desktop or Laptop;Linux x86_64;Chrome 96.0.4664.93;1920x1080;1920x924;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;1;1;7;7;2;2;1;1;7;7;7;7;2;2;6;6;1;1;1;1;44163
1;1639238132350;11/12/2021 15:55:32;1639238132006;2;11/12/2021 17:55:32;55551;22;questionnaire-w8n1;;17941555;BLIND;5292007;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.45;1920x1080;960x485;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;4;4;6;6;2;2;6;6;4;4;3;3;2;2;2;2;2;2;51813
1;1639209453215;11/12/2021 07:57:33;1639209449791;2;11/12/2021 09:57:29;55551;22;questionnaire-w8n1;;17936627;BLIND;5290491;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.93;1536x864;1536x714;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;5;5;4;4;5;5;5;5;2;2;4;4;1;1;4;4;5;5;49893
1;1639133914463;10/12/2021 10:58:34;1639133914417;2;10/12/2021 12:58:34;55551;22;questionnaire-w8n1;;17909886;BLIND;5282634;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.93;1536x864;1536x754;Reasoning Chunk;Big 5 Personality TIPI (Finnish);4;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;;No;5;5;5;5;5;5;2;2;4;4;2;2;4;4;4;4;4;4;3;3;42144
1;1638965490156;08/12/2021 12:11:30;1638965490068;2;08/12/2021 14:11:30;55551;22;questionnaire-w8n1;;17841878;BLIND;5258209;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 94.0;1920x1080;1920x955;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;3;3;4;4;2;2;6;6;2;2;5;5;6;6;3;3;2;2;50244
1;1638363283381;01/12/2021 12:54:43;1638363281525;2;01/12/2021 14:54:41;55551;22;questionnaire-w8n1;;17621118;BLIND;5202064;;complete;;;computer;Desktop or Laptop;Windows 7;Chrome 96.0.4664.45;1280x1024;1280x881;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;4;4;5;5;3;3;5;5;2;2;5;5;4;4;4;4;2;2;41523
1;1638354290041;01/12/2021 10:24:50;1638354289890;2;01/12/2021 12:24:49;55551;22;questionnaire-w8n1;;17613698;BLIND;5201242;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 94.0;1920x1080;1920x909;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;6;6;2;2;2;2;5;5;5;5;3;3;2;2;2;2;6;6;52523
1;1638276654691;30/11/2021 12:50:54;1638276673027;2;30/11/2021 14:51:13;55551;22;questionnaire-w8n1;;17587122;BLIND;5192188;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 94.0;1600x900;1384x775;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;5;5;5;5;4;4;4;4;5;5;5;5;2;2;5;5;5;5;37587
1;1638269524181;30/11/2021 10:52:04;1638269614365;2;30/11/2021 12:53:34;55551;22;questionnaire-w8n1;;17582023;BLIND;5191578;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.45;1920x1080;1920x937;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;2;2;5;5;3;3;5;5;6;6;5;5;2;2;6;6;4;4;87794
1;1638230663144;30/11/2021 00:04:23;1638230663042;2;30/11/2021 02:04:23;55551;22;questionnaire-w8n1;;17573908;BLIND;5189349;;live;;;computer;Desktop or Laptop;Ubuntu undefined;Firefox 94.0;1344x756;1100x608;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;1;1;3;3;7;7;5;5;6;6;4;4;4;4;7;7;3;3;1;1;82609
1;1638046900215;27/11/2021 21:01:40;1638046900985;2;27/11/2021 23:01:40;55551;22;questionnaire-w8n1;;17526700;BLIND;5175309;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.45;1280x720;1280x577;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;2;2;6;6;7;7;3;3;5;5;6;6;1;1;2;2;4;4;27837
1;1637663423087;23/11/2021 10:30:23;1637663422906;2;23/11/2021 12:30:22;55551;22;questionnaire-w8n1;;17399581;BLIND;5133586;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1280x800;1280x712;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;5;5;5;5;4;4;5;5;5;5;5;5;5;5;5;5;4;4;64995
1;1637658053073;23/11/2021 09:00:53;1637658052987;2;23/11/2021 11:00:52;55551;22;questionnaire-w8n1;;17396027;BLIND;5133207;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Chrome 94.0.4606.81;1920x1080;1842x680;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;5;5;6;6;5;5;6;6;2;2;5;5;4;4;5;5;2;2;48275
1;1637652853379;23/11/2021 07:34:13;1637652853618;2;23/11/2021 09:34:13;55551;22;questionnaire-w8n1;;17395401;BLIND;5132910;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.69;1280x720;1280x520;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;6;6;5;5;6;6;6;6;2;2;5;5;4;4;1;1;1;1;144108
1;1637618198261;22/11/2021 21:56:38;1637618197900;2;22/11/2021 23:56:37;55551;22;questionnaire-w8n1;;17390352;BLIND;5130877;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.45;1920x1080;1920x937;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;3;3;6;6;5;5;6;6;3;3;6;6;2;2;6;6;3;3;35110
1;1637595180105;22/11/2021 15:33:00;1637595180453;2;22/11/2021 17:33:00;55551;22;questionnaire-w8n1;;17377683;BLIND;5126869;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.45;1536x864;1536x722;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;6;6;6;6;5;5;6;6;4;4;6;6;4;4;6;6;2;2;52254
1;1637501753513;21/11/2021 13:35:53;1637501752091;2;21/11/2021 15:35:52;55551;22;questionnaire-w8n1;;17351314;BLIND;5120203;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 94.0;1280x720;1280x605;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;4;4;4;4;6;6;5;5;4;4;4;4;5;5;3;3;2;2;72252
1;1637331835083;19/11/2021 14:23:55;1637331835011;2;19/11/2021 16:23:55;55551;22;questionnaire-w8n1;;17315340;BLIND;5110749;;complete;;;computer;Desktop or Laptop;Mac OS 10.14.6;Chrome 96.0.4664.45;1440x900;1152x613;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;2;2;4;4;6;6;6;6;3;3;6;6;2;2;4;4;1;1;62597
1;1635944318843;03/11/2021 12:58:38;1635944318674;2;03/11/2021 14:58:38;55551;22;questionnaire-w8n1;;16851897;BLIND;4986367;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 93.0;1920x1080;1829x967;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;3;3;5;5;3;3;5;5;5;5;5;5;5;5;6;6;2;2;26310
1;1635860439074;02/11/2021 13:40:39;1635860438085;1;02/11/2021 14:40:38;55551;22;questionnaire-w8n1;;16830505;BLIND;4978306;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.69;1536x864;1442x712;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;5;5;7;7;2;2;7;7;6;6;5;5;5;5;4;4;1;1;25328
1;1635789782965;01/11/2021 18:03:02;1635789782766;2;01/11/2021 20:03:02;55551;22;questionnaire-w8n1;;16813969;BLIND;4973999;;complete;;;computer;Desktop or Laptop;Mac OS 10.15;Firefox 93.0;1440x900;1440x717;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;2;2;6;6;5;5;3;3;7;7;6;6;2;2;5;5;3;3;92653
1;1635529640581;29/10/2021 17:47:20;1635529640261;3;29/10/2021 20:47:20;55551;22;questionnaire-w8n1;;16777051;BLIND;4959547;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1536x864;1536x722;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;7;7;2;2;2;2;2;2;6;6;1;1;5;5;5;5;3;3;2;2;137325
1;1635512583960;29/10/2021 13:03:03;1635512584069;3;29/10/2021 16:03:04;55551;22;questionnaire-w8n1;;16771594;BLIND;4960307;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.69;1280x720;1280x577;Reasoning Chunk;Big 5 Personality TIPI (Finnish);4;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;;No;6;6;2;2;4;4;6;6;7;7;2;2;7;7;3;3;5;5;3;3;33841
1;1635502979915;29/10/2021 10:22:59;1635502980106;3;29/10/2021 13:23:00;55551;22;questionnaire-w8n1;;16768587;BLIND;4959255;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1280x720;1422x641;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;4;4;2;2;6;6;5;5;6;6;6;6;7;7;2;2;3;3;64021
1;1635355406090;27/10/2021 17:23:26;1635355406304;3;27/10/2021 20:23:26;55551;22;questionnaire-w8n1;;16734339;BLIND;4948269;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1280x720;1280x609;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;3;3;6;6;3;3;3;3;2;2;6;6;5;5;3;3;2;2;108072
1;1635351188314;27/10/2021 16:13:08;1635351188177;3;27/10/2021 19:13:08;55551;22;questionnaire-w8n1;;16732553;BLIND;4948053;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1680x1050;1421x814;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;7;7;3;3;4;4;4;4;4;4;3;3;6;6;5;5;3;3;4;4;48279
1;1635346087341;27/10/2021 14:48:07;1635346089479;3;27/10/2021 17:48:09;55551;22;questionnaire-w8n1;;16729585;BLIND;4946837;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1366x768;1366x625;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;5;5;7;7;1;1;5;5;6;6;2;2;1;1;6;6;2;2;93628
1;1635341916918;27/10/2021 13:38:36;1635341916768;3;27/10/2021 16:38:36;55551;22;questionnaire-w8n1;;16727175;BLIND;4945017;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1280x800;997x635;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;3;3;6;6;2;2;6;6;2;2;5;5;2;2;6;6;5;5;84626
