Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Randomise questionnaire elements?;cognition1;cognition1-quantised;cognition2;cognition2-quantised;cognition3-rev;cognition3-rev-quantised;cognition4-rev;cognition4-rev-quantised;cognition5-rev;cognition5-rev-quantised;cognition6;cognition6-quantised;cognition7-rev;cognition7-rev-quantised;cognition8-rev;cognition8-rev-quantised;cognition9-rev;cognition9-rev-quantised;cognition10;cognition10-quantised;cognition11;cognition11-quantised;cognition12-rev;cognition12-rev-quantised;cognition13;cognition13-quantised;cognition14;cognition14-quantised;cognition15;cognition15-quantised;cognition16-rev;cognition16-rev-quantised;cognition17-rev;cognition17-rev-quantised;cognition18;cognition18-quantised;END QUESTIONNAIRE
1;1643623419437;31/01/2022 10:03:39;1643623419265;2;31/01/2022 12:03:39;55551;25;questionnaire-eygv;;19007031;BLIND;5629995;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.2;1440x900;1416x710;Openminded Chunk;Need for Cognition Scale (Finnish);5;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;6;6;6;6;1;1;1;1;6;6;1;1;1;1;1;1;3;3;6;6;1;1;4;4;6;6;6;6;6;6;1;1;6;6;68355
1;1643631992084;31/01/2022 12:26:32;1643631975961;2;31/01/2022 14:26:15;55551;25;questionnaire-eygv;;19011778;BLIND;5631076;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 97.0.4692.99;1440x900;1440x693;Openminded Chunk;Need for Cognition Scale (Finnish);5;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;1;1;2;2;3;3;4;4;3;3;2;2;2;2;3;3;4;4;3;3;3;3;4;4;2;2;2;2;3;3;4;4;2;2;5;5;195012
1;1643646816263;31/01/2022 16:33:36;1643646809393;2;31/01/2022 18:33:29;55551;25;questionnaire-eygv;;19022785;BLIND;5634435;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1536x864;1536x754;Openminded Chunk;Need for Cognition Scale (Finnish);5;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;5;5;5;5;2;2;2;2;3;3;3;3;2;2;2;2;4;4;6;6;1;1;4;4;4;4;5;5;3;3;1;1;3;3;147897
1;1643653935677;31/01/2022 18:32:15;1643653933102;2;31/01/2022 20:32:13;55551;25;questionnaire-eygv;;19030713;BLIND;5635997;;live;;;computer;Desktop or Laptop;Windows 8.1;Firefox 96.0;1280x720;1280x570;Science Chunk;Need for Cognition Scale (Finnish);5;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;;;No;5;5;5;5;1;1;2;2;2;2;5;5;2;2;3;3;2;2;3;3;5;5;2;2;4;4;5;5;4;4;3;3;1;1;5;5;144561
1;1643697208992;01/02/2022 06:33:28;1643697208892;2;01/02/2022 08:33:28;55551;25;questionnaire-eygv;;19045836;BLIND;5641501;;complete;;;computer;Desktop or Laptop;Linux x86_64;Firefox 91.0;1920x1080;1920x897;Openminded Chunk;Need for Cognition Scale (Finnish);5;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;3;3;1;1;1;1;2;2;2;2;4;4;3;3;1;1;6;6;5;5;2;2;3;3;5;5;5;5;4;4;2;2;6;6;59073
1;1643733577762;01/02/2022 16:39:37;1643733578955;2;01/02/2022 18:39:38;55551;25;questionnaire-eygv;;19061732;BLIND;5645930;;complete;;;computer;Desktop or Laptop;Windows 7;Chrome 97.0.4692.99;1920x1080;1920x969;Openminded Chunk;Need for Cognition Scale (Finnish);5;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;3;3;2;2;2;2;4;4;1;1;5;5;4;4;3;3;1;1;6;6;1;1;1;1;5;5;4;4;3;3;6;6;2;2;116748
1;1643754350828;01/02/2022 22:25:50;1643754350734;1;01/02/2022 23:25:50;55551;25;questionnaire-eygv;;19071171;BLIND;5649003;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1280x720;1280x577;Openminded Chunk;Need for Cognition Scale (Finnish);5;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;5;5;1;1;1;1;1;1;5;5;3;3;5;5;2;2;2;2;4;4;2;2;3;3;5;5;6;6;2;2;3;3;6;6;61571
1;1643795175380;02/02/2022 09:46:15;1643795175316;2;02/02/2022 11:46:15;55551;25;questionnaire-eygv;;19076593;BLIND;5650356;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1536x864;1024x476;Openminded Chunk;Need for Cognition Scale (Finnish);5;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;5;5;2;2;2;2;2;2;5;5;2;2;2;2;2;2;5;5;5;5;2;2;4;4;5;5;5;5;2;2;3;3;5;5;60635
1;1643810641862;02/02/2022 14:04:01;1643810641337;2;02/02/2022 16:04:01;55551;25;questionnaire-eygv;;19088528;BLIND;5653211;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1280x720;1280x609;Openminded Chunk;Need for Cognition Scale (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;4;4;1;1;2;2;2;2;6;6;3;3;4;4;3;3;6;6;5;5;1;1;4;4;6;6;3;3;2;2;2;2;5;5;82139
1;1643813631827;02/02/2022 14:53:51;1643813631094;2;02/02/2022 16:53:51;55551;25;questionnaire-eygv;;19094073;BLIND;5653192;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;1280x720;1096x593;Openminded Chunk;Need for Cognition Scale (Finnish);5;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;1;1;2;2;4;4;2;2;4;4;5;5;5;5;3;3;2;2;2;2;3;3;2;2;1;1;1;1;5;5;2;2;5;5;1678953
1;1643846266732;02/02/2022 23:57:46;1643846265741;2;03/02/2022 01:57:45;55551;25;questionnaire-eygv;;19113037;BLIND;5659605;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;1366x768;1366x587;Openminded Chunk;Need for Cognition Scale (Finnish);5;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;4;4;2;2;2;2;2;2;4;4;1;1;3;3;2;2;4;4;5;5;2;2;3;3;5;5;4;4;2;2;2;2;6;6;206119
1;1643964682038;04/02/2022 08:51:22;1643964681080;2;04/02/2022 10:51:21;55551;25;questionnaire-eygv;;19155501;BLIND;5676387;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1920x1080;1920x890;Openminded Chunk;Need for Cognition Scale (Finnish);5;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;6;6;1;1;1;1;1;1;6;6;1;1;6;6;1;1;4;4;6;6;1;1;5;5;6;6;6;6;1;1;1;1;6;6;130323
1;1643986098825;04/02/2022 14:48:18;1643986098717;2;04/02/2022 16:48:18;55551;25;questionnaire-eygv;;19166975;BLIND;5679394;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 98.0.4758.80;1440x900;1440x789;Openminded Chunk;Need for Cognition Scale (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;3;3;1;1;2;2;1;1;5;5;2;2;3;3;4;4;5;5;5;5;1;1;4;4;5;5;6;6;4;4;2;2;5;5;105004
1;1644017993742;04/02/2022 23:39:53;1644017993645;2;05/02/2022 01:39:53;55551;25;questionnaire-eygv;;19184753;BLIND;5686104;;complete;;;computer;Desktop or Laptop;Linux x86_64;Chrome 98.0.4758.80;1920x1080;1351x895;Openminded Chunk;Need for Cognition Scale (Finnish);5;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;5;5;1;1;1;1;1;1;6;6;2;2;1;1;2;2;2;2;6;6;1;1;3;3;6;6;4;4;2;2;2;2;6;6;134089
1;1644058921812;05/02/2022 11:02:01;1644058922645;2;05/02/2022 13:02:02;55551;25;questionnaire-eygv;;19189523;BLIND;5687135;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1280x720;1280x552;Openminded Chunk;Need for Cognition Scale (Finnish);5;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;5;5;4;4;3;3;3;3;5;5;3;3;5;5;4;4;4;4;4;4;3;3;4;4;4;4;4;4;3;3;3;3;4;4;51979
1;1644070786142;05/02/2022 14:19:46;1644070211809;2;05/02/2022 16:10:11;55551;25;questionnaire-eygv;;19195372;BLIND;5687746;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1280x720;1202x618;Openminded Chunk;Need for Cognition Scale (Finnish);5;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;5;5;1;1;1;1;1;1;6;6;1;1;1;1;1;1;6;6;6;6;1;1;5;5;6;6;6;6;1;1;1;1;6;6;203419
1;1644074714481;05/02/2022 15:25:14;1644074714390;2;05/02/2022 17:25:14;55551;25;questionnaire-eygv;;19196813;BLIND;5688370;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;1280x800;1280x634;Openminded Chunk;Need for Cognition Scale (Finnish);5;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;6;6;1;1;3;3;1;1;3;3;5;5;3;3;2;2;5;5;6;6;2;2;5;5;5;5;5;5;3;3;2;2;4;4;128484
1;1644137324850;06/02/2022 08:48:44;1644137326148;2;06/02/2022 10:48:46;55551;25;questionnaire-eygv;;19206188;BLIND;5691188;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1280x720;1280x609;Openminded Chunk;Need for Cognition Scale (Finnish);5;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;4;4;1;1;3;3;3;3;5;5;4;4;5;5;2;2;5;5;4;4;2;2;3;3;6;6;5;5;2;2;5;5;5;5;92371
1;1644149549639;06/02/2022 12:12:29;1644149549534;2;06/02/2022 14:12:29;55551;25;questionnaire-eygv;;19209375;BLIND;5691497;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Chrome 95.0.4638.69;1280x800;1280x702;Openminded Chunk;Need for Cognition Scale (Finnish);5;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;5;5;1;1;1;1;1;1;4;4;1;1;5;5;4;4;6;6;1;1;2;2;1;1;3;3;3;3;2;2;2;2;6;6;134055
1;1644179211169;06/02/2022 20:26:51;1644179386230;2;06/02/2022 22:29:46;55551;25;questionnaire-eygv;;19219251;BLIND;5693586;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 98.0.1108.43;1366x768;1366x625;Openminded Chunk;Need for Cognition Scale (Finnish);5;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;3;3;3;3;3;3;3;3;4;4;3;3;4;4;4;4;3;3;4;4;3;3;3;3;4;4;4;4;4;4;3;3;4;4;103791
1;1644181728550;06/02/2022 21:08:48;1644181728347;2;06/02/2022 23:08:48;55551;25;questionnaire-eygv;;19219921;BLIND;5693701;;live;;;computer;Desktop or Laptop;Mac OS 10.15;Firefox 96.0;1824x1140;1753x965;Openminded Chunk;Need for Cognition Scale (Finnish);5;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;5;5;1;1;2;2;2;2;2;2;3;3;1;1;1;1;6;6;6;6;4;4;4;4;5;5;5;5;1;1;2;2;6;6;222111
1;1644228404801;07/02/2022 10:06:44;1644228404639;2;07/02/2022 12:06:44;55551;25;questionnaire-eygv;;19226784;BLIND;5695843;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.6;Safari 14.0.1;1280x800;1280x634;Openminded Chunk;Need for Cognition Scale (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;4;4;3;3;3;3;3;3;3;3;3;3;2;2;4;4;2;2;3;3;4;4;2;2;2;2;2;2;3;3;4;4;3;3;75796
1;1644229744401;07/02/2022 10:29:04;1644229743920;2;07/02/2022 12:29:03;55551;25;questionnaire-eygv;;19227473;BLIND;5695925;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1366x768;1366x663;Openminded Chunk;Need for Cognition Scale (Finnish);5;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;2;2;1;1;1;1;1;1;5;5;2;2;3;3;3;3;4;4;5;5;2;2;4;4;6;6;3;3;2;2;1;1;5;5;57103
1;1644417093493;09/02/2022 14:31:33;1644417093516;2;09/02/2022 16:31:33;55551;25;questionnaire-eygv;;19308705;BLIND;5726771;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;1536x864;1536x778;Openminded Chunk;Need for Cognition Scale (Finnish);5;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;2;2;2;2;2;2;1;1;5;5;3;3;1;1;4;4;5;5;3;3;2;2;2;2;4;4;4;4;3;3;2;2;5;5;87933
1;1644439516244;09/02/2022 20:45:16;1644439516152;2;09/02/2022 22:45:16;55551;25;questionnaire-eygv;;19322462;BLIND;5731793;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.1;1280x800;1204x649;Reasoning Chunk;Need for Cognition Scale (Finnish);5;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;;No;5;5;5;5;2;2;4;4;1;1;4;4;2;2;2;2;1;1;4;4;5;5;2;2;4;4;5;5;4;4;2;2;1;1;5;5;88294
1;1644439968366;09/02/2022 20:52:48;1644439987729;2;09/02/2022 22:53:07;55551;25;questionnaire-eygv;;19322659;BLIND;5731864;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1366x768;1242x597;Openminded Chunk;Need for Cognition Scale (Finnish);5;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;5;5;1;1;2;2;1;1;6;6;2;2;5;5;2;2;6;6;6;6;2;2;4;4;6;6;6;6;2;2;1;1;6;6;75139
1;1644566782557;11/02/2022 08:06:22;1644566783488;2;11/02/2022 10:06:23;55551;25;questionnaire-eygv;;19365917;BLIND;5747184;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;1280x720;1280x616;Openminded Chunk;Need for Cognition Scale (Finnish);5;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;5;5;1;1;1;1;1;1;6;6;1;1;2;2;3;3;5;5;5;5;1;1;4;4;6;6;5;5;2;2;1;1;6;6;56094
1;1644694716180;12/02/2022 19:38:36;1644694716548;2;12/02/2022 21:38:36;55551;25;questionnaire-eygv;;19402533;BLIND;5758326;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 97.0;1184x666;1184x570;Openminded Chunk;Need for Cognition Scale (Finnish);5;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;5;5;1;1;2;2;1;1;4;4;2;2;2;2;2;2;5;5;5;5;1;1;4;4;5;5;6;6;3;3;1;1;6;6;112327
1;1644710482423;13/02/2022 00:01:22;1644710482237;2;13/02/2022 02:01:22;55551;25;questionnaire-eygv;;19404336;BLIND;5758833;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 97.0.4692.99;1440x900;1440x821;Reasoning Chunk;Need for Cognition Scale (Finnish);5;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;;No;4;4;4;4;1;1;2;2;1;1;4;4;3;3;2;2;4;4;3;3;4;4;3;3;3;3;5;5;4;4;5;5;1;1;5;5;193174
1;1644857001685;14/02/2022 16:43:21;1644857001581;2;14/02/2022 18:43:21;55551;25;questionnaire-eygv;;19434976;BLIND;5767733;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Chrome 97.0.4692.99;1440x900;1292x731;Openminded Chunk;Need for Cognition Scale (Finnish);5;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;4;4;2;2;2;2;1;1;2;2;2;2;3;3;2;2;1;1;4;4;2;2;2;2;4;4;2;2;3;3;1;1;5;5;128416
