Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Randomise questionnaire elements?;cognition1;cognition1-quantised;cognition2;cognition2-quantised;cognition3-rev;cognition3-rev-quantised;cognition4-rev;cognition4-rev-quantised;cognition5-rev;cognition5-rev-quantised;cognition6;cognition6-quantised;cognition7-rev;cognition7-rev-quantised;cognition8-rev;cognition8-rev-quantised;cognition9-rev;cognition9-rev-quantised;cognition10;cognition10-quantised;cognition11;cognition11-quantised;cognition12-rev;cognition12-rev-quantised;cognition13;cognition13-quantised;cognition14;cognition14-quantised;cognition15;cognition15-quantised;cognition16-rev;cognition16-rev-quantised;cognition17-rev;cognition17-rev-quantised;cognition18;cognition18-quantised;END QUESTIONNAIRE
1;1644927400600;15/02/2022 12:16:40;1644927400469;2;15/02/2022 14:16:40;55551;25;questionnaire-eygv;;19455924;BLIND;5774889;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.82;1920x1080;1920x937;Openminded Chunk;Need for Cognition Scale (Finnish);5;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;5;5;1;1;2;2;2;2;6;6;1;1;2;2;2;2;6;6;5;5;2;2;6;6;2;2;5;5;6;6;1;1;5;5;91972
1;1645044704339;16/02/2022 20:51:44;1645044703828;2;16/02/2022 22:51:43;55551;25;questionnaire-eygv;;19513516;BLIND;5791357;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.82;1280x720;1280x569;Openminded Chunk;Need for Cognition Scale (Finnish);5;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;5;5;1;1;1;1;1;1;4;4;1;1;2;2;2;2;4;4;4;4;2;2;3;3;4;4;4;4;3;3;2;2;4;4;200939
1;1645114811778;17/02/2022 16:20:11;1645114811417;2;17/02/2022 18:20:11;55551;25;questionnaire-eygv;;19542251;BLIND;5798816;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1680x1050;1680x939;Openminded Chunk;Need for Cognition Scale (Finnish);5;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;3;3;1;1;1;1;1;1;6;6;2;2;3;3;2;2;5;5;4;4;2;2;3;3;6;6;3;3;2;2;2;2;6;6;122391
1;1645174360478;18/02/2022 08:52:40;1645174360391;2;18/02/2022 10:52:40;55551;25;questionnaire-eygv;;19561244;BLIND;5805972;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.82;1536x864;1536x722;Openminded Chunk;Need for Cognition Scale (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;4;4;1;1;2;2;1;1;5;5;3;3;3;3;2;2;5;5;5;5;2;2;4;4;5;5;5;5;2;2;4;4;4;4;129120
1;1645252020877;19/02/2022 06:27:00;1645252019958;2;19/02/2022 08:26:59;55551;25;questionnaire-eygv;;19595648;BLIND;5818084;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 98.0.1108.56;1366x768;1366x617;Openminded Chunk;Need for Cognition Scale (Finnish);5;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;5;5;1;1;2;2;1;1;5;5;1;1;2;2;2;2;4;4;5;5;2;2;4;4;5;5;4;4;2;2;2;2;4;4;92914
1;1645434259099;21/02/2022 09:04:19;1645434258928;2;21/02/2022 11:04:18;55551;25;questionnaire-eygv;;19633272;BLIND;5828423;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1920x1080;1569x849;Reasoning Chunk;Need for Cognition Scale (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;;No;6;6;6;6;1;1;1;1;1;1;5;5;2;2;2;2;2;2;5;5;6;6;1;1;6;6;5;5;3;3;4;4;2;2;6;6;66134
1;1645496915783;22/02/2022 02:28:35;1645496915605;2;22/02/2022 04:28:35;55551;25;questionnaire-eygv;;19668589;BLIND;5842153;;complete;;;computer;Desktop or Laptop;Windows 8.1;Edge 98.0.1108.43;1920x1200;777x481;Openminded Chunk;Need for Cognition Scale (Finnish);5;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;5;5;2;2;1;1;1;1;4;4;1;1;1;1;1;1;4;4;4;4;1;1;2;2;3;3;4;4;2;2;1;1;4;4;111255
1;1645525486281;22/02/2022 10:24:46;1645525486127;2;22/02/2022 12:24:46;55551;25;questionnaire-eygv;;19673723;BLIND;5844536;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1920x1080;1292x823;Science Chunk;Need for Cognition Scale (Finnish);5;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;;;No;4;4;4;4;2;2;3;3;1;1;5;5;2;2;3;3;3;3;3;3;4;4;3;3;3;3;4;4;4;4;3;3;2;2;6;6;235864
1;1645529523307;22/02/2022 11:32:03;1645529522519;2;22/02/2022 13:32:02;55551;25;questionnaire-eygv;;19675786;BLIND;5845513;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 98.0.1108.56;1280x720;1280x578;Openminded Chunk;Need for Cognition Scale (Finnish);5;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;4;4;1;1;2;2;2;2;5;5;2;2;5;5;4;4;4;4;3;3;2;2;2;2;6;6;4;4;5;5;1;1;6;6;190074
1;1645546013064;22/02/2022 16:06:53;1645546031716;2;22/02/2022 18:07:11;55551;25;questionnaire-eygv;;19687954;BLIND;5849414;;complete;;;computer;Desktop or Laptop;Windows 8.1;Chrome 97.0.4692.99;1366x768;1227x582;Openminded Chunk;Need for Cognition Scale (Finnish);5;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;3;3;1;1;2;2;1;1;6;6;1;1;4;4;1;1;4;4;3;3;2;2;3;3;5;5;4;4;2;2;1;1;4;4;175826
1;1645690376973;24/02/2022 08:12:56;1645690376870;2;24/02/2022 10:12:56;55551;25;questionnaire-eygv;;19752425;BLIND;5867681;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Chrome 98.0.4758.80;1920x1080;1561x945;Openminded Chunk;Need for Cognition Scale (Finnish);5;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;5;5;1;1;2;2;1;1;4;4;3;3;2;2;3;3;5;5;6;6;1;1;3;3;5;5;5;5;3;3;1;1;6;6;220707
1;1645783059466;25/02/2022 09:57:39;1645783059340;2;25/02/2022 11:57:39;55551;25;questionnaire-eygv;;19808764;BLIND;5879081;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 98.0.4758.102;2560x1440;2560x1329;Openminded Chunk;Need for Cognition Scale (Finnish);5;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;4;4;1;1;3;3;1;1;6;6;1;1;3;3;2;2;4;4;4;4;2;2;3;3;6;6;4;4;2;2;1;1;6;6;112950
1;1645821588336;25/02/2022 20:39:48;1645821588791;2;25/02/2022 22:39:48;55551;25;questionnaire-eygv;;19847893;BLIND;5885149;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1280x720;1280x609;Openminded Chunk;Need for Cognition Scale (Finnish);5;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;4;4;1;1;4;4;2;2;4;4;2;2;5;5;5;5;4;4;3;3;3;3;4;4;3;3;3;3;4;4;3;3;5;5;116934
1;1645961803110;27/02/2022 11:36:43;1645962165799;2;27/02/2022 13:42:45;55551;25;questionnaire-eygv;;19872809;BLIND;5891043;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1920x1080;1382x773;Openminded Chunk;Need for Cognition Scale (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;4;4;4;4;3;3;4;4;4;4;3;3;4;4;3;3;2;2;4;4;3;3;4;4;4;4;4;4;3;3;3;3;4;4;108098
1;1645997692552;27/02/2022 21:34:52;1645997691829;2;27/02/2022 23:34:51;55551;25;questionnaire-eygv;;19881094;BLIND;5893310;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 98.0.1108.56;1536x864;1536x754;Openminded Chunk;Need for Cognition Scale (Finnish);5;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;6;6;1;1;1;1;1;1;6;6;1;1;1;1;1;1;6;6;6;6;1;1;6;6;6;6;6;6;5;5;1;1;6;6;69665
1;1646052858732;28/02/2022 12:54:18;1646052858605;2;28/02/2022 14:54:18;55551;25;questionnaire-eygv;;19893853;BLIND;5896498;;complete;;;computer;Desktop or Laptop;Mac OS 10.10.5;Chrome 87.0.4280.88;1440x900;1371x797;Openminded Chunk;Need for Cognition Scale (Finnish);5;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;4;4;1;1;3;3;2;2;4;4;3;3;3;3;4;4;6;6;5;5;2;2;4;4;4;4;3;3;4;4;3;3;4;4;163812
END OF FILE
