Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Spreadsheet;Spreadsheet Name;Spreadsheet Row;Trial Number;Screen Number;Screen Name;Zone Name;Zone Type;Reaction Time;Reaction Onset;Response Type;Response;Attempt;Correct;Incorrect;Dishonest;X Coordinate;Y Coordinate;Timed Out;randomise_blocks;randomise_trials;display;text
29;1641669671365;08/01/2022 19:21:11;1641669671323;2;08/01/2022 21:21:11;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;2;1;Screen 1;advancementZone;response_text_multi;60575.59999999404;58642.59999999404;;aurinkosuoja;9;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**
30;1641669679980;08/01/2022 19:21:19;1641669679933;2;08/01/2022 21:21:19;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;2;1;Screen 1;advancementZone;response_text_multi;69185;63328.39999999106;;maankate (esim mansikkamaalla);10;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**
31;1641669689526;08/01/2022 19:21:29;1641669689488;2;08/01/2022 21:21:29;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;2;1;Screen 1;advancementZone;response_text_multi;78740.70000000298;71647.29999999702;;kengän täyte (kuivaaja);11;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**
32;1641669702426;08/01/2022 19:21:42;1641669702383;2;08/01/2022 21:21:42;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;2;1;Screen 1;advancementZone;response_text_multi;91634.89999999106;86686.70000000298;;paperihelmien tekomateriaali;12;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**
33;1641669713397;08/01/2022 19:21:53;1641669713353;2;08/01/2022 21:21:53;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;2;1;Screen 1;advancementZone;response_text_multi;102604.70000000298;96155;;päivämäärän todistaminen valokuvassa;13;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**
34;1641669727661;08/01/2022 19:22:07;1641669727604;2;08/01/2022 21:22:07;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;2;1;Screen 1;advancementZone;response_text_multi;116856.09999999404;113418.39999999106;;väittelyn aihe;14;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**
35;1641669730784;08/01/2022 19:22:10;1641669730729;2;08/01/2022 21:22:10;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;2;1;Screen 1;Zone1;timelimit_screen;120003.70400000003;;;;;0;1;0;;;1;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**
36;1641669765591;08/01/2022 19:22:45;1641669765543;2;08/01/2022 21:22:45;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;2;2;Screen 2;advancementZone;continue_button;34804.70000000298;;;;;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**
37;1641669770492;08/01/2022 19:22:50;1641669770398;2;08/01/2022 21:22:50;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;3;1;Screen 1;advancementZone;response_text_multi;4836.29999999702;3885.3999999910593;;jalkine;1;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
38;1641669772654;08/01/2022 19:22:52;1641669772612;2;08/01/2022 21:22:52;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;3;1;Screen 1;advancementZone;response_text_multi;7050.0999999940395;5195.20000000298;;koiran lelu;2;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
39;1641669776134;08/01/2022 19:22:56;1641669776083;2;08/01/2022 21:22:56;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;3;1;Screen 1;advancementZone;response_text_multi;10520.89999999106;8456;;taide-esine;3;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
40;1641669783456;08/01/2022 19:23:03;1641669783404;2;08/01/2022 21:23:03;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;3;1;Screen 1;advancementZone;response_text_multi;17841.70000000298;11143;;kukkaruukku / istutuskori;4;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
41;1641669788846;08/01/2022 19:23:08;1641669788804;2;08/01/2022 21:23:08;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;3;1;Screen 1;advancementZone;response_text_multi;23242.09999999404;22382;;ase;5;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
42;1641669797093;08/01/2022 19:23:17;1641669797040;2;08/01/2022 21:23:17;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;3;1;Screen 1;advancementZone;response_text_multi;31478.09999999404;28332.79999999702;;vasara;6;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
43;1641669804221;08/01/2022 19:23:24;1641669804165;2;08/01/2022 21:23:24;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;3;1;Screen 1;advancementZone;response_text_multi;38602.5;35738.70000000298;;ovenpönkkä;7;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
44;1641669828573;08/01/2022 19:23:48;1641669828516;2;08/01/2022 21:23:48;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;3;1;Screen 1;advancementZone;response_text_multi;62953.59999999404;52604.09999999404;;täyte muuttolaatikossa (että tavarat pysyy paikoillaan);8;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
45;1641669848164;08/01/2022 19:24:08;1641669848110;2;08/01/2022 21:24:08;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;3;1;Screen 1;advancementZone;response_text_multi;82547.09999999404;80332.20000000298;;sijoituskohde;9;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
46;1641669879044;08/01/2022 19:24:39;1641669878995;2;08/01/2022 21:24:38;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;3;1;Screen 1;advancementZone;response_text_multi;113431.89999999106;95241.79999999702;;sopimuksen tekemisen väline (sandaali vähässä asiassa aikanaan);10;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
47;1641669885592;08/01/2022 19:24:45;1641669885541;2;08/01/2022 21:24:45;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;3;1;Screen 1;Zone1;timelimit_screen;120003.69699999993;;;;;0;1;0;;;1;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
48;1641669905855;08/01/2022 19:25:05;1641669905807;2;08/01/2022 21:25:05;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;3;2;Screen 2;advancementZone;continue_button;20257.79999999702;;;;;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
49;1641669922467;08/01/2022 19:25:22;1641669922410;2;08/01/2022 21:25:22;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;4;4;1;Screen 1;advancementZone;response_text_multi;16595.09999999404;3633.5999999940395;;istuinalusta;1;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
50;1641669929194;08/01/2022 19:25:29;1641669929135;2;08/01/2022 21:25:29;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;4;4;1;Screen 1;advancementZone;response_text_multi;23319.70000000298;20943.09999999404;;tukikeppi;2;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
51;1641669933101;08/01/2022 19:25:33;1641669933055;2;08/01/2022 21:25:33;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;4;4;1;Screen 1;advancementZone;response_text_multi;27239.39999999106;24904.70000000298;;köynnöstuki;3;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
52;1641669941472;08/01/2022 19:25:41;1641669941422;2;08/01/2022 21:25:41;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;4;4;1;Screen 1;advancementZone;response_text_multi;35606.39999999106;32325.70000000298;;lyömäase;4;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
53;1641669954253;08/01/2022 19:25:54;1641669954196;2;08/01/2022 21:25:54;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;4;4;1;Screen 1;advancementZone;response_text_multi;48380.29999999702;44647.5;;hylly, pöytätaso;5;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
54;1641669968426;08/01/2022 19:26:08;1641669968325;2;08/01/2022 21:26:08;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;4;4;1;Screen 1;advancementZone;response_text_multi;62508.59999999404;50525;;takkapuu;6;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
55;1641669980395;08/01/2022 19:26:20;1641669980333;2;08/01/2022 21:26:20;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;4;4;1;Screen 1;advancementZone;response_text_multi;74517.09999999404;67722.5;;radiohiiliajoituksen materiaali;7;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
56;1641669988223;08/01/2022 19:26:28;1641669988164;2;08/01/2022 21:26:28;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;4;4;1;Screen 1;advancementZone;response_text_multi;82347.59999999404;80808.5;;lautanen;8;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
57;1641669998570;08/01/2022 19:26:38;1641669998509;2;08/01/2022 21:26:38;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;4;4;1;Screen 1;advancementZone;response_text_multi;92693.20000000298;90562.20000000298;;saunanlaude;9;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
58;1641670011201;08/01/2022 19:26:51;1641670011137;2;08/01/2022 21:26:51;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;4;4;1;Screen 1;advancementZone;response_text_multi;105320.09999999404;104316.79999999702;;kelluke;10;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
59;1641670018416;08/01/2022 19:26:58;1641670018359;2;08/01/2022 21:26:58;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;4;4;1;Screen 1;advancementZone;response_text_multi;112542.59999999404;105995;;polku;11;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
60;1641670020850;08/01/2022 19:27:00;1641670020790;2;08/01/2022 21:27:00;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;4;4;1;Screen 1;advancementZone;response_text_multi;114973.20000000298;113522.5;;aidake;12;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
61;1641670025884;08/01/2022 19:27:05;1641670025800;2;08/01/2022 21:27:05;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;4;4;1;Screen 1;Zone1;timelimit_screen;120003.71500000008;;;;;0;1;0;;;1;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
62;1641670055884;08/01/2022 19:27:35;1641670055803;2;08/01/2022 21:27:35;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;4;4;2;Screen 2;advancementZone;continue_button;29995.09999999404;;;;;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
63;1641670058062;08/01/2022 19:27:38;1641670058004;2;08/01/2022 21:27:38;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;6;1;1;Screen 1;advancementZone;continue_button;2194.7000000029802;;;;;0;1;0;;;;;;Debrief;
64;1641670058203;08/01/2022 19:27:38;1641670058007;2;08/01/2022 21:27:38;55551;22;task-7mar;;18376136;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Unusual Uses Task (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;;;END TASK;;;;;1577329;;;;;0;1;0;;;;;;;
1;1641565576679;07/01/2022 14:26:16;1641565574939;2;07/01/2022 16:26:14;55551;22;task-7mar;;18355790;BLIND;5435499;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1920x1200;1504x952;Openminded Chunk;Unusual Uses Task (Finnish);5;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;;;BEGIN TASK;;;;;;;;;;0;1;0;;;;;;;
2;1641565588571;07/01/2022 14:26:28;1641565586847;2;07/01/2022 16:26:26;55551;22;task-7mar;;18355790;BLIND;5435499;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1920x1200;1504x952;Openminded Chunk;Unusual Uses Task (Finnish);5;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;1;1;1;Screen 1;advancementZone;continue_button;11816.199999928474;;;;;0;1;0;;;;;;Instructions;
3;1641565592122;07/01/2022 14:26:32;1641565590426;2;07/01/2022 16:26:30;55551;22;task-7mar;;18355790;BLIND;5435499;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1920x1200;1504x952;Openminded Chunk;Unusual Uses Task (Finnish);5;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;1;1;2;Screen 2;advancementZone;continue_button;3565.899999976158;;;;;0;1;0;;;;;;Instructions;
4;1641565602123;07/01/2022 14:26:42;1641565600428;2;07/01/2022 16:26:40;55551;22;task-7mar;;18355790;BLIND;5435499;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1920x1200;1504x952;Openminded Chunk;Unusual Uses Task (Finnish);5;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;1;1;3;Screen 3;Zone1;response_text_multi;10007.883000000002;;;vasara verkonpaino;;0;1;0;;;;;;Instructions;
5;1641565602248;07/01/2022 14:26:42;1641565600429;2;07/01/2022 16:26:40;55551;22;task-7mar;;18355790;BLIND;5435499;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1920x1200;1504x952;Openminded Chunk;Unusual Uses Task (Finnish);5;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;1;1;3;Screen 3;Zone1;response_text_multi;10007.883000000002;;;;;0;1;0;;;;;;Instructions;
6;1641565602248;07/01/2022 14:26:42;1641565600430;2;07/01/2022 16:26:40;55551;22;task-7mar;;18355790;BLIND;5435499;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1920x1200;1504x952;Openminded Chunk;Unusual Uses Task (Finnish);5;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;1;1;3;Screen 3;Zone2;timelimit_screen;10007.883000000002;;;;;0;1;0;;;1;;;Instructions;
7;1641565613973;07/01/2022 14:26:53;1641565612283;2;07/01/2022 16:26:52;55551;22;task-7mar;;18355790;BLIND;5435499;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1920x1200;1504x952;Openminded Chunk;Unusual Uses Task (Finnish);5;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;1;1;4;Screen 4;advancementZone;continue_button;11842;;;;;0;1;0;;;;;;Instructions;
8;1641565676925;07/01/2022 14:27:56;1641565675211;2;07/01/2022 16:27:55;55551;22;task-7mar;;18355790;BLIND;5435499;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1920x1200;1504x952;Openminded Chunk;Unusual Uses Task (Finnish);5;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;1;Screen 1;advancementZone;response_text_multi;62908.89999997616;2956.899999976158;;vasara, kannu, maljakko, hiiren pesä, ovistoppari, koiran lelu,;1;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
