Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Randomise questionnaire elements?;cognition1;cognition1-quantised;cognition2;cognition2-quantised;cognition3-rev;cognition3-rev-quantised;cognition4-rev;cognition4-rev-quantised;cognition5-rev;cognition5-rev-quantised;cognition6;cognition6-quantised;cognition7-rev;cognition7-rev-quantised;cognition8-rev;cognition8-rev-quantised;cognition9-rev;cognition9-rev-quantised;cognition10;cognition10-quantised;cognition11;cognition11-quantised;cognition12-rev;cognition12-rev-quantised;cognition13;cognition13-quantised;cognition14;cognition14-quantised;cognition15;cognition15-quantised;cognition16-rev;cognition16-rev-quantised;cognition17-rev;cognition17-rev-quantised;cognition18;cognition18-quantised;END QUESTIONNAIRE
1;1641667460230;08/01/2022 18:44:20;1641667460094;2;08/01/2022 20:44:20;55551;22;questionnaire-eygv;;18375999;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Need for Cognition Scale (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;6;6;1;1;1;1;1;1;6;6;2;2;3;3;1;1;6;6;6;6;1;1;5;5;6;6;6;6;2;2;1;1;6;6;85150
1;1641564907103;07/01/2022 14:15:07;1641564905370;2;07/01/2022 16:15:05;55551;22;questionnaire-eygv;;18355376;BLIND;5435499;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1920x1200;1504x952;Openminded Chunk;Need for Cognition Scale (Finnish);5;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;4;4;2;2;2;2;3;3;5;5;3;3;3;3;1;1;5;5;5;5;2;2;4;4;5;5;4;4;3;3;2;2;6;6;119568
1;1641169022396;03/01/2022 00:17:02;1641169021899;2;03/01/2022 02:17:01;55551;22;questionnaire-eygv;;18265005;BLIND;5411218;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;5760x1080;4147x638;Openminded Chunk;Need for Cognition Scale (Finnish);5;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;6;6;1;1;1;1;1;1;6;6;1;1;1;1;1;1;6;6;6;6;1;1;3;3;6;6;6;6;1;1;1;1;6;6;109656
1;1640791263340;29/12/2021 15:21:03;1640791262442;2;29/12/2021 17:21:02;55551;22;questionnaire-eygv;;18237199;BLIND;5387595;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 96.0.1054.62;1536x864;1396x685;Openminded Chunk;Need for Cognition Scale (Finnish);5;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;5;5;2;2;2;2;2;2;3;3;2;2;2;2;3;3;3;3;4;4;2;2;4;4;4;4;2;2;3;3;4;4;4;4;354497
1;1640708144120;28/12/2021 16:15:44;1640708143876;2;28/12/2021 18:15:43;55551;22;questionnaire-eygv;;18228776;BLIND;5384429;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x764;Openminded Chunk;Need for Cognition Scale (Finnish);5;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;5;5;1;1;1;1;1;1;5;5;3;3;2;2;1;1;5;5;5;5;2;2;3;3;6;6;5;5;5;5;2;2;6;6;59957
1;1640612844596;27/12/2021 13:47:24;1640612844665;2;27/12/2021 15:47:24;55551;22;questionnaire-eygv;;18217867;BLIND;5381371;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1366x768;1366x625;Decision Chunk;Need for Cognition Scale (Finnish);5;JKILHMGNFAEBDC;Decision Chunk;;;;No;5;5;3;3;2;2;3;3;3;3;4;4;1;1;2;2;3;3;1;1;3;3;2;2;3;3;4;4;3;3;3;3;3;3;3;3;99419
1;1640610907068;27/12/2021 13:15:07;1640610903426;2;27/12/2021 15:15:03;55551;22;questionnaire-eygv;;18217500;BLIND;5380940;;live;;;computer;Desktop or Laptop;Windows 10;Edge 96.0.1054.62;1536x864;1536x754;Decision Chunk;Need for Cognition Scale (Finnish);5;IJHKGLFMENDACB;Decision Chunk;;;;No;3;3;5;5;1;1;1;1;1;1;4;4;5;5;3;3;2;2;2;2;4;4;1;1;3;3;4;4;4;4;2;2;1;1;5;5;303653
1;1640608375251;27/12/2021 12:32:55;1640608375290;2;27/12/2021 14:32:55;55551;22;questionnaire-eygv;;18216870;BLIND;5380955;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1366x768;1366x625;Openminded Chunk;Need for Cognition Scale (Finnish);5;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;2;2;5;5;3;3;3;3;3;3;3;3;3;3;2;2;4;4;5;5;4;4;1;1;5;5;4;4;5;5;5;5;5;5;307448
1;1640297912469;23/12/2021 22:18:32;1640297912282;2;24/12/2021 00:18:32;55551;22;questionnaire-eygv;;18199802;BLIND;5375463;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.1;1920x1080;1920x1000;Openminded Chunk;Need for Cognition Scale (Finnish);5;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;6;6;1;1;1;1;1;1;6;6;1;1;2;2;3;3;6;6;6;6;1;1;4;4;6;6;5;5;3;3;1;1;6;6;121997
1;1640196279989;22/12/2021 18:04:39;1640196280181;2;22/12/2021 20:04:40;55551;22;questionnaire-eygv;;18187322;BLIND;5372338;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 95.0;640x360;640x295;Reasoning Chunk;Need for Cognition Scale (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;;No;4;4;6;6;2;2;2;2;2;2;4;4;2;2;1;1;1;1;3;3;6;6;6;6;6;6;4;4;6;6;6;6;1;1;6;6;128724
1;1640099935564;21/12/2021 15:18:55;1640099935443;2;21/12/2021 17:18:55;55551;22;questionnaire-eygv;;18169024;BLIND;5355205;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1280x800;1280x697;Openminded Chunk;Need for Cognition Scale (Finnish);5;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;2;2;2;2;3;3;2;2;4;4;2;2;2;2;4;4;4;4;4;4;3;3;2;2;6;6;3;3;2;2;3;3;5;5;120540
1;1640070876217;21/12/2021 07:14:36;1640070876923;2;21/12/2021 09:14:36;55551;22;questionnaire-eygv;;18160409;BLIND;5358132;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1600x900;1600x757;Reasoning Chunk;Need for Cognition Scale (Finnish);5;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;;No;2;2;3;3;2;2;2;2;3;3;4;4;2;2;3;3;3;3;4;4;3;3;3;3;3;3;2;2;3;3;3;3;2;2;4;4;241825
1;1640023010718;20/12/2021 17:56:50;1640023011771;2;20/12/2021 19:56:51;55551;22;questionnaire-eygv;;18152488;BLIND;5354577;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1536x864;1536x722;Openminded Chunk;Need for Cognition Scale (Finnish);5;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;5;5;1;1;1;1;1;1;6;6;1;1;1;1;1;1;6;6;6;6;1;1;6;6;6;6;6;6;1;1;1;1;5;5;182920
1;1639745084583;17/12/2021 12:44:44;1639745084432;2;17/12/2021 14:44:44;55551;22;questionnaire-eygv;;18091430;BLIND;5336084;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.1;1440x900;1140x731;Openminded Chunk;Need for Cognition Scale (Finnish);5;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;6;6;1;1;1;1;1;1;5;5;2;2;1;1;1;1;6;6;6;6;1;1;5;5;5;5;5;5;6;6;2;2;5;5;93371
1;1639594338322;15/12/2021 18:52:18;1639594338359;2;15/12/2021 20:52:18;55551;22;questionnaire-eygv;;18031833;BLIND;5320807;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 95.0;1920x1080;1920x899;Openminded Chunk;Need for Cognition Scale (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;4;4;2;2;3;3;2;2;4;4;3;3;3;3;3;3;3;3;5;5;2;2;4;4;4;4;4;4;3;3;2;2;4;4;149077
1;1639584374544;15/12/2021 16:06:14;1639584374595;2;15/12/2021 18:06:14;55551;22;questionnaire-eygv;;18022633;BLIND;5317567;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.93;1920x1080;1920x937;Reasoning Chunk;Need for Cognition Scale (Finnish);5;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;;No;3;3;4;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;5;5;2;2;3;3;4;4;4;4;3;3;2;2;4;4;191369
1;1639470802072;14/12/2021 08:33:22;1639470801777;2;14/12/2021 10:33:21;55551;22;questionnaire-eygv;;17984086;BLIND;5305503;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 95.0;1024x576;1024x474;Openminded Chunk;Need for Cognition Scale (Finnish);5;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;4;4;1;1;2;2;1;1;5;5;2;2;3;3;2;2;4;4;5;5;1;1;4;4;6;6;5;5;3;3;1;1;6;6;156085
1;1639395733236;13/12/2021 11:42:13;1639395733159;1;13/12/2021 12:42:13;55551;22;questionnaire-eygv;;17964151;BLIND;5298015;;complete;;;computer;Desktop or Laptop;Linux x86_64;Chrome 96.0.4664.93;1920x1080;1920x924;Openminded Chunk;Need for Cognition Scale (Finnish);5;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;5;5;2;2;2;2;1;1;5;5;3;3;2;2;3;3;5;5;6;6;1;1;5;5;5;5;6;6;6;6;1;1;6;6;95073
1;1639340641678;12/12/2021 20:24:01;1639340641548;2;12/12/2021 22:24:01;55551;22;questionnaire-eygv;;17956612;BLIND;5294346;;live;;;computer;Desktop or Laptop;Linux x86_64;Firefox 94.0;1920x1080;1920x966;Science Chunk;Need for Cognition Scale (Finnish);5;KLJMINHAGBFCED;Decision Chunk;Science Chunk;;;No;3;3;1;1;6;6;6;6;3;3;6;6;1;1;4;4;1;1;6;6;1;1;6;6;1;1;1;1;1;1;1;1;1;1;1;1;190228
1;1639238186439;11/12/2021 15:56:26;1639238186060;2;11/12/2021 17:56:26;55551;22;questionnaire-eygv;;17941569;BLIND;5292007;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.45;1920x1080;960x485;Openminded Chunk;Need for Cognition Scale (Finnish);5;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;5;5;1;1;1;1;1;1;6;6;1;1;1;1;1;1;2;2;5;5;1;1;4;4;6;6;6;6;1;1;1;1;6;6;115845
1;1639209052960;11/12/2021 07:50:52;1639209049593;2;11/12/2021 09:50:49;55551;22;questionnaire-eygv;;17936596;BLIND;5290491;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.93;1536x864;1536x714;Openminded Chunk;Need for Cognition Scale (Finnish);5;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;3;3;1;1;2;2;1;1;5;5;1;1;2;2;2;2;3;3;4;4;1;1;3;3;5;5;4;4;4;4;1;1;6;6;139558
1;1639161761554;10/12/2021 18:42:41;1639161761467;2;10/12/2021 20:42:41;55551;22;questionnaire-eygv;;17927145;BLIND;5287907;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1920x1080;1324x994;Openminded Chunk;Need for Cognition Scale (Finnish);5;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;5;5;1;1;1;1;1;1;6;6;2;2;1;1;1;1;3;3;5;5;1;1;4;4;5;5;5;5;3;3;2;2;5;5;252464
1;1639133649143;10/12/2021 10:54:09;1639133649089;2;10/12/2021 12:54:09;55551;22;questionnaire-eygv;;17909632;BLIND;5282634;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.93;1536x864;1536x754;Reasoning Chunk;Need for Cognition Scale (Finnish);5;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;;No;4;4;4;4;2;2;2;2;2;2;3;3;3;3;3;3;2;2;3;3;3;3;3;3;2;2;3;3;3;3;5;5;2;2;5;5;70116
1;1638963587713;08/12/2021 11:39:47;1638963587640;2;08/12/2021 13:39:47;55551;22;questionnaire-eygv;;17840594;BLIND;5258209;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 94.0;1920x1080;1920x955;Openminded Chunk;Need for Cognition Scale (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;5;5;1;1;1;1;1;1;5;5;2;2;1;1;1;1;3;3;5;5;1;1;5;5;6;6;5;5;1;1;1;1;6;6;98405
1;1638362660653;01/12/2021 12:44:20;1638362658768;2;01/12/2021 14:44:18;55551;22;questionnaire-eygv;;17620346;BLIND;5202064;;complete;;;computer;Desktop or Laptop;Windows 7;Chrome 96.0.4664.45;1280x1024;1280x881;Openminded Chunk;Need for Cognition Scale (Finnish);5;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;5;5;1;1;2;2;2;2;5;5;1;1;1;1;2;2;4;4;5;5;1;1;4;4;5;5;5;5;1;1;2;2;5;5;72578
1;1638350903815;01/12/2021 09:28:23;1638350903685;2;01/12/2021 11:28:23;55551;22;questionnaire-eygv;;17612133;BLIND;5201242;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 94.0;1920x1080;1920x909;Openminded Chunk;Need for Cognition Scale (Finnish);5;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;5;5;1;1;1;1;3;3;4;4;2;2;2;2;1;1;3;3;5;5;2;2;3;3;4;4;5;5;3;3;2;2;5;5;79349
1;1638276161439;30/11/2021 12:42:41;1638276179879;2;30/11/2021 14:42:59;55551;22;questionnaire-eygv;;17586800;BLIND;5192188;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 94.0;1600x900;1384x775;Openminded Chunk;Need for Cognition Scale (Finnish);5;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;4;4;2;2;3;3;4;4;2;2;4;4;5;5;4;4;3;3;4;4;3;3;2;2;3;3;4;4;3;3;3;3;4;4;110848
1;1638270592922;30/11/2021 11:09:52;1638270683079;2;30/11/2021 13:11:23;55551;22;questionnaire-eygv;;17582657;BLIND;5191578;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.45;1920x1080;1920x937;Openminded Chunk;Need for Cognition Scale (Finnish);5;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;3;3;3;3;3;3;4;4;4;4;4;4;4;4;5;5;4;4;4;4;4;4;3;3;4;4;4;4;4;4;3;3;4;4;129699
1;1638231800562;30/11/2021 00:23:20;1638231800447;2;30/11/2021 02:23:20;55551;22;questionnaire-eygv;;17574068;BLIND;5189349;;live;;;computer;Desktop or Laptop;Ubuntu undefined;Firefox 94.0;1600x900;1310x723;Openminded Chunk;Need for Cognition Scale (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;5;5;1;1;2;2;1;1;4;4;3;3;2;2;2;2;6;6;6;6;3;3;3;3;6;6;5;5;3;3;2;2;6;6;207773
1;1638047080999;27/11/2021 21:04:40;1638047081764;2;27/11/2021 23:04:41;55551;22;questionnaire-eygv;;17526737;BLIND;5175309;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.45;1280x720;1280x577;Openminded Chunk;Need for Cognition Scale (Finnish);5;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;2;2;1;1;2;2;2;2;4;4;2;2;3;3;2;2;2;2;4;4;2;2;2;2;4;4;3;3;6;6;3;3;3;3;81657
1;1637864633182;25/11/2021 18:23:53;1637864632917;2;25/11/2021 20:23:52;55551;22;questionnaire-eygv;;17487535;BLIND;5156990;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 94.0;1280x720;1280x577;Openminded Chunk;Need for Cognition Scale (Finnish);5;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;5;5;1;1;3;3;2;2;5;5;2;2;4;4;2;2;5;5;5;5;1;1;6;6;6;6;4;4;4;4;1;1;5;5;329606
1;1637664155957;23/11/2021 10:42:35;1637664155726;2;23/11/2021 12:42:35;55551;22;questionnaire-eygv;;17400024;BLIND;5133586;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1280x800;1280x712;Openminded Chunk;Need for Cognition Scale (Finnish);5;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;4;4;1;1;2;2;3;3;5;5;4;4;3;3;2;2;5;5;5;5;2;2;4;4;4;4;5;5;2;2;1;1;4;4;103390
1;1637658846125;23/11/2021 09:14:06;1637658846037;2;23/11/2021 11:14:06;55551;22;questionnaire-eygv;;17396211;BLIND;5133207;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Chrome 94.0.4606.81;1920x1080;1842x680;Openminded Chunk;Need for Cognition Scale (Finnish);5;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;4;4;2;2;3;3;3;3;4;4;2;2;2;2;2;2;2;2;4;4;2;2;5;5;4;4;5;5;3;3;2;2;5;5;117951
1;1637652999905;23/11/2021 07:36:39;1637653000145;2;23/11/2021 09:36:40;55551;22;questionnaire-eygv;;17395408;BLIND;5132910;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.69;1280x720;1280x520;Openminded Chunk;Need for Cognition Scale (Finnish);5;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;4;4;6;6;1;1;1;1;5;5;1;1;3;3;4;4;4;4;6;6;2;2;4;4;6;6;4;4;3;3;1;1;6;6;199751
1;1637617801924;22/11/2021 21:50:01;1637617801569;2;22/11/2021 23:50:01;55551;22;questionnaire-eygv;;17390192;BLIND;5130877;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.45;1920x1080;1920x937;Openminded Chunk;Need for Cognition Scale (Finnish);5;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;5;5;2;2;2;2;2;2;5;5;2;2;2;2;2;2;5;5;5;5;2;2;4;4;5;5;4;4;4;4;2;2;4;4;76443
1;1637594547867;22/11/2021 15:22:27;1637594548225;2;22/11/2021 17:22:28;55551;22;questionnaire-eygv;;17377285;BLIND;5126869;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.45;1536x864;1536x722;Openminded Chunk;Need for Cognition Scale (Finnish);5;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;5;5;2;2;3;3;3;3;4;4;2;2;3;3;4;4;4;4;4;4;2;2;3;3;4;4;4;4;2;2;2;2;5;5;98756
1;1637501315215;21/11/2021 13:28:35;1637501313805;2;21/11/2021 15:28:33;55551;22;questionnaire-eygv;;17351203;BLIND;5120203;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 94.0;1280x720;1280x605;Openminded Chunk;Need for Cognition Scale (Finnish);5;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;3;3;1;1;1;1;1;1;5;5;2;2;2;2;1;1;6;6;5;5;1;1;4;4;3;3;3;3;3;3;2;2;6;6;106758
