Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Randomise questionnaire elements?;cognition1;cognition1-quantised;cognition2;cognition2-quantised;cognition3-rev;cognition3-rev-quantised;cognition4-rev;cognition4-rev-quantised;cognition5-rev;cognition5-rev-quantised;cognition6;cognition6-quantised;cognition7-rev;cognition7-rev-quantised;cognition8-rev;cognition8-rev-quantised;cognition9-rev;cognition9-rev-quantised;cognition10;cognition10-quantised;cognition11;cognition11-quantised;cognition12-rev;cognition12-rev-quantised;cognition13;cognition13-quantised;cognition14;cognition14-quantised;cognition15;cognition15-quantised;cognition16-rev;cognition16-rev-quantised;cognition17-rev;cognition17-rev-quantised;cognition18;cognition18-quantised;END QUESTIONNAIRE
1;1637431209311;20/11/2021 18:00:09;1637431209212;2;20/11/2021 20:00:09;55551;22;questionnaire-eygv;;17341917;BLIND;5117494;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.55;2048x1152;1540x838;Reasoning Chunk;Need for Cognition Scale (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;;No;4;4;4;4;1;1;1;1;1;1;5;5;2;2;3;3;1;1;5;5;4;4;1;1;3;3;4;4;5;5;5;5;1;1;4;4;158043
1;1637331048136;19/11/2021 14:10:48;1637331048026;2;19/11/2021 16:10:48;55551;22;questionnaire-eygv;;17314746;BLIND;5110749;;complete;;;computer;Desktop or Laptop;Mac OS 10.14.6;Chrome 96.0.4664.45;1440x900;1152x613;Openminded Chunk;Need for Cognition Scale (Finnish);5;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;4;4;2;2;2;2;3;3;4;4;3;3;3;3;1;1;5;5;5;5;2;2;3;3;2;2;3;3;3;3;2;2;5;5;157767
1;1635943766165;03/11/2021 12:49:26;1635943766003;2;03/11/2021 14:49:26;55551;22;questionnaire-eygv;;16851668;BLIND;4986367;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 93.0;1920x1080;1829x967;Openminded Chunk;Need for Cognition Scale (Finnish);5;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;4;4;2;2;2;2;3;3;3;3;3;3;2;2;2;2;5;5;6;6;2;2;3;3;4;4;4;4;2;2;2;2;6;6;75746
1;1635860960779;02/11/2021 13:49:20;1635860959858;1;02/11/2021 14:49:19;55551;22;questionnaire-eygv;;16830866;BLIND;4978306;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.69;1536x864;1442x712;Openminded Chunk;Need for Cognition Scale (Finnish);5;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;5;5;1;1;1;1;1;1;5;5;3;3;4;4;3;3;6;6;6;6;1;1;5;5;6;6;5;5;3;3;4;4;6;6;126300
1;1635791039998;01/11/2021 18:23:59;1635791039828;2;01/11/2021 20:23:59;55551;22;questionnaire-eygv;;16814263;BLIND;4973999;;complete;;;computer;Desktop or Laptop;Mac OS 10.15;Firefox 93.0;1440x900;1440x717;Openminded Chunk;Need for Cognition Scale (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;4;4;1;1;1;1;1;1;5;5;1;1;2;2;3;3;4;4;4;4;2;2;3;3;5;5;5;5;4;4;3;3;6;6;146491
1;1635530206494;29/10/2021 17:56:46;1635530206195;3;29/10/2021 20:56:46;55551;22;questionnaire-eygv;;16777167;BLIND;4959547;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1536x864;1536x722;Openminded Chunk;Need for Cognition Scale (Finnish);5;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;2;2;3;3;3;3;3;3;4;4;2;2;5;5;4;4;5;5;3;3;2;2;2;2;4;4;2;2;6;6;2;2;6;6;174510
1;1635512776648;29/10/2021 13:06:16;1635512776741;3;29/10/2021 16:06:16;55551;22;questionnaire-eygv;;16771663;BLIND;4960307;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.69;1280x720;1280x577;Reasoning Chunk;Need for Cognition Scale (Finnish);5;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;;No;4;4;4;4;1;1;1;1;2;2;5;5;1;1;1;1;4;4;5;5;5;5;1;1;5;5;3;3;3;3;2;2;4;4;6;6;50438
1;1635503717952;29/10/2021 10:35:17;1635503718091;3;29/10/2021 13:35:18;55551;22;questionnaire-eygv;;16768772;BLIND;4959255;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1280x720;1422x641;Openminded Chunk;Need for Cognition Scale (Finnish);5;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;1;1;4;4;4;4;5;5;1;1;5;5;6;6;4;4;2;2;5;5;2;2;2;2;1;1;2;2;6;6;3;3;4;4;109629
1;1635356287854;27/10/2021 17:38:07;1635356288072;3;27/10/2021 20:38:08;55551;22;questionnaire-eygv;;16734767;BLIND;4948269;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1280x720;1280x609;Openminded Chunk;Need for Cognition Scale (Finnish);5;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;3;3;3;3;2;2;2;2;3;3;2;2;5;5;2;2;3;3;4;4;2;2;4;4;3;3;2;2;2;2;1;1;5;5;210574
1;1635351238116;27/10/2021 16:13:58;1635351237989;3;27/10/2021 19:13:57;55551;22;questionnaire-eygv;;16732576;BLIND;4948053;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1680x1050;1421x814;Openminded Chunk;Need for Cognition Scale (Finnish);5;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;4;4;2;2;3;3;2;2;5;5;2;2;3;3;2;2;6;6;5;5;1;1;2;2;3;3;5;5;5;5;4;4;4;4;76791
1;1635345589954;27/10/2021 14:39:49;1635345592095;3;27/10/2021 17:39:52;55551;22;questionnaire-eygv;;16729342;BLIND;4946837;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1366x768;1366x625;Openminded Chunk;Need for Cognition Scale (Finnish);5;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;6;6;1;1;2;2;2;2;4;4;6;6;2;2;2;2;5;5;6;6;1;1;4;4;6;6;4;4;6;6;3;3;3;3;172270
1;1635340889515;27/10/2021 13:21:29;1635340889346;3;27/10/2021 16:21:29;55551;22;questionnaire-eygv;;16726752;BLIND;4945017;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1280x800;997x635;Openminded Chunk;Need for Cognition Scale (Finnish);5;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;4;4;1;1;1;1;1;1;6;6;2;2;1;1;3;3;5;5;5;5;1;1;1;1;5;5;3;3;2;2;3;3;4;4;117735
1;1635330738149;27/10/2021 10:32:18;1635330738084;3;27/10/2021 13:32:18;55551;22;questionnaire-eygv;;16723619;BLIND;4943807;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1280x720;1280x587;Openminded Chunk;Need for Cognition Scale (Finnish);5;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;3;3;2;2;2;2;2;2;4;4;2;2;4;4;2;2;4;4;4;4;2;2;3;3;4;4;3;3;2;2;3;3;4;4;170676
1;1635248268999;26/10/2021 11:37:48;1635248268937;3;26/10/2021 14:37:48;55551;22;questionnaire-eygv;;16687149;BLIND;4929121;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1920x1200;1259x953;Openminded Chunk;Need for Cognition Scale (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;2;2;3;3;4;4;2;2;4;4;3;3;5;5;5;5;3;3;2;2;5;5;1;1;4;4;2;2;5;5;3;3;4;4;2335137
1;1635176586327;25/10/2021 15:43:06;1635176586156;3;25/10/2021 18:43:06;55551;22;questionnaire-eygv;;16662479;BLIND;4922817;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 94.0.4606.54;1280x800;1167x641;Openminded Chunk;Need for Cognition Scale (Finnish);5;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;4;4;2;2;4;4;2;2;3;3;3;3;5;5;2;2;5;5;5;5;2;2;3;3;3;3;4;4;5;5;2;2;5;5;118681
1;1635168000663;25/10/2021 13:20:00;1635168000598;3;25/10/2021 16:20:00;55551;22;questionnaire-eygv;;16657600;BLIND;4921307;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 78.0;1920x1200;1606x1030;Openminded Chunk;Need for Cognition Scale (Finnish);5;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;4;4;2;2;2;2;2;2;4;4;3;3;4;4;3;3;3;3;4;4;3;3;3;3;4;4;3;3;3;3;3;3;4;4;116212
1;1635086488430;24/10/2021 14:41:28;1635086492504;3;24/10/2021 17:41:32;55551;22;questionnaire-eygv;;16635202;BLIND;4916307;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 93.0;1366x768;1366x643;Openminded Chunk;Need for Cognition Scale (Finnish);5;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;2;2;3;3;3;3;3;3;4;4;3;3;4;4;3;3;4;4;4;4;3;3;3;3;5;5;2;2;5;5;2;2;4;4;76087
1;1634754415530;20/10/2021 18:26:55;1634754417413;3;20/10/2021 21:26:57;55551;22;questionnaire-eygv;;16547950;BLIND;4891916;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1536x864;1536x722;Openminded Chunk;Need for Cognition Scale (Finnish);5;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;5;5;2;2;2;2;3;3;3;3;2;2;3;3;1;1;2;2;5;5;2;2;3;3;5;5;5;5;3;3;1;1;5;5;105464
1;1634742680908;20/10/2021 15:11:20;1634742680804;3;20/10/2021 18:11:20;55551;22;questionnaire-eygv;;16541279;BLIND;4886773;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1920x1200;1481x944;Openminded Chunk;Need for Cognition Scale (Finnish);5;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;5;5;1;1;1;1;1;1;5;5;2;2;3;3;2;2;5;5;6;6;1;1;5;5;5;5;5;5;3;3;1;1;6;6;88793
1;1634733702956;20/10/2021 12:41:42;1634733702825;3;20/10/2021 15:41:42;55551;22;questionnaire-eygv;;16535651;BLIND;4888071;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 78.0;1536x864;1536x750;Openminded Chunk;Need for Cognition Scale (Finnish);5;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;4;4;1;1;1;1;1;1;5;5;2;2;3;3;4;4;4;4;4;4;2;2;3;3;5;5;5;5;4;4;1;1;5;5;229541
1;1634728431684;20/10/2021 11:13:51;1634728432723;3;20/10/2021 14:13:52;55551;22;questionnaire-eygv;;16532913;BLIND;4887607;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 93.0;1280x720;1280x595;Openminded Chunk;Need for Cognition Scale (Finnish);5;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;4;4;2;2;2;2;2;2;5;5;2;2;4;4;1;1;4;4;4;4;2;2;3;3;3;3;4;4;2;2;2;2;4;4;193847
1;1634722315561;20/10/2021 09:31:55;1634722315488;3;20/10/2021 12:31:55;55551;22;questionnaire-eygv;;16529648;BLIND;4887029;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1920x1080;1621x883;Openminded Chunk;Need for Cognition Scale (Finnish);5;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;6;6;1;1;1;1;1;1;4;4;4;4;3;3;1;1;4;4;5;5;2;2;4;4;4;4;5;5;3;3;2;2;6;6;284380
1;1634721657905;20/10/2021 09:20:57;1634721657749;3;20/10/2021 12:20:57;55551;22;questionnaire-eygv;;16529302;BLIND;4879113;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 78.0;1536x864;1536x721;Openminded Chunk;Need for Cognition Scale (Finnish);5;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;5;5;1;1;2;2;1;1;5;5;2;2;2;2;2;2;5;5;5;5;1;1;4;4;5;5;5;5;2;2;4;4;5;5;135744
1;1634720884276;20/10/2021 09:08:04;1634720884177;3;20/10/2021 12:08:04;55551;22;questionnaire-eygv;;16528947;BLIND;4886824;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1536x864;1536x722;Openminded Chunk;Need for Cognition Scale (Finnish);5;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;1;1;3;3;3;3;2;2;5;5;2;2;2;2;2;2;3;3;4;4;2;2;3;3;3;3;4;4;3;3;3;3;5;5;144343
1;1634718797685;20/10/2021 08:33:17;1634718797577;3;20/10/2021 11:33:17;55551;22;questionnaire-eygv;;16527746;BLIND;4886771;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 91.0;2560x1440;2093x911;Reasoning Chunk;Need for Cognition Scale (Finnish);5;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;;No;5;5;5;5;2;2;2;2;3;3;4;4;2;2;2;2;2;2;4;4;5;5;2;2;4;4;4;4;4;4;4;4;2;2;5;5;104608
1;1634717762196;20/10/2021 08:16:02;1634717762040;3;20/10/2021 11:16:02;55551;22;questionnaire-eygv;;16527181;BLIND;4886552;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1280x720;1280x520;Openminded Chunk;Need for Cognition Scale (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;2;2;2;2;1;1;1;1;5;5;3;3;2;2;2;2;5;5;5;5;2;2;2;2;3;3;5;5;4;4;1;1;3;3;69449
1;1634636180790;19/10/2021 09:36:20;1634636180697;3;19/10/2021 12:36:20;55551;22;questionnaire-eygv;;16491253;BLIND;4877584;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 94.0.992.50;1920x1200;1260x780;Openminded Chunk;Need for Cognition Scale (Finnish);5;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;5;5;1;1;1;1;1;1;5;5;1;1;2;2;1;1;3;3;5;5;2;2;3;3;5;5;5;5;3;3;2;2;5;5;88474
1;1634046652672;12/10/2021 13:50:52;1634046652541;3;12/10/2021 16:50:52;55551;22;questionnaire-eygv;;16329090;BLIND;4831981;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.71;1280x720;1253x580;Openminded Chunk;Need for Cognition Scale (Finnish);5;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;5;5;1;1;2;2;1;1;5;5;3;3;4;4;2;2;6;6;5;5;2;2;3;3;5;5;5;5;2;2;1;1;6;6;80593
1;1634045165517;12/10/2021 13:26:05;1634045165412;3;12/10/2021 16:26:05;55551;22;questionnaire-eygv;;16327753;BLIND;4831351;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 94.0.4606.71;1440x900;1440x733;Openminded Chunk;Need for Cognition Scale (Finnish);5;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;6;6;1;1;1;1;1;1;4;4;2;2;2;2;1;1;4;4;6;6;1;1;4;4;3;3;1;1;2;2;4;4;4;4;166756
1;1632750847565;27/09/2021 13:54:07;1632750847275;3;27/09/2021 16:54:07;55551;22;questionnaire-eygv;;16022854;BLIND;4733678;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.54;1920x1080;976x809;Openminded Chunk;Need for Cognition Scale (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;1;1;2;2;3;3;4;4;5;5;3;3;2;2;6;6;5;5;2;2;3;3;4;4;4;4;4;4;2;2;3;3;4;4;4;4;14639
END OF FILE
