Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Spreadsheet;Spreadsheet Name;Spreadsheet Row;Trial Number;Screen Number;Screen Name;Zone Name;Zone Type;Reaction Time;Reaction Onset;Response Type;Response;Attempt;Correct;Incorrect;Dishonest;X Coordinate;Y Coordinate;Timed Out;randomise_blocks;randomise_trials;display;Array;Answer;Practice_Array
155;1641969923812;12/01/2022 06:45:23;1641969923786;2;12/01/2022 08:45:23;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;384;109;1;Screen 1;content;gonogo;1000.9329999999609;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
156;1641969924236;12/01/2022 06:45:24;1641969924206;2;12/01/2022 08:45:24;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;298;110;1;Screen 1;advancementZone;response_keyboard_single;413.90000000037253;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
157;1641969925225;12/01/2022 06:45:25;1641969925198;2;12/01/2022 08:45:25;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;355;111;1;Screen 1;advancementZone;response_keyboard_single;406.59999999962747;;;Go;1;0;1;0;;;;;2;Trials;N.png;No Go;
158;1641969926201;12/01/2022 06:45:26;1641969926166;2;12/01/2022 08:45:26;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;156;112;1;Screen 1;advancementZone;response_keyboard_single;373.30000000074506;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
159;1641969927374;12/01/2022 06:45:27;1641969927341;2;12/01/2022 08:45:27;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;278;113;1;Screen 1;advancementZone;response_keyboard_single;548.2000000001863;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
160;1641969928223;12/01/2022 06:45:28;1641969928189;2;12/01/2022 08:45:28;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;310;114;1;Screen 1;advancementZone;response_keyboard_single;395.5;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
161;1641969929241;12/01/2022 06:45:29;1641969929206;2;12/01/2022 08:45:29;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;235;115;1;Screen 1;advancementZone;response_keyboard_single;410.8999999994412;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
162;1641969930256;12/01/2022 06:45:30;1641969930222;2;12/01/2022 08:45:30;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;68;116;1;Screen 1;advancementZone;response_keyboard_single;425.90000000037253;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
163;1641969931834;12/01/2022 06:45:31;1641969931794;2;12/01/2022 08:45:31;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;343;117;1;Screen 1;content;gonogo;1000.4959999999846;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
164;1641969931974;12/01/2022 06:45:31;1641969931933;2;12/01/2022 08:45:31;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;297;118;1;Screen 1;advancementZone;response_keyboard_single;133.70000000018626;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
165;1641969933303;12/01/2022 06:45:33;1641969933269;2;12/01/2022 08:45:33;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;388;119;1;Screen 1;advancementZone;response_keyboard_single;469.1000000005588;;;Go;1;0;1;0;;;;;2;Trials;N.png;No Go;
166;1641969934825;12/01/2022 06:45:34;1641969934795;2;12/01/2022 08:45:34;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;279;120;1;Screen 1;content;gonogo;1000.7950000000419;;;No Go;;0;1;0;;;;;2;Trials;H.png;Go;
167;1641969935232;12/01/2022 06:45:35;1641969935190;2;12/01/2022 08:45:35;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;305;121;1;Screen 1;advancementZone;response_keyboard_single;389.29999999981374;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
168;1641969936187;12/01/2022 06:45:36;1641969936157;2;12/01/2022 08:45:36;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;181;122;1;Screen 1;advancementZone;response_keyboard_single;357.1000000005588;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
169;1641969937828;12/01/2022 06:45:37;1641969937798;2;12/01/2022 08:45:37;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;316;123;1;Screen 1;content;gonogo;1000.5659999999916;;;No Go;;0;1;0;;;;;2;Trials;H.png;Go;
170;1641969938234;12/01/2022 06:45:38;1641969938206;2;12/01/2022 08:45:38;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;285;124;1;Screen 1;advancementZone;response_keyboard_single;402;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
171;1641969939218;12/01/2022 06:45:39;1641969939181;2;12/01/2022 08:45:39;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;95;125;1;Screen 1;advancementZone;response_keyboard_single;378.40000000037253;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
172;1641969940265;12/01/2022 06:45:40;1641969940230;2;12/01/2022 08:45:40;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;236;126;1;Screen 1;advancementZone;response_keyboard_single;425.70000000018626;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
173;1641969941843;12/01/2022 06:45:41;1641969941802;2;12/01/2022 08:45:41;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;408;127;1;Screen 1;content;gonogo;1000.713000000047;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
174;1641969942240;12/01/2022 06:45:42;1641969942213;2;12/01/2022 08:45:42;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;146;128;1;Screen 1;advancementZone;response_keyboard_single;406.1000000005588;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
175;1641969943259;12/01/2022 06:45:43;1641969943221;2;12/01/2022 08:45:43;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;360;129;1;Screen 1;advancementZone;response_keyboard_single;413.80000000074506;;;Go;1;0;1;0;;;;;2;Trials;N.png;No Go;
176;1641969944244;12/01/2022 06:45:44;1641969944206;2;12/01/2022 08:45:44;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;61;130;1;Screen 1;advancementZone;response_keyboard_single;398.29999999981374;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
177;1641969945829;12/01/2022 06:45:45;1641969945804;2;12/01/2022 08:45:45;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;205;131;1;Screen 1;content;gonogo;1000.2519999999786;;;No Go;;0;1;0;;;;;2;Trials;H.png;Go;
178;1641969946842;12/01/2022 06:45:46;1641969946805;2;12/01/2022 08:45:46;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;366;132;1;Screen 1;content;gonogo;1001.1969999999856;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
179;1641969947841;12/01/2022 06:45:47;1641969947806;2;12/01/2022 08:45:47;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;433;133;1;Screen 1;content;gonogo;1001.1300000000047;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
180;1641969948257;12/01/2022 06:45:48;1641969948222;2;12/01/2022 08:45:48;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;183;134;1;Screen 1;advancementZone;response_keyboard_single;410.3999999994412;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
181;1641969949497;12/01/2022 06:45:49;1641969949454;2;12/01/2022 08:45:49;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;325;135;1;Screen 1;advancementZone;response_keyboard_single;642.4000000003725;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
182;1641969950842;12/01/2022 06:45:50;1641969950809;2;12/01/2022 08:45:50;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;380;136;1;Screen 1;content;gonogo;1000.9720000000088;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
183;1641969951331;12/01/2022 06:45:51;1641969951302;2;12/01/2022 08:45:51;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;267;137;1;Screen 1;advancementZone;response_keyboard_single;487.79999999981374;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
184;1641969952845;12/01/2022 06:45:52;1641969952810;2;12/01/2022 08:45:52;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;403;138;1;Screen 1;content;gonogo;1000.810999999987;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
185;1641969953298;12/01/2022 06:45:53;1641969953270;2;12/01/2022 08:45:53;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;286;139;1;Screen 1;advancementZone;response_keyboard_single;454;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
186;1641969954430;12/01/2022 06:45:54;1641969954390;2;12/01/2022 08:45:54;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;91;140;1;Screen 1;advancementZone;response_keyboard_single;574.8000000007451;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
187;1641969955411;12/01/2022 06:45:55;1641969955382;2;12/01/2022 08:45:55;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;333;141;1;Screen 1;advancementZone;response_keyboard_single;565.1000000005588;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
188;1641969956486;12/01/2022 06:45:56;1641969956446;2;12/01/2022 08:45:56;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;107;142;1;Screen 1;advancementZone;response_keyboard_single;626.7999999998137;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
189;1641969957300;12/01/2022 06:45:57;1641969957262;2;12/01/2022 08:45:57;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;118;143;1;Screen 1;advancementZone;response_keyboard_single;444.1000000005588;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
190;1641969958321;12/01/2022 06:45:58;1641969958285;2;12/01/2022 08:45:58;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;262;144;1;Screen 1;advancementZone;response_keyboard_single;466.5;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
191;1641969959244;12/01/2022 06:45:59;1641969959205;2;12/01/2022 08:45:59;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;271;145;1;Screen 1;advancementZone;response_keyboard_single;385.90000000037253;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
192;1641969960846;12/01/2022 06:46:00;1641969960817;2;12/01/2022 08:46:00;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;441;146;1;Screen 1;content;gonogo;1000.7609999999986;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
193;1641969961286;12/01/2022 06:46:01;1641969961253;2;12/01/2022 08:46:01;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;218;147;1;Screen 1;advancementZone;response_keyboard_single;431.40000000037253;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
194;1641969962261;12/01/2022 06:46:02;1641969962229;2;12/01/2022 08:46:02;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;182;148;1;Screen 1;advancementZone;response_keyboard_single;407.5;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
195;1641969963855;12/01/2022 06:46:03;1641969963819;2;12/01/2022 08:46:03;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;210;149;1;Screen 1;content;gonogo;1000.9560000000056;;;No Go;;0;1;0;;;;;2;Trials;H.png;Go;
196;1641969964847;12/01/2022 06:46:04;1641969964820;2;12/01/2022 08:46:04;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;85;150;1;Screen 1;content;gonogo;1000.7699999999604;;;No Go;;0;1;0;;;;;2;Trials;T.png;Go;
197;1641969965253;12/01/2022 06:46:05;1641969965214;2;12/01/2022 08:46:05;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;184;151;1;Screen 1;advancementZone;response_keyboard_single;388.3999999994412;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
198;1641969966265;12/01/2022 06:46:06;1641969966237;2;12/01/2022 08:46:06;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;238;152;1;Screen 1;advancementZone;response_keyboard_single;411.20000000018626;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
199;1641969967300;12/01/2022 06:46:07;1641969967262;2;12/01/2022 08:46:07;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;160;153;1;Screen 1;advancementZone;response_keyboard_single;433.79999999981374;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
200;1641969968271;12/01/2022 06:46:08;1641969968222;2;12/01/2022 08:46:08;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;60;154;1;Screen 1;advancementZone;response_keyboard_single;395;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
201;1641969969229;12/01/2022 06:46:09;1641969969198;2;12/01/2022 08:46:09;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;57;155;1;Screen 1;advancementZone;response_keyboard_single;370.1000000005588;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
202;1641969970854;12/01/2022 06:46:10;1641969970825;2;12/01/2022 08:46:10;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;405;156;1;Screen 1;content;gonogo;1000.9049999999697;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
203;1641969971682;12/01/2022 06:46:11;1641969971214;2;12/01/2022 08:46:11;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;73;157;1;Screen 1;advancementZone;response_keyboard_single;383;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
