Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Randomise questionnaire elements?;openNormal1;openNormal1-quantised;openNormal2;openNormal2-quantised;openNormal3;openNormal3-quantised;openReverse1;openReverse1-quantised;openReverse2;openReverse2-quantised;openReverse3;openReverse3-quantised;openReverse4;openReverse4-quantised;END QUESTIONNAIRE
1;1637854458137;25/11/2021 15:34:18;1637854458001;2;25/11/2021 17:34:18;55551;22;questionnaire-7qsg;;17475816;BLIND;5156990;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 94.0;1280x720;1280x577;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;7;7;6;6;1;1;2;2;1;1;1;1;169370
1;1637663490542;23/11/2021 10:31:30;1637663490280;2;23/11/2021 12:31:30;55551;22;questionnaire-7qsg;;17399634;BLIND;5133586;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1280x800;1280x712;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;5;5;4;4;1;1;4;4;5;5;1;1;83245
1;1637658965624;23/11/2021 09:16:05;1637658965530;2;23/11/2021 11:16:05;55551;22;questionnaire-7qsg;;17396234;BLIND;5133207;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Chrome 94.0.4606.81;1920x1080;1842x680;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;6;6;6;6;2;2;3;3;1;1;1;1;56579
1;1637654791173;23/11/2021 08:06:31;1637654791408;2;23/11/2021 10:06:31;55551;22;questionnaire-7qsg;;17395569;BLIND;5132910;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.69;1280x720;1280x520;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;7;7;7;7;4;4;1;1;2;2;1;1;1;1;113826
1;1637596072390;22/11/2021 15:47:52;1637596072777;2;22/11/2021 17:47:52;55551;22;questionnaire-7qsg;;17378334;BLIND;5126869;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.45;1536x864;1536x722;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;7;7;5;5;1;1;2;2;2;2;1;1;37354
1;1637503808181;21/11/2021 14:10:08;1637503806693;2;21/11/2021 16:10:06;55551;22;questionnaire-7qsg;;17352092;BLIND;5120203;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 94.0;1280x720;1280x605;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;7;7;7;7;7;7;1;1;2;2;1;1;1;1;37079
1;1637331791731;19/11/2021 14:23:11;1637331791632;2;19/11/2021 16:23:11;55551;22;questionnaire-7qsg;;17315306;BLIND;5110749;;complete;;;computer;Desktop or Laptop;Mac OS 10.14.6;Chrome 96.0.4664.45;1440x900;1152x613;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;7;7;7;7;7;7;1;1;2;2;1;1;1;1;41971
1;1635859393817;02/11/2021 13:23:13;1635859392914;1;02/11/2021 14:23:12;55551;22;questionnaire-7qsg;;16829771;BLIND;4978306;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.69;1536x864;1442x712;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;7;7;7;7;1;1;4;4;4;4;1;1;32507
1;1635788666366;01/11/2021 17:44:26;1635788666196;2;01/11/2021 19:44:26;55551;22;questionnaire-7qsg;;16813671;BLIND;4973999;;complete;;;computer;Desktop or Laptop;Mac OS 10.15;Firefox 93.0;1440x900;1440x717;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;7;7;6;6;1;1;4;4;1;1;1;1;72414
1;1635511269792;29/10/2021 12:41:09;1635511269900;3;29/10/2021 15:41:09;55551;22;questionnaire-7qsg;;16771133;BLIND;4960307;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.69;1280x720;1280x577;Reasoning Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;;No;2;2;6;6;5;5;1;1;4;4;1;1;1;1;54646
1;1635505539569;29/10/2021 11:05:39;1635505542490;3;29/10/2021 14:05:42;55551;22;questionnaire-7qsg;;16769317;BLIND;4959547;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1536x864;1536x722;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;7;7;5;5;1;1;3;3;3;3;1;1;87149
1;1635503046449;29/10/2021 10:24:06;1635503046693;3;29/10/2021 13:24:06;55551;22;questionnaire-7qsg;;16768609;BLIND;4959255;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1280x720;1422x641;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;7;7;5;5;1;1;3;3;1;1;1;1;56866
1;1635356500641;27/10/2021 17:41:40;1635356500873;3;27/10/2021 20:41:40;55551;22;questionnaire-7qsg;;16734852;BLIND;4948269;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1280x720;1280x609;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;5;5;5;5;2;2;3;3;2;2;5;5;40754
1;1635352247550;27/10/2021 16:30:47;1635352247039;3;27/10/2021 19:30:47;55551;22;questionnaire-7qsg;;16732996;BLIND;4948053;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1680x1050;1680x987;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;7;7;6;6;1;1;3;3;3;3;2;2;38886
1;1635347558720;27/10/2021 15:12:38;1635347560842;3;27/10/2021 18:12:40;55551;22;questionnaire-7qsg;;16730371;BLIND;4946837;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1366x768;1366x625;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;7;7;7;7;7;7;1;1;2;2;2;2;1;1;62777
1;1635336959086;27/10/2021 12:15:59;1635336958964;3;27/10/2021 15:15:58;55551;22;questionnaire-7qsg;;16725397;BLIND;4943807;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1280x720;1280x587;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;7;7;7;7;7;7;1;1;4;4;2;2;2;2;32669
1;1635167920986;25/10/2021 13:18:40;1635167920884;3;25/10/2021 16:18:40;55551;22;questionnaire-7qsg;;16657548;BLIND;4921307;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 78.0;1920x1200;1606x1030;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;7;7;7;7;6;6;2;2;2;2;3;3;1;1;78442
1;1635085465975;24/10/2021 14:24:25;1635085470073;3;24/10/2021 17:24:30;55551;22;questionnaire-7qsg;;16634923;BLIND;4916307;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 93.0;1366x768;1366x643;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;7;7;6;6;6;6;1;1;2;2;2;2;1;1;34695
1;1635006607158;23/10/2021 16:30:07;1635006616356;2;23/10/2021 18:30:16;55551;22;questionnaire-7qsg;;16624569;BLIND;4914191;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1536x864;1536x722;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;5;5;5;5;1;1;3;3;3;3;5;5;74782
1;1634898366840;22/10/2021 10:26:06;1634898366583;3;22/10/2021 13:26:06;55551;22;questionnaire-7qsg;;16591099;BLIND;4907987;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 78.0;1280x720;1280x573;Reasoning Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;;No;7;7;7;7;7;7;1;1;3;3;2;2;1;1;43490
1;1634752507398;20/10/2021 17:55:07;1634752509282;3;20/10/2021 20:55:09;55551;22;questionnaire-7qsg;;16546548;BLIND;4891916;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1536x864;1536x722;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;7;7;7;7;4;4;1;1;3;3;1;1;1;1;82547
1;1634741203134;20/10/2021 14:46:43;1634741203034;3;20/10/2021 17:46:43;55551;22;questionnaire-7qsg;;16540353;BLIND;4886773;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1920x1200;1481x977;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;7;7;4;4;1;1;2;2;2;2;1;1;60988
1;1634731720411;20/10/2021 12:08:40;1634731720320;3;20/10/2021 15:08:40;55551;22;questionnaire-7qsg;;16534834;BLIND;4888071;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 78.0;1536x864;1536x750;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;7;7;4;4;1;1;2;2;2;2;1;1;116974
1;1634728627659;20/10/2021 11:17:07;1634728628697;3;20/10/2021 14:17:08;55551;22;questionnaire-7qsg;;16533006;BLIND;4887607;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 93.0;1280x720;1280x595;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;5;5;4;4;2;2;2;2;2;2;2;2;59236
1;1634724667154;20/10/2021 10:11:07;1634724666943;3;20/10/2021 13:11:06;55551;22;questionnaire-7qsg;;16530963;BLIND;4879113;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 78.0;1536x864;1536x721;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;6;6;6;6;1;1;1;1;1;1;1;1;122009
1;1634724603707;20/10/2021 10:10:03;1634724603597;3;20/10/2021 13:10:03;55551;22;questionnaire-7qsg;;16530932;BLIND;4887029;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1920x1080;1621x883;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;6;6;4;4;1;1;4;4;4;4;3;3;84374
1;1634722470898;20/10/2021 09:34:30;1634722470805;3;20/10/2021 12:34:30;55551;22;questionnaire-7qsg;;16529737;BLIND;4886824;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1536x864;1536x722;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;5;5;4;4;1;1;2;2;3;3;2;2;61973
1;1634721411995;20/10/2021 09:16:51;1634721411882;3;20/10/2021 12:16:51;55551;22;questionnaire-7qsg;;16529206;BLIND;4886552;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1280x720;1280x520;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;5;5;6;6;3;3;4;4;3;3;2;2;35167
1;1634636141831;19/10/2021 09:35:41;1634636141754;3;19/10/2021 12:35:41;55551;22;questionnaire-7qsg;;16491217;BLIND;4877584;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 94.0.992.50;1920x1200;1260x780;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;6;6;4;4;1;1;4;4;4;4;1;1;37879
1;1634043123707;12/10/2021 12:52:03;1634043123614;3;12/10/2021 15:52:03;55551;22;questionnaire-7qsg;;16326495;BLIND;4831351;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 94.0.4606.71;1440x900;1440x733;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;6;6;6;6;1;1;5;5;2;2;1;1;51525
1;1632749278083;27/09/2021 13:27:58;1632749277822;3;27/09/2021 16:27:57;55551;22;questionnaire-7qsg;;16022050;BLIND;4733678;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.54;1920x1080;1399x809;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;1;1;2;2;3;3;4;4;5;5;6;6;7;7;7756
1;1641829511340;10/01/2022 15:45:11;1641829511219;2;10/01/2022 17:45:11;55551;22;questionnaire-7qsg;;18405856;BLIND;5446920;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1920x1080;1920x937;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;6;6;6;6;1;1;5;5;2;2;2;2;51157
1;1641564873042;07/01/2022 14:14:33;1641564871310;2;07/01/2022 16:14:31;55551;22;questionnaire-7qsg;;18355356;BLIND;5435499;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1920x1200;1504x952;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;6;6;5;5;1;1;1;1;1;1;1;1;31872
1;1640802515776;29/12/2021 18:28:35;1640802516147;2;29/12/2021 20:28:36;55551;22;questionnaire-7qsg;;18239733;BLIND;5388970;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1440x900;1152x631;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;6;6;5;5;1;1;3;3;1;1;1;1;47248
1;1640707425396;28/12/2021 16:03:45;1640707425197;2;28/12/2021 18:03:45;55551;22;questionnaire-7qsg;;18228676;BLIND;5384429;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x764;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;7;7;7;7;7;7;1;1;2;2;1;1;1;1;21893
