Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Randomise questionnaire elements?;sc-1;sc-1-text;sc-1-quantised;sc-2;sc-2-text;sc-2-quantised;sc-3;sc-3-text;sc-3-quantised;sc-4;sc-4-text;sc-4-quantised;END QUESTIONNAIRE
1;1635358221812;27/10/2021 18:10:21;1635358222018;3;27/10/2021 21:10:22;55551;22;questionnaire-go4a;;16735436;BLIND;4948269;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1280x720;1280x609;Openminded Chunk;Science Curiosity Scale (Finnish);7;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kahdesti vuodessa;;3;Kahta;;3;Samaa mieltä;;4;Samaa mieltä;;4;43834
1;1635353673222;27/10/2021 16:54:33;1635353673110;3;27/10/2021 19:54:33;55551;22;questionnaire-go4a;;16733630;BLIND;4948053;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1680x1050;1680x987;Openminded Chunk;Science Curiosity Scale (Finnish);7;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;En kertaakaan;;1;Kolmea tai neljää;;4;Täysin samaa mieltä;;5;Eri mieltä;;2;21642
1;1635348585050;27/10/2021 15:29:45;1635348587176;3;27/10/2021 18:29:47;55551;22;questionnaire-go4a;;16731207;BLIND;4946837;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1366x768;1366x625;Openminded Chunk;Science Curiosity Scale (Finnish);7;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;En kertaakaan;;1;Kolmea tai neljää;;4;Täysin samaa mieltä;;5;Samaa mieltä;;4;53316
1;1635342807771;27/10/2021 13:53:27;1635342807624;3;27/10/2021 16:53:27;55551;22;questionnaire-go4a;;16727689;BLIND;4945017;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1280x800;997x635;Openminded Chunk;Science Curiosity Scale (Finnish);7;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kahdesti vuodessa;;3;Yhtä;;2;Samaa mieltä;;4;Ei eri eikä samaa mieltä;;3;38461
1;1635331240626;27/10/2021 10:40:40;1635331240536;3;27/10/2021 13:40:40;55551;22;questionnaire-go4a;;16723760;BLIND;4943807;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1280x720;1280x587;Openminded Chunk;Science Curiosity Scale (Finnish);7;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kahdesti vuodessa;;3;Viittä tai enemmän;;5;Täysin samaa mieltä;;5;Täysin samaa mieltä;;5;30477
1;1635250605733;26/10/2021 12:16:45;1635250605656;3;26/10/2021 15:16:45;55551;22;questionnaire-go4a;;16688866;BLIND;4929121;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1920x1200;1259x953;Openminded Chunk;Science Curiosity Scale (Finnish);7;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kerran vuodessa;;2;Kahta;;3;Ei eri eikä samaa mieltä;;3;Eri mieltä;;2;107046
1;1635175962621;25/10/2021 15:32:42;1635175962441;3;25/10/2021 18:32:42;55551;22;questionnaire-go4a;;16662097;BLIND;4922817;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 94.0.4606.54;1280x800;1167x641;Openminded Chunk;Science Curiosity Scale (Finnish);7;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;En kertaakaan;;1;Yhtä;;2;Samaa mieltä;;4;Eri mieltä;;2;75846
1;1635166643363;25/10/2021 12:57:23;1635166643281;3;25/10/2021 15:57:23;55551;22;questionnaire-go4a;;16656769;BLIND;4921307;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 78.0;1920x1200;1606x1030;Openminded Chunk;Science Curiosity Scale (Finnish);7;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kerran vuodessa;;2;En yhtään;;1;Samaa mieltä;;4;Eri mieltä;;2;64785
1;1635084298587;24/10/2021 14:04:58;1635084302705;3;24/10/2021 17:05:02;55551;22;questionnaire-go4a;;16634557;BLIND;4916307;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 93.0;1366x768;1366x643;Openminded Chunk;Science Curiosity Scale (Finnish);7;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kahdesti vuodessa;;3;Yhtä;;2;Samaa mieltä;;4;Ei eri eikä samaa mieltä;;3;43658
1;1635006012735;23/10/2021 16:20:12;1635006021935;2;23/10/2021 18:20:21;55551;22;questionnaire-go4a;;16624425;BLIND;4914191;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1536x864;1536x722;Openminded Chunk;Science Curiosity Scale (Finnish);7;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;En kertaakaan;;1;En yhtään;;1;Eri mieltä;;2;Samaa mieltä;;4;43766
1;1634898412061;22/10/2021 10:26:52;1634898411917;3;22/10/2021 13:26:51;55551;22;questionnaire-go4a;;16591119;BLIND;4907987;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 78.0;1280x720;1280x573;Reasoning Chunk;Science Curiosity Scale (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;;No;Kahdesti vuodessa;;3;Kolmea tai neljää;;4;Täysin samaa mieltä;;5;Samaa mieltä;;4;53404
1;1634753994153;20/10/2021 18:19:54;1634753996045;3;20/10/2021 21:19:56;55551;22;questionnaire-go4a;;16547589;BLIND;4891916;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1536x864;1536x722;Openminded Chunk;Science Curiosity Scale (Finnish);7;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Yli 5 kertaa vuodessa;;5;Viittä tai enemmän;;5;Täysin samaa mieltä;;5;Ei eri eikä samaa mieltä;;3;27769
1;1634742609320;20/10/2021 15:10:09;1634742609233;3;20/10/2021 18:10:09;55551;22;questionnaire-go4a;;16541240;BLIND;4886773;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1920x1200;1481x944;Openminded Chunk;Science Curiosity Scale (Finnish);7;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kahdesti vuodessa;;3;Kolmea tai neljää;;4;Täysin samaa mieltä;;5;Täysin samaa mieltä;;5;70218
1;1634734760521;20/10/2021 12:59:20;1634734760431;3;20/10/2021 15:59:20;55551;22;questionnaire-go4a;;16536048;BLIND;4888071;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 78.0;1536x864;1536x750;Openminded Chunk;Science Curiosity Scale (Finnish);7;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kerran vuodessa;;2;En yhtään;;1;Täysin samaa mieltä;;5;Samaa mieltä;;4;59056
1;1634730296696;20/10/2021 11:44:56;1634730297715;3;20/10/2021 14:44:57;55551;22;questionnaire-go4a;;16534050;BLIND;4887607;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 93.0;1280x720;1280x595;Openminded Chunk;Science Curiosity Scale (Finnish);7;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;En kertaakaan;;1;Viittä tai enemmän;;5;Samaa mieltä;;4;Ei eri eikä samaa mieltä;;3;75281
1;1634726409749;20/10/2021 10:40:09;1634726409643;3;20/10/2021 13:40:09;55551;22;questionnaire-go4a;;16531970;BLIND;4887029;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1920x1080;1621x883;Openminded Chunk;Science Curiosity Scale (Finnish);7;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Yli 5 kertaa vuodessa;;5;Viittä tai enemmän;;5;Täysin samaa mieltä;;5;Samaa mieltä;;4;60404
1;1634725996662;20/10/2021 10:33:16;1634725996466;3;20/10/2021 13:33:16;55551;22;questionnaire-go4a;;16531759;BLIND;4879113;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 78.0;1536x864;1536x721;Openminded Chunk;Science Curiosity Scale (Finnish);7;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Yli 5 kertaa vuodessa;;5;Yhtä;;2;Täysin samaa mieltä;;5;Samaa mieltä;;4;60312
1;1634722438076;20/10/2021 09:33:58;1634722437989;3;20/10/2021 12:33:57;55551;22;questionnaire-go4a;;16529720;BLIND;4886824;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1536x864;1536x722;Openminded Chunk;Science Curiosity Scale (Finnish);7;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3-4 kertaa vuodessa;;4;Kolmea tai neljää;;4;Täysin samaa mieltä;;5;Samaa mieltä;;4;31385
1;1634719139293;20/10/2021 08:38:59;1634719139169;3;20/10/2021 11:38:59;55551;22;questionnaire-go4a;;16527998;BLIND;4886771;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 91.0;2560x1440;2093x911;Reasoning Chunk;Science Curiosity Scale (Finnish);7;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;;No;3-4 kertaa vuodessa;;4;Yhtä;;2;Samaa mieltä;;4;Samaa mieltä;;4;28618
1;1634717833182;20/10/2021 08:17:13;1634717833079;3;20/10/2021 11:17:13;55551;22;questionnaire-go4a;;16527222;BLIND;4886552;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1280x720;1280x520;Openminded Chunk;Science Curiosity Scale (Finnish);7;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kahdesti vuodessa;;3;Viittä tai enemmän;;5;Täysin samaa mieltä;;5;Samaa mieltä;;4;29957
1;1634715338964;20/10/2021 07:35:38;1634715338800;3;20/10/2021 10:35:38;55551;22;questionnaire-go4a;;16526241;BLIND;4886650;;live;;;computer;Desktop or Laptop;Windows 10;Edge 94.0.992.50;2560x1440;1696x1265;Science Chunk;Science Curiosity Scale (Finnish);7;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;;;No;Kahdesti vuodessa;;3;Viittä tai enemmän;;5;Eri mieltä;;2;Täysin eri mieltä;;1;8811
1;1634634896003;19/10/2021 09:14:56;1634634895904;3;19/10/2021 12:14:55;55551;22;questionnaire-go4a;;16490154;BLIND;4877584;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 94.0.992.50;1920x1200;1260x780;Openminded Chunk;Science Curiosity Scale (Finnish);7;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kahdesti vuodessa;;3;Viittä tai enemmän;;5;Täysin samaa mieltä;;5;Täysin samaa mieltä;;5;25341
1;1634044582055;12/10/2021 13:16:22;1634044581907;3;12/10/2021 16:16:21;55551;22;questionnaire-go4a;;16327404;BLIND;4831981;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.71;1280x720;1253x580;Openminded Chunk;Science Curiosity Scale (Finnish);7;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kerran vuodessa;;2;Viittä tai enemmän;;5;Täysin samaa mieltä;;5;Samaa mieltä;;4;35954
1;1634042535061;12/10/2021 12:42:15;1634042534959;3;12/10/2021 15:42:14;55551;22;questionnaire-go4a;;16326091;BLIND;4831351;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 94.0.4606.71;1440x900;1440x733;Openminded Chunk;Science Curiosity Scale (Finnish);7;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kahdesti vuodessa;;3;Kahta;;3;Täysin samaa mieltä;;5;Samaa mieltä;;4;42466
1;1632749287506;27/09/2021 13:28:07;1632749287225;3;27/09/2021 16:28:07;55551;22;questionnaire-go4a;;16022056;BLIND;4733678;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.54;1920x1080;1399x809;Openminded Chunk;Science Curiosity Scale (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kahdesti vuodessa;;3;Yhtä;;2;Ei eri eikä samaa mieltä;;3;Eri mieltä;;2;6198
END OF FILE
