Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Spreadsheet;Spreadsheet Name;Spreadsheet Row;Trial Number;Screen Number;Screen Name;Zone Name;Zone Type;Reaction Time;Reaction Onset;Response Type;Response;Attempt;Correct;Incorrect;Dishonest;X Coordinate;Y Coordinate;Timed Out;randomise_blocks;randomise_trials;display;response;response_count;Image
11;1642775069550;21/01/2022 14:24:29;1642775069796;2;21/01/2022 16:24:29;55551;25;task-9nll;;18726667;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Necker Cube task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;2;Screen 2;advancementZone;response_keyboard_single;12784;;;space;8;1;0;0;;;;;;Trial 1;space;;cube.PNG
12;1642775071038;21/01/2022 14:24:31;1642775071275;2;21/01/2022 16:24:31;55551;25;task-9nll;;18726667;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Necker Cube task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;2;Screen 2;advancementZone;response_keyboard_single;14262;;;space;9;1;0;0;;;;;;Trial 1;space;;cube.PNG
13;1642775073433;21/01/2022 14:24:33;1642775073620;2;21/01/2022 16:24:33;55551;25;task-9nll;;18726667;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Necker Cube task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;2;Screen 2;advancementZone;response_keyboard_single;16607;;;space;10;1;0;0;;;;;;Trial 1;space;;cube.PNG
14;1642775074872;21/01/2022 14:24:34;1642775075110;2;21/01/2022 16:24:35;55551;25;task-9nll;;18726667;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Necker Cube task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;2;Screen 2;advancementZone;response_keyboard_single;18096;;;space;11;1;0;0;;;;;;Trial 1;space;;cube.PNG
15;1642775078152;21/01/2022 14:24:38;1642775078400;2;21/01/2022 16:24:38;55551;25;task-9nll;;18726667;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Necker Cube task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;2;Screen 2;advancementZone;response_keyboard_single;21387;;;space;12;1;0;0;;;;;;Trial 1;space;;cube.PNG
16;1642775083268;21/01/2022 14:24:43;1642775083509;2;21/01/2022 16:24:43;55551;25;task-9nll;;18726667;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Necker Cube task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;2;Screen 2;advancementZone;response_keyboard_single;26496;;;space;13;1;0;0;;;;;;Trial 1;space;;cube.PNG
17;1642775085570;21/01/2022 14:24:45;1642775085811;2;21/01/2022 16:24:45;55551;25;task-9nll;;18726667;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Necker Cube task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;2;Screen 2;advancementZone;response_keyboard_single;28799;;;space;14;1;0;0;;;;;;Trial 1;space;;cube.PNG
18;1642775086762;21/01/2022 14:24:46;1642775086996;2;21/01/2022 16:24:46;55551;25;task-9nll;;18726667;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Necker Cube task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;2;Screen 2;content;timelimit_screen;30001.659999999996;;;;;0;1;0;;;1;;;Trial 1;space;;cube.PNG
19;1642775091125;21/01/2022 14:24:51;1642775091362;2;21/01/2022 16:24:51;55551;25;task-9nll;;18726667;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Necker Cube task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;1;Screen 1;advancementZone;continue_keyboard;4359;;;;;0;1;0;;;;;;Trial 2;space;;cube.PNG
20;1642775093241;21/01/2022 14:24:53;1642775093480;2;21/01/2022 16:24:53;55551;25;task-9nll;;18726667;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Necker Cube task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;2115;;;space;1;1;0;0;;;;;;Trial 2;space;;cube.PNG
21;1642775094897;21/01/2022 14:24:54;1642775095133;2;21/01/2022 16:24:55;55551;25;task-9nll;;18726667;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Necker Cube task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;3768;;;space;2;1;0;0;;;;;;Trial 2;space;;cube.PNG
22;1642775096545;21/01/2022 14:24:56;1642775096782;2;21/01/2022 16:24:56;55551;25;task-9nll;;18726667;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Necker Cube task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;5417;;;space;3;1;0;0;;;;;;Trial 2;space;;cube.PNG
23;1642775098529;21/01/2022 14:24:58;1642775098770;2;21/01/2022 16:24:58;55551;25;task-9nll;;18726667;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Necker Cube task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;7405;;;space;4;1;0;0;;;;;;Trial 2;space;;cube.PNG
24;1642775100109;21/01/2022 14:25:00;1642775100349;2;21/01/2022 16:25:00;55551;25;task-9nll;;18726667;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Necker Cube task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;8985;;;space;5;1;0;0;;;;;;Trial 2;space;;cube.PNG
25;1642775102170;21/01/2022 14:25:02;1642775102401;2;21/01/2022 16:25:02;55551;25;task-9nll;;18726667;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Necker Cube task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;11036;;;space;6;1;0;0;;;;;;Trial 2;space;;cube.PNG
26;1642775103234;21/01/2022 14:25:03;1642775103474;2;21/01/2022 16:25:03;55551;25;task-9nll;;18726667;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Necker Cube task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;12109;;;space;7;1;0;0;;;;;;Trial 2;space;;cube.PNG
27;1642775106834;21/01/2022 14:25:06;1642775107066;2;21/01/2022 16:25:07;55551;25;task-9nll;;18726667;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Necker Cube task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;15701;;;space;8;1;0;0;;;;;;Trial 2;space;;cube.PNG
28;1642775108444;21/01/2022 14:25:08;1642775108681;2;21/01/2022 16:25:08;55551;25;task-9nll;;18726667;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Necker Cube task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;17316;;;space;9;1;0;0;;;;;;Trial 2;space;;cube.PNG
29;1642775110395;21/01/2022 14:25:10;1642775110628;2;21/01/2022 16:25:10;55551;25;task-9nll;;18726667;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Necker Cube task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;19264;;;space;10;1;0;0;;;;;;Trial 2;space;;cube.PNG
30;1642775112605;21/01/2022 14:25:12;1642775112842;2;21/01/2022 16:25:12;55551;25;task-9nll;;18726667;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Necker Cube task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;21477;;;space;11;1;0;0;;;;;;Trial 2;space;;cube.PNG
31;1642775114402;21/01/2022 14:25:14;1642775114639;2;21/01/2022 16:25:14;55551;25;task-9nll;;18726667;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Necker Cube task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;23274;;;space;12;1;0;0;;;;;;Trial 2;space;;cube.PNG
32;1642775116282;21/01/2022 14:25:16;1642775116475;2;21/01/2022 16:25:16;55551;25;task-9nll;;18726667;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Necker Cube task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;25110;;;space;13;1;0;0;;;;;;Trial 2;space;;cube.PNG
33;1642775118471;21/01/2022 14:25:18;1642775118724;2;21/01/2022 16:25:18;55551;25;task-9nll;;18726667;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Necker Cube task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;27360;;;space;14;1;0;0;;;;;;Trial 2;space;;cube.PNG
34;1642775120027;21/01/2022 14:25:20;1642775120246;2;21/01/2022 16:25:20;55551;25;task-9nll;;18726667;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Necker Cube task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;28882;;;space;15;1;0;0;;;;;;Trial 2;space;;cube.PNG
35;1642775121094;21/01/2022 14:25:21;1642775121347;2;21/01/2022 16:25:21;55551;25;task-9nll;;18726667;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Necker Cube task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;content;timelimit_screen;30001.699999999997;;;;;0;1;0;;;1;;;Trial 2;space;;cube.PNG
36;1642775124416;21/01/2022 14:25:24;1642775124646;2;21/01/2022 16:25:24;55551;25;task-9nll;;18726667;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Necker Cube task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;4;1;1;Screen 1;advancementZone;continue_button;3294;;;;;0;1;0;;;;;;Finish;;;
37;1642775124508;21/01/2022 14:25:24;1642775124659;2;21/01/2022 16:25:24;55551;25;task-9nll;;18726667;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Necker Cube task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;;;END TASK;;;;;102054;;;;;0;1;0;;;;;;;;;
1;1642793599227;21/01/2022 19:33:19;1642793598848;2;21/01/2022 21:33:18;55551;25;task-9nll;;18741602;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Necker Cube task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;;;BEGIN TASK;;;;;;;;;;0;1;0;;;;;;;;;
2;1642793623253;21/01/2022 19:33:43;1642793622911;2;21/01/2022 21:33:42;55551;25;task-9nll;;18741602;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Necker Cube task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;1;1;1;Screen 1;advancementZone;continue_button;24039;;;;;0;1;0;;;;;;Instructions;;;
3;1642793632739;21/01/2022 19:33:52;1642793632391;2;21/01/2022 21:33:52;55551;25;task-9nll;;18741602;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Necker Cube task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;1;Screen 1;Zone1;continue_keyboard;9470;;;;;0;1;0;;;;;;Trial 1;space;;cube.PNG
4;1642793646675;21/01/2022 19:34:06;1642793646333;2;21/01/2022 21:34:06;55551;25;task-9nll;;18741602;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Necker Cube task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;2;Screen 2;advancementZone;response_keyboard_single;13939;;;space;1;1;0;0;;;;;;Trial 1;space;;cube.PNG
5;1642793651699;21/01/2022 19:34:11;1642793651350;2;21/01/2022 21:34:11;55551;25;task-9nll;;18741602;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Necker Cube task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;2;Screen 2;advancementZone;response_keyboard_single;18955;;;space;2;1;0;0;;;;;;Trial 1;space;;cube.PNG
6;1642793659932;21/01/2022 19:34:19;1642793659574;2;21/01/2022 21:34:19;55551;25;task-9nll;;18741602;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Necker Cube task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;2;Screen 2;advancementZone;response_keyboard_single;27179;;;space;3;1;0;0;;;;;;Trial 1;space;;cube.PNG
7;1642793662730;21/01/2022 19:34:22;1642793662393;2;21/01/2022 21:34:22;55551;25;task-9nll;;18741602;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Necker Cube task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;2;Screen 2;content;timelimit_screen;30007.480000000003;;;;;0;1;0;;;1;;;Trial 1;space;;cube.PNG
8;1642793674120;21/01/2022 19:34:34;1642793673774;2;21/01/2022 21:34:33;55551;25;task-9nll;;18741602;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Necker Cube task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;1;Screen 1;advancementZone;continue_keyboard;11377;;;;;0;1;0;;;;;;Trial 2;space;;cube.PNG
9;1642793678246;21/01/2022 19:34:38;1642793677918;2;21/01/2022 21:34:37;55551;25;task-9nll;;18741602;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Necker Cube task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;4135;;;space;1;1;0;0;;;;;;Trial 2;space;;cube.PNG
10;1642793683364;21/01/2022 19:34:43;1642793683013;2;21/01/2022 21:34:43;55551;25;task-9nll;;18741602;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Necker Cube task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;9231;;;space;2;1;0;0;;;;;;Trial 2;space;;cube.PNG
11;1642793688310;21/01/2022 19:34:48;1642793687966;2;21/01/2022 21:34:47;55551;25;task-9nll;;18741602;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Necker Cube task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;14183;;;space;3;1;0;0;;;;;;Trial 2;space;;cube.PNG
12;1642793692780;21/01/2022 19:34:52;1642793692439;2;21/01/2022 21:34:52;55551;25;task-9nll;;18741602;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Necker Cube task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;18656;;;space;4;1;0;0;;;;;;Trial 2;space;;cube.PNG
13;1642793697151;21/01/2022 19:34:57;1642793696815;2;21/01/2022 21:34:56;55551;25;task-9nll;;18741602;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Necker Cube task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;23032;;;space;5;1;0;0;;;;;;Trial 2;space;;cube.PNG
