Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Randomise questionnaire elements?;closure1;closure1-quantised;closure2;closure2-quantised;closure3;closure3-quantised;closure4;closure4-quantised;closure5;closure5-quantised;closure6;closure6-quantised;closure7;closure7-quantised;closure8;closure8-quantised;closure9;closure9-quantised;closure10;closure10-quantised;closure11;closure11-quantised;closure12;closure12-quantised;closure13;closure13-quantised;closure14;closure14-quantised;closure15;closure15-quantised;END QUESTIONNAIRE
1;1641764693278;09/01/2022 21:44:53;1641764693194;2;09/01/2022 23:44:53;55551;22;questionnaire-mz16;;18391300;BLIND;5443499;;complete;;;computer;Desktop or Laptop;Mac OS 10.14.5;Chrome 96.0.4664.110;1280x800;1280x603;Openminded Chunk;Need for Closure Scale (Finnish);5;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;4;4;2;2;4;4;3;3;4;4;4;4;2;2;2;2;4;4;4;4;4;4;4;4;2;2;4;4;166193
1;1641667596228;08/01/2022 18:46:36;1641667596092;2;08/01/2022 20:46:36;55551;22;questionnaire-mz16;;18376028;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Need for Closure Scale (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;2;2;4;4;4;4;2;2;2;2;5;5;2;2;1;1;4;4;2;2;3;3;3;3;1;1;2;2;82448
1;1641565127221;07/01/2022 14:18:47;1641565125470;2;07/01/2022 16:18:45;55551;22;questionnaire-mz16;;18355496;BLIND;5435499;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1920x1200;1504x952;Openminded Chunk;Need for Closure Scale (Finnish);5;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;4;4;3;3;3;3;2;2;4;4;5;5;4;4;2;2;4;4;3;3;3;3;3;3;3;3;3;3;74465
1;1641169614768;03/01/2022 00:26:54;1641169614274;2;03/01/2022 02:26:54;55551;22;questionnaire-mz16;;18265023;BLIND;5411218;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;5760x1080;4147x638;Openminded Chunk;Need for Closure Scale (Finnish);5;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;1;1;2;2;6;6;1;1;3;3;6;6;6;6;6;6;3;3;1;1;3;3;3;3;1;1;3;3;70225
1;1641027074797;01/01/2022 08:51:14;1641027075795;2;01/01/2022 10:51:15;55551;22;questionnaire-mz16;;18255218;BLIND;5399212;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1280x720;1280x577;Openminded Chunk;Need for Closure Scale (Finnish);5;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;3;3;4;4;5;5;6;6;5;5;5;5;2;2;3;3;4;4;5;5;4;4;4;4;2;2;3;3;24621
1;1640803867304;29/12/2021 18:51:07;1640803867634;2;29/12/2021 20:51:07;55551;22;questionnaire-mz16;;18239916;BLIND;5388970;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1440x900;1152x631;Openminded Chunk;Need for Closure Scale (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;2;2;2;2;2;2;2;2;3;3;4;4;3;3;2;2;4;4;3;3;2;2;2;2;3;3;4;4;78368
1;1640790522028;29/12/2021 15:08:42;1640790521140;2;29/12/2021 17:08:41;55551;22;questionnaire-mz16;;18237099;BLIND;5387595;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 96.0.1054.62;1536x864;1396x685;Openminded Chunk;Need for Closure Scale (Finnish);5;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;2;2;5;5;3;3;2;2;2;2;5;5;4;4;4;4;2;2;3;3;5;5;5;5;3;3;3;3;384958
1;1640707448585;28/12/2021 16:04:08;1640707448384;2;28/12/2021 18:04:08;55551;22;questionnaire-mz16;;18228681;BLIND;5384429;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x764;Openminded Chunk;Need for Closure Scale (Finnish);5;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;2;2;2;2;1;1;2;2;4;4;4;4;2;2;1;1;4;4;3;3;4;4;4;4;1;1;2;2;63852
1;1640612722296;27/12/2021 13:45:22;1640612722341;2;27/12/2021 15:45:22;55551;22;questionnaire-mz16;;18217842;BLIND;5381371;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1366x768;1366x625;Decision Chunk;Need for Closure Scale (Finnish);5;JKILHMGNFAEBDC;Decision Chunk;;;;No;6;6;3;3;6;6;6;6;1;1;5;5;5;5;5;5;3;3;3;3;3;3;3;3;5;5;3;3;3;3;75457
1;1640611213364;27/12/2021 13:20:13;1640611209700;2;27/12/2021 15:20:09;55551;22;questionnaire-mz16;;18217553;BLIND;5380940;;live;;;computer;Desktop or Laptop;Windows 10;Edge 96.0.1054.62;1536x864;1536x754;Decision Chunk;Need for Closure Scale (Finnish);5;IJHKGLFMENDACB;Decision Chunk;;;;No;3;3;2;2;3;3;3;3;3;3;4;4;6;6;3;3;2;2;4;4;2;2;4;4;4;4;2;2;2;2;397854
1;1640608819600;27/12/2021 12:40:19;1640608819641;2;27/12/2021 14:40:19;55551;22;questionnaire-mz16;;18216996;BLIND;5380955;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1366x768;1366x625;Openminded Chunk;Need for Closure Scale (Finnish);5;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;1;1;5;5;6;6;1;1;5;5;5;5;3;3;2;2;6;6;2;2;2;2;5;5;2;2;1;1;98967
1;1640298135358;23/12/2021 22:22:15;1640298135165;2;24/12/2021 00:22:15;55551;22;questionnaire-mz16;;18199824;BLIND;5375463;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.1;1920x1080;1920x1000;Openminded Chunk;Need for Closure Scale (Finnish);5;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;1;1;3;3;5;5;1;1;1;1;5;5;4;4;3;3;3;3;2;2;1;1;3;3;1;1;1;1;74165
1;1640196467729;22/12/2021 18:07:47;1640196467916;2;22/12/2021 20:07:47;55551;22;questionnaire-mz16;;18187341;BLIND;5372338;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 95.0;640x360;640x295;Reasoning Chunk;Need for Closure Scale (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;;No;6;6;6;6;6;6;5;5;2;2;6;6;3;3;6;6;5;5;6;6;5;5;5;5;5;5;2;2;5;5;86442
1;1640100145357;21/12/2021 15:22:25;1640100145264;2;21/12/2021 17:22:25;55551;22;questionnaire-mz16;;18169110;BLIND;5355205;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1280x800;1280x697;Openminded Chunk;Need for Closure Scale (Finnish);5;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;2;2;3;3;5;5;4;4;2;2;5;5;5;5;5;5;5;5;3;3;4;4;4;4;3;3;4;4;69532
1;1640071633929;21/12/2021 07:27:13;1640071634617;2;21/12/2021 09:27:14;55551;22;questionnaire-mz16;;18160504;BLIND;5358132;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1600x900;1600x757;Reasoning Chunk;Need for Closure Scale (Finnish);5;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;;No;4;4;2;2;2;2;2;2;2;2;2;2;4;4;3;3;4;4;3;3;2;2;2;2;3;3;2;2;2;2;45925
1;1640024084330;20/12/2021 18:14:44;1640024085408;2;20/12/2021 20:14:45;55551;22;questionnaire-mz16;;18152817;BLIND;5354577;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1536x864;1536x722;Openminded Chunk;Need for Closure Scale (Finnish);5;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;2;2;2;2;2;2;2;2;2;2;4;4;3;3;2;2;3;3;3;3;3;3;1;1;1;1;1;1;207111
1;1639745007083;17/12/2021 12:43:27;1639745006930;2;17/12/2021 14:43:26;55551;22;questionnaire-mz16;;18091390;BLIND;5336084;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.1;1440x900;1140x731;Openminded Chunk;Need for Closure Scale (Finnish);5;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;4;4;3;3;4;4;3;3;3;3;4;4;3;3;2;2;4;4;3;3;2;2;2;2;2;2;2;2;75821
1;1639593553514;15/12/2021 18:39:13;1639593553574;2;15/12/2021 20:39:13;55551;22;questionnaire-mz16;;18031488;BLIND;5320807;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 95.0;1920x1080;1920x899;Openminded Chunk;Need for Closure Scale (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;3;3;4;4;3;3;2;2;4;4;5;5;3;3;2;2;4;4;3;3;4;4;3;3;2;2;2;2;155846
1;1639584020016;15/12/2021 16:00:20;1639584020112;2;15/12/2021 18:00:20;55551;22;questionnaire-mz16;;18022452;BLIND;5317567;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.93;1920x1080;1920x937;Reasoning Chunk;Need for Closure Scale (Finnish);5;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;;No;4;4;2;2;3;3;3;3;2;2;2;2;4;4;3;3;3;3;4;4;3;3;3;3;4;4;3;3;2;2;174912
1;1639470608682;14/12/2021 08:30:08;1639470608358;2;14/12/2021 10:30:08;55551;22;questionnaire-mz16;;17984034;BLIND;5305503;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 95.0;1024x576;1024x474;Openminded Chunk;Need for Closure Scale (Finnish);5;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;1;1;1;1;3;3;2;2;5;5;5;5;4;4;2;2;5;5;3;3;3;3;3;3;1;1;4;4;141097
1;1639395201139;13/12/2021 11:33:21;1639395201026;1;13/12/2021 12:33:21;55551;22;questionnaire-mz16;;17964006;BLIND;5298015;;complete;;;computer;Desktop or Laptop;Linux x86_64;Chrome 96.0.4664.93;1920x1080;1920x924;Openminded Chunk;Need for Closure Scale (Finnish);5;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;2;2;1;1;5;5;1;1;5;5;5;5;1;1;4;4;2;2;2;2;1;1;1;1;1;1;2;2;47111
1;1639340319352;12/12/2021 20:18:39;1639340319231;2;12/12/2021 22:18:39;55551;22;questionnaire-mz16;;17956577;BLIND;5294346;;live;;;computer;Desktop or Laptop;Linux x86_64;Firefox 94.0;1920x1080;1920x966;Science Chunk;Need for Closure Scale (Finnish);5;KLJMINHAGBFCED;Decision Chunk;Science Chunk;;;No;1;1;1;1;3;3;1;1;1;1;1;1;6;6;1;1;2;2;6;6;1;1;6;6;2;2;6;6;6;6;205970
1;1639237966204;11/12/2021 15:52:46;1639237965830;2;11/12/2021 17:52:45;55551;22;questionnaire-mz16;;17941519;BLIND;5292007;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.45;1920x1080;960x485;Openminded Chunk;Need for Closure Scale (Finnish);5;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;2;2;2;2;2;2;4;4;5;5;4;4;5;5;4;4;5;5;2;2;2;2;2;2;3;3;4;4;162917
1;1639209194159;11/12/2021 07:53:14;1639209190753;2;11/12/2021 09:53:10;55551;22;questionnaire-mz16;;17936606;BLIND;5290491;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.93;1536x864;1536x714;Openminded Chunk;Need for Closure Scale (Finnish);5;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;1;1;4;4;3;3;1;1;4;4;4;4;3;3;4;4;2;2;1;1;3;3;4;4;1;1;4;4;100417
1;1639162323858;10/12/2021 18:52:03;1639162323756;2;10/12/2021 20:52:03;55551;22;questionnaire-mz16;;17927482;BLIND;5287907;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1920x1080;1324x994;Openminded Chunk;Need for Closure Scale (Finnish);5;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;2;2;3;3;3;3;3;3;2;2;3;3;2;2;2;2;3;3;2;2;3;3;3;3;2;2;2;2;252754
1;1639133811714;10/12/2021 10:56:51;1639133811600;2;10/12/2021 12:56:51;55551;22;questionnaire-mz16;;17909766;BLIND;5282634;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.93;1536x864;1536x754;Reasoning Chunk;Need for Closure Scale (Finnish);5;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;;No;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;5;3;3;3;3;3;3;4;4;4;4;2;2;3;3;63961
1;1638963731752;08/12/2021 11:42:11;1638963731673;2;08/12/2021 13:42:11;55551;22;questionnaire-mz16;;17840723;BLIND;5258209;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 94.0;1920x1080;1920x955;Openminded Chunk;Need for Closure Scale (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;2;2;1;1;2;2;2;2;2;2;4;4;2;2;2;2;3;3;2;2;1;1;1;1;1;1;1;1;94572
1;1638363210444;01/12/2021 12:53:30;1638363208621;2;01/12/2021 14:53:28;55551;22;questionnaire-mz16;;17621036;BLIND;5202064;;complete;;;computer;Desktop or Laptop;Windows 7;Chrome 96.0.4664.45;1280x1024;1280x881;Openminded Chunk;Need for Closure Scale (Finnish);5;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;2;2;3;3;4;4;2;2;3;3;4;4;2;2;2;2;4;4;4;4;4;4;3;3;2;2;2;2;44788
1;1638276694381;30/11/2021 12:51:34;1638276712796;2;30/11/2021 14:51:52;55551;22;questionnaire-mz16;;17587166;BLIND;5192188;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 94.0;1600x900;1384x775;Openminded Chunk;Need for Closure Scale (Finnish);5;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;3;3;3;3;5;5;2;2;4;4;3;3;5;5;4;4;3;3;2;2;2;2;3;3;3;3;4;4;73563
1;1638270490947;30/11/2021 11:08:10;1638270581065;2;30/11/2021 13:09:41;55551;22;questionnaire-mz16;;17582598;BLIND;5191578;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.45;1920x1080;1920x937;Openminded Chunk;Need for Closure Scale (Finnish);5;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;5;5;4;4;5;5;4;4;5;5;5;5;5;5;4;4;4;4;5;5;4;4;4;4;3;3;4;4;95716
1;1638230988022;30/11/2021 00:09:48;1638230987928;2;30/11/2021 02:09:47;55551;22;questionnaire-mz16;;17573952;BLIND;5189349;;live;;;computer;Desktop or Laptop;Ubuntu undefined;Firefox 94.0;1344x756;1100x608;Openminded Chunk;Need for Closure Scale (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;4;4;4;4;4;4;4;4;5;5;4;4;2;2;2;2;5;5;3;3;5;5;5;5;3;3;5;5;148734
1;1637864213136;25/11/2021 18:16:53;1637864212878;2;25/11/2021 20:16:52;55551;22;questionnaire-mz16;;17487368;BLIND;5156990;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 94.0;1280x720;1280x577;Openminded Chunk;Need for Closure Scale (Finnish);5;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;2;2;3;3;4;4;2;2;4;4;4;4;3;3;3;3;4;4;1;1;4;4;3;3;1;1;4;4;320513
1;1637663576173;23/11/2021 10:32:56;1637663575927;2;23/11/2021 12:32:55;55551;22;questionnaire-mz16;;17399694;BLIND;5133586;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1280x800;1280x712;Openminded Chunk;Need for Closure Scale (Finnish);5;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;2;2;4;4;2;2;2;2;4;4;6;6;4;4;2;2;5;5;2;2;2;2;3;3;1;1;4;4;78154
1;1637658639504;23/11/2021 09:10:39;1637658639426;2;23/11/2021 11:10:39;55551;22;questionnaire-mz16;;17396153;BLIND;5133207;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Chrome 94.0.4606.81;1920x1080;1842x680;Openminded Chunk;Need for Closure Scale (Finnish);5;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;1;1;2;2;2;2;2;2;2;2;5;5;2;2;2;2;3;3;2;2;4;4;2;2;2;2;2;2;106827
1;1637652657537;23/11/2021 07:30:57;1637652657773;2;23/11/2021 09:30:57;55551;22;questionnaire-mz16;;17395377;BLIND;5132910;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.69;1280x720;1280x520;Openminded Chunk;Need for Closure Scale (Finnish);5;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;3;3;3;3;4;4;2;2;5;5;5;5;3;3;5;5;4;4;6;6;2;2;2;2;1;1;4;4;191915
1;1637617879798;22/11/2021 21:51:19;1637617879413;2;22/11/2021 23:51:19;55551;22;questionnaire-mz16;;17390222;BLIND;5130877;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.45;1920x1080;1920x937;Openminded Chunk;Need for Closure Scale (Finnish);5;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;1;1;4;4;5;5;2;2;3;3;5;5;4;4;2;2;3;3;1;1;3;3;4;4;2;2;3;3;81043
1;1637594754420;22/11/2021 15:25:54;1637594754771;2;22/11/2021 17:25:54;55551;22;questionnaire-mz16;;17377408;BLIND;5126869;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.45;1536x864;1536x722;Openminded Chunk;Need for Closure Scale (Finnish);5;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;3;3;4;4;5;5;5;5;4;4;6;6;3;3;4;4;5;5;3;3;4;4;4;4;1;1;3;3;68934
1;1637501603907;21/11/2021 13:33:23;1637501602492;2;21/11/2021 15:33:22;55551;22;questionnaire-mz16;;17351266;BLIND;5120203;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 94.0;1280x720;1280x605;Openminded Chunk;Need for Closure Scale (Finnish);5;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;3;3;4;4;4;4;2;2;3;3;4;4;4;4;4;4;4;4;4;4;3;3;4;4;2;2;3;3;78213
1;1637431419039;20/11/2021 18:03:39;1637431418939;2;20/11/2021 20:03:38;55551;22;questionnaire-mz16;;17342009;BLIND;5117494;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.55;2048x1152;1540x838;Reasoning Chunk;Need for Closure Scale (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;;No;3;3;3;3;2;2;3;3;2;2;4;4;5;5;2;2;2;2;6;6;3;3;2;2;3;3;1;1;4;4;129328
1;1637331695971;19/11/2021 14:21:35;1637331695892;2;19/11/2021 16:21:35;55551;22;questionnaire-mz16;;17315230;BLIND;5110749;;complete;;;computer;Desktop or Laptop;Mac OS 10.14.6;Chrome 96.0.4664.45;1440x900;1152x613;Openminded Chunk;Need for Closure Scale (Finnish);5;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;2;2;2;2;5;5;4;4;4;4;6;6;5;5;3;3;6;6;5;5;2;2;4;4;1;1;6;6;93798
