Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Randomise questionnaire elements?;Icuriosity1;Icuriosity1-quantised;Dcuriosity1;Dcuriosity1-quantised;Icuriosity2;Icuriosity2-quantised;Dcuriosity2;Dcuriosity2-quantised;Icuriosity3;Icuriosity3-quantised;Dcuriosity3;Dcuriosity3-quantised;Icuriosity4;Icuriosity4-quantised;Dcuriosity4;Dcuriosity4-quantised;Icuriosity5;Icuriosity5-quantised;Dcuriosity5;Dcuriosity5-quantised;END QUESTIONNAIRE
1;1644414996590;09/02/2022 13:56:36;1644414996571;2;09/02/2022 15:56:36;55551;25;questionnaire-2wlk;;19307194;BLIND;5726771;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;1536x864;1536x778;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;3;3;4;4;3;3;4;4;3;3;3;3;4;4;4;4;3;3;54058
1;1644438055520;09/02/2022 20:20:55;1644438055371;2;09/02/2022 22:20:55;55551;25;questionnaire-2wlk;;19321903;BLIND;5731793;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.1;1280x800;1204x649;Reasoning Chunk;Epistemic Curiosity Scale (Finnish);5;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;;No;3;3;1;1;4;4;4;4;4;4;3;3;4;4;4;4;5;5;5;5;43056
1;1644439473736;09/02/2022 20:44:33;1644439493086;2;09/02/2022 22:44:53;55551;25;questionnaire-2wlk;;19322444;BLIND;5731864;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1366x768;1242x597;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;4;4;5;5;4;4;5;5;4;4;4;4;5;5;5;5;5;5;24290
1;1644566977877;11/02/2022 08:09:37;1644566978814;2;11/02/2022 10:09:38;55551;25;questionnaire-2wlk;;19365965;BLIND;5747184;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;1280x720;1280x616;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;3;3;5;5;4;4;3;3;3;3;5;5;5;5;5;5;4;4;48136
1;1644697250303;12/02/2022 20:20:50;1644697250667;2;12/02/2022 22:20:50;55551;25;questionnaire-2wlk;;19402861;BLIND;5758326;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 97.0;1184x666;1184x570;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;1;1;5;5;3;3;5;5;3;3;4;4;3;3;4;4;4;4;39962
1;1644859282868;14/02/2022 17:21:22;1644859282752;2;14/02/2022 19:21:22;55551;25;questionnaire-2wlk;;19437347;BLIND;5767733;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Chrome 97.0.4692.99;1440x900;1292x731;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;1;1;4;4;2;2;4;4;4;4;4;4;5;5;4;4;5;5;39930
1;1644928714721;15/02/2022 12:38:34;1644928714600;2;15/02/2022 14:38:34;55551;25;questionnaire-2wlk;;19457603;BLIND;5774889;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.82;1920x1080;1920x937;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;4;4;5;5;5;5;4;4;5;5;4;4;5;5;2;2;4;4;44837
1;1645044907209;16/02/2022 20:55:07;1645044906697;2;16/02/2022 22:55:06;55551;25;questionnaire-2wlk;;19513771;BLIND;5791357;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.82;1280x720;1280x569;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;1;1;5;5;3;3;5;5;4;4;4;4;3;3;2;2;3;3;111509
1;1645114528995;17/02/2022 16:15:28;1645114528552;2;17/02/2022 18:15:28;55551;25;questionnaire-2wlk;;19541960;BLIND;5798816;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1680x1050;1680x939;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;3;3;4;4;3;3;4;4;3;3;4;4;4;4;3;3;3;3;43138
1;1645172548044;18/02/2022 08:22:28;1645172547955;2;18/02/2022 10:22:27;55551;25;questionnaire-2wlk;;19561005;BLIND;5805972;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.82;1536x864;1536x722;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;3;3;4;4;3;3;4;4;4;4;4;4;4;4;3;3;2;2;62787
1;1645188056583;18/02/2022 12:40:56;1645188055465;2;18/02/2022 14:40:55;55551;25;questionnaire-2wlk;;19567582;BLIND;5808176;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1536x864;1536x722;Reasoning Chunk;Epistemic Curiosity Scale (Finnish);5;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;;No;3;3;1;1;3;3;4;4;3;3;4;4;3;3;4;4;4;4;3;3;62472
1;1645249381350;19/02/2022 05:43:01;1645249380420;2;19/02/2022 07:43:00;55551;25;questionnaire-2wlk;;19595538;BLIND;5818084;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 98.0.1108.56;1366x768;1366x617;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;2;2;5;5;3;3;5;5;4;4;4;4;5;5;2;2;4;4;55049
1;1645276612942;19/02/2022 13:16:52;1645276613832;2;19/02/2022 15:16:53;55551;25;questionnaire-2wlk;;19600173;BLIND;5819125;;live;;;computer;Desktop or Laptop;Windows 10;Edge 98.0.1108.56;1600x900;1280x606;Decision Chunk;Epistemic Curiosity Scale (Finnish);5;DECFBGAHNIMJLK;Decision Chunk;;;;No;3;3;5;5;5;5;5;5;5;5;3;3;3;3;3;3;3;3;5;5;62100
1;1645345213919;20/02/2022 08:20:13;1645345215507;2;20/02/2022 10:20:15;55551;25;questionnaire-2wlk;;19613054;BLIND;5822974;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1536x864;1536x722;Decision Chunk;Epistemic Curiosity Scale (Finnish);5;EFDGCHBIAJNKML;Decision Chunk;;;;No;2;2;1;1;3;3;1;1;3;3;3;3;3;3;4;4;3;3;1;1;51049
1;1645434229070;21/02/2022 09:03:49;1645434228896;2;21/02/2022 11:03:48;55551;25;questionnaire-2wlk;;19633264;BLIND;5828423;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1920x1080;1569x849;Reasoning Chunk;Epistemic Curiosity Scale (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;;No;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;28781
1;1645497298301;22/02/2022 02:34:58;1645497298098;2;22/02/2022 04:34:58;55551;25;questionnaire-2wlk;;19668619;BLIND;5842153;;complete;;;computer;Desktop or Laptop;Windows 8.1;Edge 98.0.1108.43;1920x1200;777x481;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;2;2;4;4;3;3;4;4;3;3;4;4;4;4;4;4;3;3;177088
1;1645532864675;22/02/2022 12:27:44;1645532863755;2;22/02/2022 14:27:43;55551;25;questionnaire-2wlk;;19677563;BLIND;5845513;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 98.0.1108.56;1280x720;1280x578;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;4;4;5;5;4;4;5;5;4;4;4;4;5;5;5;5;4;4;47356
1;1645550831485;22/02/2022 17:27:11;1645550831231;2;22/02/2022 19:27:11;55551;25;questionnaire-2wlk;;19692872;BLIND;5849414;;complete;;;computer;Desktop or Laptop;Windows 8.1;Chrome 97.0.4692.99;1366x768;1227x582;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;1;1;4;4;1;1;4;4;3;3;4;4;3;3;3;3;4;4;80744
1;1645692978764;24/02/2022 08:56:18;1645692978683;2;24/02/2022 10:56:18;55551;25;questionnaire-2wlk;;19753036;BLIND;5867681;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Chrome 98.0.4758.80;1920x1080;1561x945;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;2;2;5;5;2;2;5;5;2;2;4;4;3;3;4;4;4;4;71766
1;1645784114736;25/02/2022 10:15:14;1645784114642;2;25/02/2022 12:15:14;55551;25;questionnaire-2wlk;;19809167;BLIND;5879081;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 98.0.4758.102;2560x1440;2560x1220;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;1;1;5;5;2;2;5;5;4;4;4;4;4;4;5;5;4;4;64257
1;1645821710220;25/02/2022 20:41:50;1645821710658;2;25/02/2022 22:41:50;55551;25;questionnaire-2wlk;;19847961;BLIND;5885149;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1280x720;1280x609;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;3;3;5;5;3;3;4;4;3;3;4;4;4;4;5;5;5;5;82895
1;1645960033156;27/02/2022 11:07:13;1645960395815;2;27/02/2022 13:13:15;55551;25;questionnaire-2wlk;;19872449;BLIND;5891043;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1920x1080;1382x773;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;2;2;4;4;3;3;4;4;2;2;4;4;3;3;4;4;3;3;62632
1;1645995489931;27/02/2022 20:58:09;1645995489201;2;27/02/2022 22:58:09;55551;25;questionnaire-2wlk;;19880628;BLIND;5893310;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 98.0.1108.56;1536x864;1536x754;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;3;3;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;31160
1;1646050041802;28/02/2022 12:07:21;1646050041721;2;28/02/2022 14:07:21;55551;25;questionnaire-2wlk;;19892057;BLIND;5896498;;complete;;;computer;Desktop or Laptop;Mac OS 10.10.5;Chrome 87.0.4280.88;1440x900;1371x797;Openminded Chunk;Epistemic Curiosity Scale (Finnish);5;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;1;1;5;5;1;1;5;5;1;1;4;4;2;2;4;4;2;2;72555
END OF FILE
