Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Randomise questionnaire elements?;openNormal1;openNormal1-quantised;openNormal2;openNormal2-quantised;openNormal3;openNormal3-quantised;openReverse1;openReverse1-quantised;openReverse2;openReverse2-quantised;openReverse3;openReverse3-quantised;openReverse4;openReverse4-quantised;END QUESTIONNAIRE
1;1642774934911;21/01/2022 14:22:14;1642774935111;2;21/01/2022 16:22:15;55551;25;questionnaire-7qsg;;18726612;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;7;7;7;7;7;7;1;1;2;2;1;1;1;1;49394
1;1642793253627;21/01/2022 19:27:33;1642793253268;2;21/01/2022 21:27:33;55551;25;questionnaire-7qsg;;18741394;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;7;7;7;7;7;7;1;1;4;4;3;3;2;2;74215
1;1642892536990;22/01/2022 23:02:16;1642892536398;2;23/01/2022 01:02:16;55551;25;questionnaire-7qsg;;18768081;BLIND;5555000;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 97.0.1072.69;2560x1440;2560x1329;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;7;7;7;7;5;5;1;1;2;2;2;2;1;1;36444
1;1642933237107;23/01/2022 10:20:37;1642933236522;2;23/01/2022 12:20:36;55551;25;questionnaire-7qsg;;18772799;BLIND;5555882;;complete;;;computer;Desktop or Laptop;Mac OS 10.15;Firefox 96.0;1440x900;1440x685;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;7;7;7;7;7;7;2;2;2;2;1;1;1;1;41048
1;1642968741045;23/01/2022 20:12:21;1642968740902;2;23/01/2022 22:12:20;55551;25;questionnaire-7qsg;;18787676;BLIND;5556093;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 97.0.1072.69;1366x768;1301x626;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;7;7;5;5;5;5;2;2;3;3;2;2;2;2;44546
1;1642973154973;23/01/2022 21:25:54;1642973154444;2;23/01/2022 23:25:54;55551;25;questionnaire-7qsg;;18789647;BLIND;5559681;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1536x864;1447x766;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;7;7;7;7;7;7;1;1;1;1;1;1;1;1;36696
1;1643024609315;24/01/2022 11:43:29;1643024609204;2;24/01/2022 13:43:29;55551;25;questionnaire-7qsg;;18799655;BLIND;5562166;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1536x864;1462x762;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;4;4;5;5;2;2;5;5;4;4;2;2;61329
1;1643050826341;24/01/2022 19:00:26;1643050825252;2;24/01/2022 21:00:25;55551;25;questionnaire-7qsg;;18823695;BLIND;5569558;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1920x1080;1920x937;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;7;7;2;2;1;1;2;2;2;2;3;3;85930
1;1643113964202;25/01/2022 12:32:44;1643113962808;2;25/01/2022 14:32:42;55551;25;questionnaire-7qsg;;18846770;BLIND;5578226;;live;;;computer;Desktop or Laptop;Windows 10;Edge 97.0.1072.69;1680x1050;1680x899;Reasoning Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;;No;7;7;7;7;7;7;1;1;3;3;1;1;1;1;34353
1;1643302107950;27/01/2022 16:48:27;1643302107255;2;27/01/2022 18:48:27;55551;25;questionnaire-7qsg;;18935310;BLIND;5608075;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;2560x1440;2327x1218;Openminded Chunk;Actively Openminded Thinking Questionnaire (Finnish);6;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;7;7;7;7;7;7;1;1;2;2;1;1;1;1;39004
