Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Randomise questionnaire elements?;extroversionNormal;extroversionNormal-quantised;agreeablenessReverse;agreeablenessReverse-quantised;conscientiousnessNormal;conscientiousnessNormal-quantised;emotionalStabilityReverse;emotionalStabilityReverse-quantised;opennessNormal;opennessNormal-quantised;extroversionReverse;extroversionReverse-quantised;agreeablenessNormal;agreeablenessNormal-quantised;conscientiousnessReverse;conscientiousnessReverse-quantised;emotionalStabilityNormal;emotionalStabilityNormal-quantised;opennessReverse;opennessReverse-quantised;END QUESTIONNAIRE
1;1643732824217;01/02/2022 16:27:04;1643732825435;2;01/02/2022 18:27:05;55551;25;questionnaire-w8n1;;19061295;BLIND;5645930;;complete;;;computer;Desktop or Laptop;Windows 7;Chrome 97.0.4692.99;1920x1080;1920x969;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;1;1;7;7;1;1;6;6;6;6;4;4;4;4;7;7;2;2;53119
1;1643696480127;01/02/2022 06:21:20;1643696480020;2;01/02/2022 08:21:20;55551;25;questionnaire-w8n1;;19045825;BLIND;5641501;;complete;;;computer;Desktop or Laptop;Linux x86_64;Firefox 91.0;1920x1080;1920x897;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;5;5;4;4;7;7;6;6;3;3;3;3;3;3;3;3;5;5;61139
1;1643653857602;31/01/2022 18:30:57;1643653858391;2;31/01/2022 20:30:58;55551;25;questionnaire-w8n1;;19030054;BLIND;5635997;;live;;;computer;Desktop or Laptop;Windows 8.1;Firefox 96.0;1280x720;1280x570;Science Chunk;Big 5 Personality TIPI (Finnish);4;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;;;No;5;5;5;5;6;6;2;2;5;5;6;6;6;6;2;2;6;6;5;5;67595
1;1643647446452;31/01/2022 16:44:06;1643647439587;2;31/01/2022 18:43:59;55551;25;questionnaire-w8n1;;19023204;BLIND;5634435;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1536x864;1536x754;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;2;2;6;6;2;2;6;6;5;5;7;7;5;5;6;6;3;3;63864
1;1643632597252;31/01/2022 12:36:37;1643632581087;2;31/01/2022 14:36:21;55551;25;questionnaire-w8n1;;19012046;BLIND;5631076;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 97.0.4692.99;1440x900;1440x693;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;3;3;6;6;6;6;2;2;5;5;5;5;1;1;4;4;7;7;63218
1;1643623684595;31/01/2022 10:08:04;1643623684465;2;31/01/2022 12:08:04;55551;25;questionnaire-w8n1;;19007165;BLIND;5629995;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.2;1440x900;1416x710;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;4;4;3;3;6;6;7;7;1;1;3;3;7;7;2;2;1;1;43903
1;1643620219773;31/01/2022 09:10:19;1643620219641;2;31/01/2022 11:10:19;55551;25;questionnaire-w8n1;;19006104;BLIND;5629594;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1536x864;1536x722;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;3;3;6;6;3;3;5;5;3;3;6;6;5;5;3;3;3;3;75663
1;1643619204088;31/01/2022 08:53:24;1643619204006;2;31/01/2022 10:53:24;55551;25;questionnaire-w8n1;;19005789;BLIND;5629626;;live;;;computer;Desktop or Laptop;Windows 10;Edge 97.0.1072.69;1280x720;1024x462;Reasoning Chunk;Big 5 Personality TIPI (Finnish);4;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;;No;3;3;5;5;5;5;4;4;5;5;4;4;4;4;2;2;4;4;7;7;51310
1;1643411535361;28/01/2022 23:12:15;1643411535772;2;29/01/2022 01:12:15;55551;25;questionnaire-w8n1;;18976045;BLIND;5621289;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;1536x864;1536x711;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;4;4;5;5;4;4;6;6;6;6;6;6;6;6;4;4;2;2;45079
1;1643389751847;28/01/2022 17:09:11;1643389751656;2;28/01/2022 19:09:11;55551;25;questionnaire-w8n1;;18968909;BLIND;5618126;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1920x1080;1280x587;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;3;3;5;5;5;5;5;5;6;6;5;5;5;5;4;4;5;5;92410
1;1643381601233;28/01/2022 14:53:21;1643381601037;2;28/01/2022 16:53:21;55551;25;questionnaire-w8n1;;18964332;BLIND;5616968;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1301x732;1302x659;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;7;7;1;1;2;2;1;1;6;6;1;1;2;2;6;6;1;1;3;3;46879
1;1643353883398;28/01/2022 07:11:23;1643353911484;2;28/01/2022 09:11:51;55551;25;questionnaire-w8n1;;18951612;BLIND;5614189;;complete;;;computer;Desktop or Laptop;Linux i686;Firefox 78.0;1680x1050;1680x898;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;1;1;1;1;1;1;6;6;2;2;6;6;5;5;7;7;2;2;69920
1;1643303361531;27/01/2022 17:09:21;1643303360839;2;27/01/2022 19:09:20;55551;25;questionnaire-w8n1;;18936201;BLIND;5608075;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;2560x1440;2327x1218;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;3;3;6;6;2;2;7;7;5;5;5;5;5;5;5;5;3;3;48673
1;1643113932622;25/01/2022 12:32:12;1643113931203;2;25/01/2022 14:32:11;55551;25;questionnaire-w8n1;;18846722;BLIND;5578226;;live;;;computer;Desktop or Laptop;Windows 10;Edge 97.0.1072.69;1680x1050;1680x899;Reasoning Chunk;Big 5 Personality TIPI (Finnish);4;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;;No;3;3;1;1;7;7;6;6;4;4;4;4;5;5;3;3;6;6;2;2;29882
1;1643055985392;24/01/2022 20:26:25;1643055985213;2;24/01/2022 22:26:25;55551;25;questionnaire-w8n1;;18827848;BLIND;5571263;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 97.0.4692.99;1280x800;1247x605;Decision Chunk;Big 5 Personality TIPI (Finnish);4;KLJMINHAGBFCED;Decision Chunk;;;;No;5;5;2;2;5;5;2;2;6;6;5;5;4;4;5;5;6;6;3;3;120277
1;1643049637845;24/01/2022 18:40:37;1643049636764;2;24/01/2022 20:40:36;55551;25;questionnaire-w8n1;;18822914;BLIND;5569558;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1920x1080;1920x937;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;7;7;5;5;6;6;1;1;7;7;1;1;4;4;2;2;6;6;1;1;58828
1;1643023225424;24/01/2022 11:20:25;1643023225298;2;24/01/2022 13:20:25;55551;25;questionnaire-w8n1;;18798914;BLIND;5562166;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1536x864;1462x762;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;2;2;6;6;4;4;6;6;3;3;5;5;3;3;5;5;2;2;93053
1;1642972167099;23/01/2022 21:09:27;1642972166571;2;23/01/2022 23:09:26;55551;25;questionnaire-w8n1;;18789222;BLIND;5559681;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1536x864;1447x766;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;1;1;5;5;2;2;5;5;2;2;5;5;3;3;6;6;3;3;62128
1;1642966556130;23/01/2022 19:35:56;1642966555985;2;23/01/2022 21:35:55;55551;25;questionnaire-w8n1;;18786708;BLIND;5556093;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 97.0.1072.69;1366x768;1301x626;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;1;1;6;6;5;5;3;3;3;3;5;5;3;3;6;6;7;7;87615
1;1642933279626;23/01/2022 10:21:19;1642933279011;2;23/01/2022 12:21:19;55551;25;questionnaire-w8n1;;18772810;BLIND;5555882;;complete;;;computer;Desktop or Laptop;Mac OS 10.15;Firefox 96.0;1440x900;1440x685;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;5;5;6;6;6;6;3;3;7;7;5;5;2;2;5;5;5;5;74323
1;1642893722885;22/01/2022 23:22:02;1642893722316;2;23/01/2022 01:22:02;55551;25;questionnaire-w8n1;;18768327;BLIND;5555000;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 97.0.1072.69;2560x1440;2560x1329;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;3;3;4;4;2;2;6;6;6;6;6;6;3;3;7;7;4;4;46067
1;1642795601772;21/01/2022 20:06:41;1642795601368;2;21/01/2022 22:06:41;55551;25;questionnaire-w8n1;;18742829;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;4;4;4;4;3;3;5;5;6;6;5;5;2;2;5;5;2;2;157565
1;1642775905456;21/01/2022 14:38:25;1642775905661;2;21/01/2022 16:38:25;55551;25;questionnaire-w8n1;;18727225;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;7;7;2;2;5;5;5;5;7;7;2;2;7;7;5;5;6;6;2;2;45753
END OF FILE
